Model: , Areal mixture of reflectance
Timestamp: ,2022-09-20 11:14:33
,Compound,Molecular Formula,Concentration (%),Measurement Temperature,Wavelength,"Author,Year",DOI
0,Dihydrouracil,C4H6N2O2,100,85K,0.35-2.5 micron,"Kokaly, R.F.",https://crustal.usgs.gov/speclab/data/HTMLmetadata/Dihydrouracil_SA-D7628_85K_ASDHRa_AREF.html

wave,Dihydrouracil
0.4,0.5580255764798703
0.401,0.5616160280607391
0.402,0.5644221019392612
0.40299999999999997,0.5676029900000003
0.40399999999999997,0.5711514545153549
0.405,0.57459688
0.406,0.5781669977158459
0.407,0.5819385822841543
0.408,0.586372374556209
0.409,0.5918279954437912
0.41,0.5968681000000002
0.411,0.6016242024389756
0.412,0.6064356
0.413,0.611269935622744
0.414,0.6158322100000002
0.415,0.6199822777319456
0.416,0.6237554722680548
0.417,0.62745684
0.418,0.6311075334930653
0.419,0.6345313800000001
0.42,0.6375010274959252
0.421,0.64025062
0.422,0.6427412203211936
0.423,0.6447733396788065
0.424,0.6463459918881624
0.425,0.6485348081118381
0.4260000000000001,0.6509211700000002
0.4270000000000001,0.6528080876523236
0.4280000000000001,0.6545733200000001
0.4290000000000001,0.6564306189456212
0.4300000000000001,0.6583251810543791
0.4310000000000001,0.6600467184675307
0.4320000000000001,0.6618934715324695
0.4330000000000001,0.6637795000000001
0.4340000000000001,0.6656607593546066
0.4350000000000001,0.6675962200000001
0.4360000000000001,0.6695528783108339
0.4370000000000001,0.6713839616891664
0.4380000000000001,0.6731133703640929
0.4390000000000001,0.6751497796359074
0.4400000000000001,0.6772524100000001
0.4410000000000001,0.6792424100999991
0.4420000000000001,0.6810889200000001
0.4430000000000001,0.6830217383877324
0.4440000000000001,0.6848605116122679
0.4450000000000001,0.6865750778291435
0.4460000000000001,0.6883579921708567
0.4470000000000001,0.6900462500000001
0.4480000000000001,0.6917486629758703
0.4490000000000001,0.6934900300000001
0.4500000000000001,0.6950490669195616
0.4510000000000001,0.6967410230804385
0.4520000000000001,0.6984684045593089
0.4530000000000001,0.6999243354406912
0.4540000000000001,0.7013356100000001
0.4550000000000001,0.7027293260628394
0.4560000000000001,0.7041579500000001
0.4570000000000001,0.7056579746160542
0.4580000000000001,0.7071195800000001
0.4590000000000001,0.7084455018282635
0.4600000000000001,0.7096283281717366
0.4610000000000001,0.7108418300000001
0.4620000000000001,0.7120343280750193
0.4630000000000001,0.7131746400000001
0.4640000000000001,0.7142575507227928
0.4650000000000001,0.7153298300000002
0.4660000000000001,0.7164513609264817
0.4670000000000001,0.7175440090735186
0.4680000000000001,0.7184240889977201
0.4690000000000001,0.71932386100228
0.4700000000000001,0.7202019700000001
0.4710000000000001,0.7210238092869072
0.4720000000000001,0.7219525
0.4730000000000001,0.7228678588630228
0.4740000000000001,0.7237541611369773
0.4750000000000001,0.7246933097887044
0.4760000000000001,0.725672180211296
0.4770000000000001,0.72652531
0.4780000000000001,0.7271255947337527
0.4790000000000001,0.7275989700000001
0.4800000000000001,0.7282761382163357
0.4810000000000001,0.7290977717836644
0.4820000000000001,0.7298367663167737
0.4830000000000001,0.7304684436832265
0.4840000000000001,0.7310491800000001
0.4850000000000001,0.7316356241355587
0.4860000000000001,0.7322753100000001
0.4870000000000001,0.7330119062649748
0.4880000000000001,0.7336384037350253
0.4890000000000001,0.7341466069419612
0.4900000000000001,0.7348408030580389
0.4910000000000001,0.73534495
0.4920000000000001,0.7357631858176419
0.4930000000000001,0.7363714000000001
0.4940000000000001,0.7370637751461486
0.4950000000000001,0.73757839
0.4960000000000001,0.7379945567512651
0.4970000000000001,0.7386696832487352
0.4980000000000001,0.7392083400000001
0.4990000000000001,0.739727434809052
0.5000000000000001,0.74030012
0.5010000000000001,0.7407734450444008
0.5020000000000001,0.7412778861853908
0.5030000000000001,0.7418173992097395
0.5040000000000001,0.7423318548554485
0.5050000000000001,0.74282032
0.5060000000000001,0.743238459139343
0.5070000000000001,0.7436954262909855
0.5080000000000001,0.7443626366556666
0.5090000000000001,0.74487042
0.5100000000000001,0.7452420039333394
0.5110000000000001,0.7456353403851846
0.5120000000000001,0.7461545996148156
0.5130000000000001,0.7467113044329444
0.5140000000000001,0.7472223000000001
0.5150000000000001,0.7476292334755696
0.5160000000000001,0.7479767911090446
0.5170000000000001,0.7483470925939703
0.5180000000000001,0.7487934755361555
0.5190000000000001,0.7492656742015421
0.5200000000000001,0.7496858273668316
0.5210000000000001,0.7500541689497526
0.5220000000000001,0.7504227163145264
0.5230000000000001,0.75082088
0.5240000000000001,0.7511963234583346
0.5250000000000001,0.7515421571261149
0.5260000000000001,0.7518984628738851
0.5270000000000001,0.7522306366782668
0.5280000000000001,0.75249916
0.5290000000000001,0.7527598183484836
0.5300000000000001,0.7531772412593372
0.5310000000000001,0.7535525524937754
0.5320000000000001,0.7538278672468725
0.5330000000000001,0.7540671830786307
0.5340000000000001,0.7543750459959002
0.5350000000000001,0.7546748410061498
0.5360000000000001,0.75492488749955
0.5370000000000001,0.75516975
0.5380000000000001,0.7554277226834537
0.5390000000000001,0.7556960681535924
0.5400000000000001,0.7559678545642718
0.5410000000000001,0.7562630770477705
0.5420000000000001,0.75659484
0.5430000000000001,0.7568915535688215
0.5440000000000002,0.7570699946467677
0.5450000000000002,0.7572941755163553
0.5460000000000002,0.75755686
0.5470000000000002,0.7577886612851129
0.5480000000000002,0.7579171737084517
0.5490000000000002,0.7581025962915483
0.5500000000000002,0.7583780272456725
0.5510000000000002,0.75865573
0.5520000000000002,0.758770880597912
0.5530000000000002,0.758830672681866
0.5540000000000002,0.7589200682120893
0.5550000000000002,0.7590324888757888
0.5560000000000002,0.7591032408994091
0.5570000000000002,0.7591931829538524
0.5580000000000002,0.7593408755692216
0.5590000000000002,0.7594616975835757
0.5600000000000002,0.75959831
0.5610000000000002,0.7597277813160132
0.5620000000000002,0.7598593863297468
0.5630000000000002,0.7601758736702533
0.5640000000000002,0.7604913668450685
0.5650000000000002,0.76070082
0.5660000000000002,0.7608869709596097
0.5670000000000002,0.7609349507562622
0.5680000000000002,0.7609601594958252
0.5690000000000002,0.7610860487410874
0.5700000000000002,0.7611794511199111
0.5710000000000002,0.7612914423292836
0.5720000000000002,0.7614079065060747
0.5730000000000002,0.7614921891571832
0.5740000000000002,0.7617115400000001
0.5750000000000002,0.7621724064755648
0.5760000000000002,0.7628199605935764
0.5770000000000002,0.7633496394064239
0.5780000000000002,0.7638031754646547
0.5790000000000002,0.76415312
0.5800000000000002,0.7643533306808069
0.5810000000000002,0.7643873651222439
0.5820000000000002,0.7642247732518374
0.5830000000000002,0.76399213
0.5840000000000002,0.7639547605430054
0.5850000000000002,0.7640090632184391
0.5860000000000002,0.7641699851723414
0.5870000000000002,0.7643928477713555
0.5880000000000002,0.76451713
0.5890000000000002,0.7646269213006259
0.5900000000000002,0.7647569845684716
0.5910000000000002,0.7649092669543522
0.5920000000000002,0.7651429176634766
0.5930000000000002,0.7654585233093332
0.5940000000000002,0.7657894545701716
0.5950000000000002,0.7660179631447428
0.5960000000000002,0.7662110261387615
0.5970000000000002,0.76636702
0.5980000000000002,0.7664852713179132
0.5990000000000002,0.7666170609441622
0.6000000000000002,0.7666642690558378
0.6010000000000002,0.7666736799058991
0.6020000000000002,0.76682281
0.6030000000000002,0.7669701016945342
0.6040000000000002,0.7671395567481626
