Model: , Areal mixture of reflectance
Timestamp: ,2022-09-20 11:36:57
,Compound,Molecular Formula,Concentration (%),Measurement Temperature,Wavelength,"Author,Year",DOI
0,Xylene,C8H10,100,77K,0.35-2.5 micron,"Kokaly, R.F.",https://crustal.usgs.gov/speclab/data/HTMLmetadata/Xylene(s)_ice_77K_ASDFRa_AREF.html

wave,Xylene
0.4,0.6149199548264035
0.401,0.6151260123859523
0.402,0.6153646076140477
0.40299999999999997,0.6157279
0.40399999999999997,0.6160818264607354
0.405,0.61629331
0.406,0.6168772053398932
0.407,0.6174111946601067
0.408,0.6178208018458632
0.409,0.6180053881541369
0.41,0.61853808
0.411,0.6191194041867581
0.412,0.61921138
0.413,0.6194273232263677
0.414,0.61974996
0.415,0.6201872259436811
0.416,0.6207815940563188
0.417,0.62121612
0.418,0.6215275468857312
0.419,0.62185121
0.42,0.6222657634885651
0.421,0.62261462
0.422,0.62277120350173
0.423,0.62312137649827
0.424,0.6235494646473071
0.425,0.624014195352693
0.4260000000000001,0.62421536
0.4270000000000001,0.6244644525450745
0.4280000000000001,0.62471896
0.4290000000000001,0.6249268728889422
0.4300000000000001,0.6252157671110578
0.4310000000000001,0.6254648017791644
0.4320000000000001,0.6256427182208356
0.4330000000000001,0.62591922
0.4340000000000001,0.6262068728109719
0.4350000000000001,0.62648797
0.4360000000000001,0.6267114913660727
0.4370000000000001,0.6268480986339273
0.4380000000000001,0.6269891319609608
0.4390000000000001,0.6271852280390393
0.4400000000000001,0.62745732
0.4410000000000001,0.6276200383728163
0.4420000000000001,0.62769008
0.4430000000000001,0.6278271118405632
0.4440000000000001,0.6280111681594368
0.4450000000000001,0.6282129319877603
0.4460000000000001,0.6284117080122398
0.4470000000000001,0.62860727
0.4480000000000001,0.6287792282804172
0.4490000000000001,0.62892443
0.4500000000000001,0.6290801816128677
0.4510000000000001,0.6292414683871322
0.4520000000000001,0.6294139620241596
0.4530000000000001,0.6296163779758405
0.4540000000000001,0.62981391
0.4550000000000001,0.6300139979991201
0.4560000000000001,0.63022012
0.4570000000000001,0.6303111312844872
0.4580000000000001,0.63043958
0.4590000000000001,0.6305925311604769
0.4600000000000001,0.6307085788395231
0.4610000000000001,0.63092852
0.4620000000000001,0.6311570977142229
0.4630000000000001,0.63132477
0.4640000000000001,0.631458581708283
0.4650000000000001,0.63162941
0.4660000000000001,0.6318317107914843
0.4670000000000001,0.6319108592085158
0.4680000000000001,0.6320505115968681
0.4690000000000001,0.6322101984031319
0.4700000000000001,0.63234299
0.4710000000000001,0.6324956416599834
0.4720000000000001,0.63266164
0.4730000000000001,0.6328410519466611
0.4740000000000001,0.6330357180533389
0.4750000000000001,0.6331716810716785
0.4760000000000001,0.6332788489283214
0.4770000000000001,0.63344133
0.4780000000000001,0.6336365316337836
0.4790000000000001,0.63379991
0.4800000000000001,0.6338879526713466
0.4810000000000001,0.6341550873286534
0.4820000000000001,0.6343706815842683
0.4830000000000001,0.6345291084157317
0.4840000000000001,0.63465774
0.4850000000000001,0.6348549080283198
0.4860000000000001,0.63504815
0.4870000000000001,0.6351643224592508
0.4880000000000001,0.6354102475407492
0.4890000000000001,0.6356204214673706
0.4900000000000001,0.6357671585326293
0.4910000000000001,0.63592118
0.4920000000000001,0.6361044581672183
0.4930000000000001,0.6362833999999999
0.4940000000000001,0.6363952819924801
0.4950000000000001,0.63659453
0.4960000000000001,0.6367946316950661
0.4970000000000001,0.6369641383049339
0.4980000000000001,0.63717788
0.4990000000000001,0.6373359584192159
0.5000000000000001,0.63746232
0.5010000000000001,0.6376592517297346
0.5020000000000001,0.6378322247403629
0.5030000000000001,0.6379902368397581
0.5040000000000001,0.6381356085462855
0.5050000000000001,0.63829911
0.5060000000000001,0.6384590331862408
0.5070000000000001,0.638618345220639
0.5080000000000001,0.6388212959409595
0.5090000000000001,0.63897741
0.5100000000000001,0.6391036510795108
