wave,Purine
0.4,0.24003512188006246
0.401,0.240540082293654
0.402,0.2387694477063459
0.40299999999999997,0.23770408
0.40399999999999997,0.23726737436705636
0.405,0.23596026
0.406,0.234682061247775
0.407,0.2338068387522249
0.408,0.23358794326893464
0.409,0.2339148367310654
0.41,0.23450479999999999
0.411,0.2352237528104719
0.412,0.23637007
0.413,0.2385308623819763
0.414,0.2407690600000001
0.415,0.2428991700848984
0.416,0.2449076599151018
0.417,0.24660097
0.418,0.24847380127168744
0.419,0.25039172000000004
0.42,0.2516534048309517
0.421,0.2521365
0.422,0.2521022854113917
0.423,0.2516434245886082
0.424,0.2505224170389592
0.425,0.2492263129610407
0.4260000000000001,0.2477306599999999
0.4270000000000001,0.2460837679635203
0.4280000000000001,0.24488012
0.4290000000000001,0.24424765016369676
0.4300000000000001,0.2442640198363033
0.4310000000000001,0.24526177145457104
0.4320000000000001,0.2484072285454293
0.4330000000000001,0.2536727200000005
0.4340000000000001,0.2612382333957666
0.4350000000000001,0.2715778100000007
0.4360000000000001,0.28412332982400423
0.4370000000000001,0.2991057301759974
0.4380000000000001,0.3164702155311903
0.4390000000000001,0.3350233344688118
0.4400000000000001,0.35435283000000106
0.4410000000000001,0.3737155363729375
0.4420000000000001,0.3922488400000009
0.4430000000000001,0.4093715024202524
0.4440000000000001,0.42461352757974935
0.4450000000000001,0.4376807992561154
0.4460000000000001,0.4486064107438858
0.4470000000000001,0.4579300300000004
0.4480000000000001,0.4658236310639898
0.4490000000000001,0.4724689700000003
0.4500000000000001,0.4783250033114341
0.4510000000000001,0.4836561466885666
0.4520000000000001,0.4887603408882825
0.4530000000000001,0.4938491691117181
0.4540000000000001,0.4988753500000006
0.4550000000000001,0.5041045577079232
0.4560000000000001,0.5096912400000003
0.4570000000000001,0.5155667711429889
0.4580000000000001,0.5216810700000006
0.4590000000000001,0.5278735812192759
0.4600000000000001,0.5339955087807248
0.4610000000000001,0.5400974800000004
0.4620000000000001,0.5462311486633137
0.4630000000000001,0.5522609900000006
0.4640000000000001,0.5578761013172874
0.4650000000000001,0.5630078300000002
0.4660000000000001,0.5679061275051503
0.4670000000000001,0.5726566424948504
0.4680000000000001,0.5770383319566612
0.4690000000000001,0.5812339980433394
0.4700000000000001,0.5852071600000004
0.4710000000000001,0.5889442964925354
0.4720000000000001,0.5925935500000002
0.4730000000000001,0.5960934544841107
0.4740000000000001,0.5995418655158898
0.4750000000000001,0.6031229261905765
0.4760000000000001,0.6067419838094242
0.4770000000000001,0.6102744900000002
0.4780000000000001,0.6136811742728576
0.4790000000000001,0.6171084600000003
0.4800000000000001,0.6205492362341756
0.4810000000000001,0.6241726537658251
0.4820000000000001,0.6280125164796708
0.4830000000000001,0.63166048352033
0.4840000000000001,0.6352511000000004
0.4850000000000001,0.6389248032629679
0.4860000000000001,0.6427668300000005
0.4870000000000001,0.6466506479745411
0.4880000000000001,0.6504481020254599
0.4890000000000001,0.6541480178613431
0.4900000000000001,0.6579341521386577
0.4910000000000001,0.6616953600000004
0.4920000000000001,0.6653843131104693
0.4930000000000001,0.6689767800000004
0.4940000000000001,0.6724513530438698
0.4950000000000001,0.6757557400000004
0.4960000000000001,0.6789101103136941
0.4970000000000001,0.6819414796863067
0.4980000000000001,0.6846476800000003
0.4990000000000001,0.6872769337074632
0.5000000000000001,0.6898835300000002
0.5010000000000001,0.6920226999118986
0.5020000000000001,0.6940138867796614
0.5030000000000001,0.695906542146893
0.5040000000000001,0.6975653634118343
0.5050000000000001,0.6989074900000001
0.5060000000000001,0.7001675662568874
0.5070000000000001,0.7014804106146694
0.5080000000000001,0.7027318849705498
0.5090000000000001,0.7038264300000001
0.5100000000000001,0.7047953093508936
0.5110000000000001,0.7057303991550339
0.5120000000000001,0.7066881508449663
0.5130000000000001,0.7076659702218024
0.5140000000000001,0.7086055900000001
0.5150000000000001,0.7094322480140605
0.5160000000000001,0.7102336544802761
0.5170000000000001,0.7110496636798161
0.5180000000000001,0.7119177513191133
0.5190000000000001,0.7128363389627898
0.5200000000000001,0.7137326176135195
0.5210000000000001,0.7146132935797211
0.5220000000000001,0.7155109510234207
0.5230000000000001,0.7164177300000001
0.5240000000000001,0.7173473297514977
0.5250000000000001,0.7183224800107997
0.5260000000000001,0.7193230199892006
0.5270000000000001,0.7202012412178124
0.5280000000000001,0.7210844800000001
0.5290000000000001,0.7220764998079982
0.5300000000000001,0.7230668984190792
0.5310000000000001,0.7240142010539474
0.5320000000000001,0.7248989211528117
0.5330000000000001,0.7257384182171822
0.5340000000000001,0.7265601358242089
0.5350000000000001,0.727351346263687
0.5360000000000001,0.7281334921785437
0.5370000000000001,0.7289413200000001
0.5380000000000001,0.7296745272826458
0.5390000000000001,0.7304027931300436
0.5400000000000001,0.7311737945799711
0.5410000000000001,0.7318615231227313
0.5420000000000001,0.7325400100000001
0.5430000000000001,0.7331949016484177
0.5440000000000002,0.7337773225273737
0.5450000000000002,0.7343838678690787
0.5460000000000002,0.7349973300000001
0.5470000000000002,0.7355535046230463
0.5480000000000002,0.736015811475741
0.5490000000000002,0.7365895985242591
0.5500000000000002,0.7372321435745358
0.5510000000000002,0.73777807
0.5520000000000002,0.7382072846784936
0.5530000000000002,0.7386751357543124
0.5540000000000002,0.7392002794971252
0.5550000000000002,0.7396241957608576
0.5560000000000002,0.7400188444853448
0.5570000000000002,0.7404673806460678
0.5580000000000002,0.7409996840308984
0.5590000000000002,0.7414902301891019
0.5600000000000002,0.7419931900000001
0.5610000000000002,0.7425087755206553
0.5620000000000002,0.7430608445106197
0.5630000000000002,0.7437863754893805
0.5640000000000002,0.7445088527752279
0.5650000000000002,0.7451334600000001
0.5660000000000002,0.7457386990980911
0.5670000000000002,0.7461936029830509
0.5680000000000002,0.7466263713446328
0.5690000000000002,0.7471628746349465
0.5700000000000002,0.7476306049859499
0.5710000000000002,0.7481292004850758
0.5720000000000002,0.7486534542723865
0.5730000000000002,0.7491248252863058
0.5740000000000002,0.7496956600000002
0.5750000000000002,0.7505009301549017
0.5760000000000002,0.7515164179974804
0.5770000000000002,0.7524162920025201
0.5780000000000002,0.7531931322316225
0.5790000000000002,0.7538476600000001
0.5800000000000002,0.7543740957936579
0.5810000000000002,0.7546637728501575
0.5820000000000002,0.754758778099895
0.5830000000000002,0.75475991
0.5840000000000002,0.7548303025570257
0.5850000000000002,0.755086007560022
0.5860000000000002,0.7554640086599671
0.5870000000000002,0.7558489361507231
0.5880000000000002,0.7562452600000001
0.5890000000000002,0.7566267839000781
0.5900000000000002,0.7570167934693266
0.5910000000000002,0.7574657710204491
0.5920000000000002,0.7579629350283503
0.5930000000000002,0.7585102354044541
0.5940000000000002,0.7590506785683717
0.5950000000000002,0.7594790971474428
0.5960000000000002,0.7598775520309203
0.5970000000000002,0.7602364400000001
0.5980000000000002,0.7605379830393304
0.5990000000000002,0.7608419143460262
0.6000000000000002,0.7610592156539739
0.6010000000000002,0.7612077585145852
0.6020000000000002,0.7614265700000001
0.6030000000000002,0.7616810228807577
0.6040000000000002,0.7619690997018149
0.6050000000000002,0.7622924935321235
0.6060000000000002,0.7626427964969651
0.6070000000000002,0.7629079819294193
0.6080000000000002,0.7631009245893705
0.6090000000000002,0.7633303931159442
0.6100000000000002,0.7636097672062442
0.6110000000000002,0.7639318100000001
0.6120000000000002,0.7642251318864189
0.6130000000000002,0.764413775078197
0.6140000000000002,0.7646676849218031
0.6150000000000002,0.7649596270805709
0.6160000000000002,0.7652134900000002
0.6170000000000002,0.7654768251224512
0.6180000000000002,0.7657329472971353
0.6190000000000002,0.7659761851352432
0.6200000000000002,0.7662351100000001
0.6210000000000002,0.7665662227638277
0.6220000000000002,0.766842603559422
0.6230000000000002,0.7670205746608669
0.6240000000000002,0.767275747448249
0.6250000000000002,0.76746726
0.6260000000000002,0.7676714732818658
0.6270000000000002,0.7679996575134245
0.6280000000000002,0.7682501049910505
0.6290000000000002,0.7684778577224772
0.6300000000000002,0.76869982
0.6310000000000002,0.76888192420059
0.6320000000000002,0.7690919536991151
0.6330000000000002,0.7693366951051509
0.6340000000000002,0.76956236
0.6350000000000002,0.7696861620594206
0.6360000000000002,0.7698921047156114
0.6370000000000002,0.7701278852843887
0.6380000000000002,0.7702393488853889
0.6390000000000002,0.7704877900000001
0.6400000000000002,0.7707824723526471
0.6410000000000002,0.7710177352800359
0.6420000000000002,0.7711937364799759
0.6430000000000002,0.7713719582177821
0.6440000000000002,0.7715719322692227
0.6450000000000002,0.7717988550757463
0.6460000000000002,0.7720526423863807
0.6470000000000002,0.7722819377070541
0.6480000000000002,0.77247387
0.6490000000000002,0.7726852925481256
0.6500000000000002,0.7729401033912644
0.6510000000000002,0.7731096666087357
0.6520000000000002,0.7731529495671956
0.6530000000000002,0.77328801
0.6540000000000002,0.7734933554300544
0.6550000000000002,0.7737648584967752
0.6560000000000002,0.7740480843354832
0.6570000000000003,0.774228688193982
0.6580000000000003,0.7743740115813158
0.6590000000000003,0.774532143321034
0.6600000000000003,0.7746981950184492
0.6610000000000003,0.7749311876700534
0.6620000000000003,0.77514207
0.6630000000000003,0.7752688515533311
0.6640000000000003,0.7754241831972402
0.6650000000000003,0.7755307578685066
0.6660000000000003,0.7756553287542876
0.6670000000000003,0.77589411
0.6680000000000003,0.7760394219467027
0.6690000000000003,0.776136757079946
0.6700000000000003,0.7762839170567706
0.6710000000000003,0.7765389100000001
0.6720000000000003,0.7767301813840141
0.6730000000000003,0.7768685822827087
0.6740000000000003,0.7769827177172913
0.6750000000000003,0.7770013198139981
0.6760000000000003,0.7771255400000001
0.6770000000000003,0.7773410711879237
0.6780000000000003,0.7774598642108895
0.6790000000000003,0.7776002271927404
0.6800000000000003,0.7777802881993822
