wave,L-Histidine
0.4,0.7907975136128278
0.401,0.7922461106064879
0.402,0.7933067593935121
0.40299999999999997,0.7911692900000001
0.40399999999999997,0.7925143665492345
0.405,0.8010304
0.406,0.7989397784582306
0.407,0.7947856015417691
0.408,0.7959272301338977
0.409,0.8019406198661027
0.41,0.80152935
0.411,0.8023565917275827
0.412,0.80638361
0.413,0.8027741492080079
0.414,0.8046949500000002
0.415,0.8086512679389413
0.416,0.8084451620610588
0.417,0.81099874
0.418,0.815204817939221
0.419,0.8160445699999996
0.42,0.8107942664568356
0.421,0.81443995
0.422,0.8185749083316334
0.423,0.8184080716683667
0.424,0.8196353866753664
0.425,0.8193029233246335
0.4260000000000001,0.8200841500000001
0.4270000000000001,0.8230793515407846
0.4280000000000001,0.8232334300000002
0.4290000000000001,0.8248601870670588
0.4300000000000001,0.8275668929329415
0.4310000000000001,0.8274836881202374
0.4320000000000001,0.8252957118797623
0.4330000000000001,0.8245956900000001
0.4340000000000001,0.8259565794356057
0.4350000000000001,0.8259001400000001
0.4360000000000001,0.8280931896590069
0.4370000000000001,0.8300590903409932
0.4380000000000001,0.8290488563227735
0.4390000000000001,0.8276811336772264
0.4400000000000001,0.8286130400000001
0.4410000000000001,0.8305117310130901
0.4420000000000001,0.8302656999999999
0.4430000000000001,0.8310658323281535
0.4440000000000001,0.8312986476718466
0.4450000000000001,0.8307995830052399
0.4460000000000001,0.8311001069947601
0.4470000000000001,0.83034372
0.4480000000000001,0.8301307621295787
0.4490000000000001,0.8317111700000002
0.4500000000000001,0.8327174819925601
0.4510000000000001,0.8329167380074399
0.4520000000000001,0.8329814817621648
0.4530000000000001,0.8341576982378354
0.4540000000000001,0.8357825300000001
0.4550000000000001,0.8369504683206169
0.4560000000000001,0.83704948
0.4570000000000001,0.8363988928266717
0.4580000000000001,0.8356815600000002
0.4590000000000001,0.8362816216163677
0.4600000000000001,0.8384432583836324
0.4610000000000001,0.83929932
0.4620000000000001,0.8387781452117478
0.4630000000000001,0.8379473700000001
0.4640000000000001,0.8386997778430217
0.4650000000000001,0.84048408
0.4660000000000001,0.8409153743252135
0.4670000000000001,0.8403478956747864
0.4680000000000001,0.8423880340322194
0.4690000000000001,0.8427912559677807
0.4700000000000001,0.8425114800000001
0.4710000000000001,0.8436214472476277
0.4720000000000001,0.84534621
0.4730000000000001,0.8457235107801844
0.4740000000000001,0.8458015292198157
0.4750000000000001,0.8481617112930743
