wave,Decane
0.4,0.7186467360221797
0.401,0.7209339333777325
0.402,0.7232717066222676
0.40299999999999997,0.7254429500000001
0.40399999999999997,0.7277127873016271
0.405,0.73017943
0.406,0.7326015430600389
0.407,0.7349075469399612
0.408,0.7370745683567329
0.409,0.7389102416432672
0.41,0.7411080000000001
0.411,0.7434606364736353
0.412,0.74588543
0.413,0.7481162205430946
0.414,0.7501705300000001
0.415,0.7520622793515129
0.416,0.7539974306484871
0.417,0.75603354
0.418,0.7580970893645065
0.419,0.7597333800000001
0.42,0.7615207579373208
0.421,0.76331449
0.422,0.7649883172051559
0.423,0.7667088327948443
0.424,0.7683252246326074
0.425,0.7697884853673927
0.4260000000000001,0.7713276700000001
0.4270000000000001,0.772730662697473
0.4280000000000001,0.7740004100000001
0.4290000000000001,0.7752171320076598
0.4300000000000001,0.7764178979923403
0.4310000000000001,0.7775478494769105
0.4320000000000001,0.7784955405230897
0.4330000000000001,0.77930003
0.4340000000000001,0.7800548774874251
0.4350000000000001,0.78080362
0.4360000000000001,0.7813509747271055
0.4370000000000001,0.7818236852728946
0.4380000000000001,0.7822415840840183
0.4390000000000001,0.7826499859159817
0.4400000000000001,0.78291237
0.4410000000000001,0.7831402977207228
0.4420000000000001,0.78358138
0.4430000000000001,0.7838410720766585
0.4440000000000001,0.7840487379233416
0.4450000000000001,0.7842642704409911
0.4460000000000001,0.7843083695590088
0.4470000000000001,0.78451425
0.4480000000000001,0.7849386257562424
0.4490000000000001,0.78582251
0.4500000000000001,0.7867621903637928
0.4510000000000001,0.7877985696362073
0.4520000000000001,0.789138574403712
0.4530000000000001,0.7905789455962882
0.4540000000000001,0.7921649800000002
0.4550000000000001,0.7940096715530846
0.4560000000000001,0.7956224100000001
0.4570000000000001,0.7971241640647595
0.4580000000000001,0.7985306400000001
0.4590000000000001,0.7999153238143238
0.4600000000000001,0.8012967561856763
0.4610000000000001,0.8026619000000002
0.4620000000000001,0.8039737768812313
0.4630000000000001,0.8052265000000002
0.4640000000000001,0.8065309049141508
0.4650000000000001,0.8080223200000001
0.4660000000000001,0.8095018446439073
0.4670000000000001,0.8109662353560929
0.4680000000000001,0.812418116052479
0.4690000000000001,0.8140233639475211
0.4700000000000001,0.8156877200000002
0.4710000000000001,0.8173969571927282
0.4720000000000001,0.8191162300000001
0.4730000000000001,0.8208853785247298
0.4740000000000001,0.8227378514752706
0.4750000000000001,0.8247733897836045
0.4760000000000001,0.8267517502163959
0.4770000000000001,0.8287751100000001
0.4780000000000001,0.830884180822092
0.4790000000000001,0.8329663900000002
0.4800000000000001,0.8351680829527411
0.4810000000000001,0.8374633570472593
0.4820000000000001,0.8397470342538151
0.4830000000000001,0.8421724157461854
0.4840000000000001,0.8446224900000002
0.4850000000000001,0.8470030761941383
0.4860000000000001,0.8494722200000003
0.4870000000000001,0.8519922157492853
0.4880000000000001,0.8545671442507153
0.4890000000000001,0.8571657161403774
0.4900000000000001,0.8597797538596231
0.4910000000000001,0.8624212100000004
0.4920000000000001,0.8652329718823816
0.4930000000000001,0.8680426500000004
0.4940000000000001,0.8708150069619307
0.4950000000000001,0.8735112000000003
0.4960000000000001,0.8763938788392236
0.4970000000000001,0.8792778011607771
0.4980000000000001,0.8821134600000003
0.4990000000000001,0.8849490016445839
0.5000000000000001,0.8877766700000004
0.5010000000000001,0.8905949282150648
0.5020000000000001,0.8934164341007953
0.5030000000000001,0.8962197939328037
0.5040000000000001,0.8989854223437236
0.5050000000000001,0.9017075300000004
0.5060000000000001,0.9044504147894608
0.5070000000000001,0.9071898878158094
0.5080000000000001,0.9099375650464508
0.5090000000000001,0.9125992100000004
0.5100000000000001,0.91517599497225
0.5110000000000001,0.9176732201195956
0.5120000000000001,0.9201791998804052
0.5130000000000001,0.9227379344126444
0.5140000000000001,0.9252553000000002
0.5150000000000001,0.9275328129464592
0.5160000000000001,0.9298274575167246
0.5170000000000001,0.9320780149888508
0.5180000000000001,0.9342661881182815
0.5190000000000001,0.936367229558296
0.5200000000000001,0.9383230561877908
0.5210000000000001,0.9401324457183144
0.5220000000000001,0.941874312581352
0.5230000000000001,0.9435604200000002
0.5240000000000001,0.945179655077751
0.5250000000000001,0.9466874288164474
0.5260000000000001,0.9481282511835528
0.5270000000000001,0.9494998962835632
0.5280000000000001,0.95078808
0.5290000000000001,0.9520647744418446
0.5300000000000001,0.9532868649401532
0.5310000000000001,0.9544515367065648
0.5320000000000001,0.9556079984353844
0.5330000000000001,0.9567052805430056
0.5340000000000001,0.9577595810561472
0.5350000000000001,0.9588123884157794
0.5360000000000001,0.9597855702682055
0.5370000000000001,0.96071827
0.5380000000000001,0.9616389989354788
0.5390000000000001,0.9625325464685768
0.5400000000000001,0.9634148323542824
0.5410000000000001,0.9642898912494126
0.5420000000000001,0.96512133
0.5430000000000001,0.9659605772737364
0.5440000000000002,0.9668242640893956
0.5450000000000002,0.9678072703398036
0.5460000000000002,0.96877331
0.5470000000000002,0.9697454701400016
0.5480000000000002,0.9707594699120036
0.5490000000000002,0.9717550700879968
0.5500000000000002,0.9727600099505996
0.5510000000000002,0.97378546
0.5520000000000002,0.9747921301086024
0.5530000000000002,0.9758029903056848
0.5540000000000002,0.9768131797962104
0.5550000000000002,0.9778086400454006
0.5560000000000002,0.978757449389594
0.5570000000000002,0.9796964095232241
0.5580000000000002,0.9806725707151644
0.5590000000000002,0.9816121312088122
0.5600000000000002,0.98253125
0.5610000000000002,0.983434929369294
0.5620000000000002,0.9843718595280192
0.5630000000000002,0.9853482604719812
0.5640000000000002,0.9863446900357004
0.5650000000000002,0.9872551000000002
0.5660000000000002,0.9881388073917742
0.5670000000000002,0.9890083962645868
