wave,poly-HCN
0.4,0.020313901235464726
0.401,0.02031107476441818
0.402,0.02030824853208557
0.40299999999999997,0.02030542253848111
0.40399999999999997,0.020302596783597693
0.405,0.02029977126743887
0.406,0.020296945990004645
0.407,0.020294120951298567
0.408,0.020291296151320637
0.409,0.02028847159007441
0.41,0.020285647267556328
0.411,0.020282823183773502
0.412,0.020279999338722376
0.413,0.020277175732410058
0.414,0.020274352364832993
0.415,0.02027152923599118
0.416,0.020268706345888177
0.417,0.02026588369452753
0.418,0.020263061281912798
0.419,0.02026023910803687
0.42,0.020257417172906855
0.421,0.020254595476522752
0.422,0.02025177401888456
0.423,0.020248952799999387
0.424,0.020246131819860125
0.425,0.020243311078470327
0.4260000000000001,0.0202404905758371
0.4270000000000001,0.02023767031195689
0.4280000000000001,0.020234850286829698
0.4290000000000001,0.020232030500462628
0.4300000000000001,0.020229210952852128
0.4310000000000001,0.0202263916439982
0.4320000000000001,0.020223572573907944
0.4330000000000001,0.020220753742577813
0.4340000000000001,0.02021793515001491
0.4350000000000001,0.02021511679621213
0.4360000000000001,0.020212298681176577
0.4370000000000001,0.020209480804908253
0.4380000000000001,0.020206663167407157
0.4390000000000001,0.020203845768676842
0.4400000000000001,0.02020102860871731
0.4410000000000001,0.020198211687528556
0.4420000000000001,0.02019539500511769
0.4430000000000001,0.020192578561477603
0.4440000000000001,0.020189762356615404
0.4450000000000001,0.02018694639053109
0.4460000000000001,0.020184130663224664
0.4470000000000001,0.020181315174699677
0.4480000000000001,0.020178499924952575
0.4490000000000001,0.0201757160440863
0.4500000000000001,0.020174709624637188
0.4510000000000001,0.020173703235716545
0.4520000000000001,0.020172696877317264
0.4530000000000001,0.020171690549446453
0.4540000000000001,0.020170684252100557
0.4550000000000001,0.020169677985276024
0.4560000000000001,0.02016867174897996
0.4570000000000001,0.020167665543208813
0.4580000000000001,0.02016665936796258
0.4590000000000001,0.020165653223241264
0.4600000000000001,0.020164647109048417
0.4610000000000001,0.020163641025376933
0.4620000000000001,0.020162634972230364
0.4630000000000001,0.020161628949612265
0.4640000000000001,0.020160622957515528
0.4650000000000001,0.020159616995950813
0.4660000000000001,0.02015861106490746
0.4670000000000001,0.020157605164392578
0.4680000000000001,0.020156599294399058
0.4690000000000001,0.020155593454934007
0.4700000000000001,0.020154587645997424
0.4710000000000001,0.020153581867582204
0.4720000000000001,0.020152576119695453
0.4730000000000001,0.02015157040233362
0.4740000000000001,0.020150564715500252
0.4750000000000001,0.02014955905918825
0.4760000000000001,0.020148553433408267
0.4770000000000001,0.0201475478381532
0.4780000000000001,0.02014654227342305
0.4790000000000001,0.02014553673922137
0.4800000000000001,0.020144531235544605
0.4810000000000001,0.020143525762392755
0.4820000000000001,0.020142520319769375
0.4830000000000001,0.020141514907674463
0.4840000000000001,0.020140509526104466
0.4850000000000001,0.02013950417506294
0.4860000000000001,0.020138498854546327
0.4870000000000001,0.020137493564558184
0.4880000000000001,0.020136488305094957
0.4890000000000001,0.0201354830761602
0.4900000000000001,0.02013447787775391
0.4910000000000001,0.020133472709872535
0.4920000000000001,0.020132467572516077
0.4930000000000001,0.02013146246569164
0.4940000000000001,0.02013045738939212
0.4950000000000001,0.020129452343621068
0.4960000000000001,0.020128447328378485
0.4970000000000001,0.020127442343660817
0.4980000000000001,0.02012643738947162
0.4990000000000001,0.02012543246581089
0.5000000000000001,0.020124427572678627
0.5010000000000001,0.02012342271007128
0.5020000000000001,0.020122426929390258
0.5030000000000001,0.02012172397337153
0.5040000000000001,0.020121021032291964
0.5050000000000001,0.020120318106158663
0.5060000000000001,0.02011961519496097
0.5070000000000001,0.020118912298705993
0.5080000000000001,0.02011820941739728
0.5090000000000001,0.020117506551024178
0.5100000000000001,0.02011680369959734
0.5110000000000001,0.020116100863109665
0.5120000000000001,0.02011539804156115
0.5130000000000001,0.0201146952349589
0.5140000000000001,0.020113992443295814
0.5150000000000001,0.020113289666571887
0.5160000000000001,0.020112586904794227
0.5170000000000001,0.020111884157952176
0.5180000000000001,0.02011118142605639
0.5190000000000001,0.020110478709099766
0.5200000000000001,0.020109776007085856
0.5210000000000001,0.02010907332001466
0.5220000000000001,0.020108370647886176
0.5230000000000001,0.0201076679906933
0.5240000000000001,0.020106965348446693
0.5250000000000001,0.020106262721142798
0.5260000000000001,0.020105560108778064
0.5270000000000001,0.020104857511356045
0.5280000000000001,0.02010415492887674
0.5290000000000001,0.020103452361340146
0.5300000000000001,0.020102749808739162
0.5310000000000001,0.020102047271084444
0.5320000000000001,0.02010134474837244
0.5330000000000001,0.02010064224060315
0.5340000000000001,0.02009993974777302
0.5350000000000001,0.020099237269885606
0.5360000000000001,0.020098534806940904
0.5370000000000001,0.020097832358938916
0.5380000000000001,0.02009712992587609
0.5390000000000001,0.02009642750775953
0.5400000000000001,0.020095725104578577
0.5410000000000001,0.02009502271634389
0.5420000000000001,0.02009432034305192
0.5430000000000001,0.020093617984699108
0.5440000000000002,0.020092915641292564
0.5450000000000002,0.02009221331282518
0.5460000000000002,0.02009151099930051
0.5470000000000002,0.020090808700715
0.5480000000000002,0.02009010641707576
0.5490000000000002,0.02008940414837923
0.5500000000000002,0.020088701894621863
0.5510000000000002,0.02008799965580721
0.5520000000000002,0.020087297431938822
0.5530000000000002,0.020086595223006043
0.5540000000000002,0.02008589302901953
0.5550000000000002,0.02008519084997573
0.5560000000000002,0.020084488685874646
0.5570000000000002,0.020083786536712722
0.5580000000000002,0.020083084402497065
0.5590000000000002,0.020082382283220568
0.5600000000000002,0.020081680178886785
0.5610000000000002,0.020080978089495716
0.5620000000000002,0.020080276015050913
0.5630000000000002,0.02007957395554527
0.5640000000000002,0.020078874171293393
0.5650000000000002,0.020078209271069625
0.5660000000000002,0.020077544384246693
0.5670000000000002,0.020076879510831702
0.5680000000000002,0.020076214650813995
0.5690000000000002,0.02007554980420423
0.5700000000000002,0.020074884970998852
0.5710000000000002,0.020074220151197864
0.5720000000000002,0.02007355534479771
0.5730000000000002,0.020072890551801947
0.5740000000000002,0.020072225772210572
0.5750000000000002,0.020071561006023586
0.5760000000000002,0.02007089625324099
0.5770000000000002,0.02007023151386278
0.5780000000000002,0.020069566787885407
0.5790000000000002,0.020068902075312423
0.5800000000000002,0.02006823737614738
0.5810000000000002,0.02006757269037962
0.5820000000000002,0.020066908018023355
0.5830000000000002,0.020066243359067926
0.5840000000000002,0.020065578713516885
0.5850000000000002,0.02006491408136668
0.5860000000000002,0.020064249462624417
