wave,Dibenzothiophene
0.4,0.8336727006073877
0.401,0.8300487839641209
0.402,0.8344451960358793
0.40299999999999997,0.8325990999999998
0.40399999999999997,0.8289865661253387
0.405,0.83198059
0.406,0.8302164311317775
0.407,0.8323296088682227
0.408,0.8361333306703865
0.409,0.8332003693296134
0.41,0.83627158
0.411,0.8367805449103508
0.412,0.83392596
0.413,0.8391407664816352
0.414,0.8387889299999999
0.415,0.8372439389303216
0.416,0.8401369710696789
0.417,0.84059149
0.418,0.8430136157787423
0.419,0.84567106
0.42,0.8453310329660705
0.421,0.84762764
0.422,0.8469928250171995
0.423,0.8444945449828002
0.424,0.8474469084554308
0.425,0.8462924515445691
0.4260000000000001,0.8458254900000001
0.4270000000000001,0.8486482956986429
0.4280000000000001,0.84721816
0.4290000000000001,0.8479802191923163
0.4300000000000001,0.8498994508076839
0.4310000000000001,0.8496604698602028
0.4320000000000001,0.8506464901397972
0.4330000000000001,0.85043478
0.4340000000000001,0.8502505075877242
0.4350000000000001,0.8530092799999999
0.4360000000000001,0.8518469230866382
0.4370000000000001,0.8511555869133617
0.4380000000000001,0.8535597352915941
0.4390000000000001,0.8540888947084059
0.4400000000000001,0.8551580900000001
0.4410000000000001,0.8565391161897382
0.4420000000000001,0.8576377000000002
0.4430000000000001,0.8594835514265716
0.4440000000000001,0.8606262085734286
0.4450000000000001,0.8614258983697327
0.4460000000000001,0.8632628716302675
0.4470000000000001,0.86346334
0.4480000000000001,0.8637945666877331
0.4490000000000001,0.86489969
0.4500000000000001,0.8646328453923922
0.4510000000000001,0.8651720846076079
0.4520000000000001,0.8657720059683807
0.4530000000000001,0.8653688440316194
0.4540000000000001,0.86570644
0.4550000000000001,0.8654506825575744
0.4560000000000001,0.8656175100000001
0.4570000000000001,0.8679400674561254
0.4580000000000001,0.86768568
0.4590000000000001,0.8671862551621968
0.4600000000000001,0.8677024748378034
0.4610000000000001,0.86698705
0.4620000000000001,0.8676775030954691
0.4630000000000001,0.8682943000000001
0.4640000000000001,0.867244365705343
0.4650000000000001,0.8678149
0.4660000000000001,0.8682240202354953
0.4670000000000001,0.8682475697645047
0.4680000000000001,0.8685806868568626
0.4690000000000001,0.8672663731431371
0.4700000000000001,0.8670950500000001
0.4710000000000001,0.8685203092426075
0.4720000000000001,0.86744457
0.4730000000000001,0.8678480458708827
0.4740000000000001,0.8684351341291174
0.4750000000000001,0.8674242593685128
0.4760000000000001,0.8683611106314875
0.4770000000000001,0.86857367
0.4780000000000001,0.8678506035571644
0.4790000000000001,0.86820632
0.4800000000000001,0.8679239205321894
0.4810000000000001,0.8679771394678106
0.4820000000000001,0.8685252657537849
0.4830000000000001,0.8681006442462149
0.4840000000000001,0.86845624
0.4850000000000001,0.8688507060553395
0.4860000000000001,0.86827499
0.4870000000000001,0.8687356083579328
0.4880000000000001,0.8685714016420671
0.4890000000000001,0.8680225677311455
0.4900000000000001,0.8687956822688547
0.4910000000000001,0.86835843
0.4920000000000001,0.8682777908063921
0.4930000000000001,0.8691113000000001
0.4940000000000001,0.8681839651744482
0.4950000000000001,0.86770141
0.4960000000000001,0.8677005183722325
0.4970000000000001,0.8675377416277674
0.4980000000000001,0.86825722
0.4990000000000001,0.8682422001501984
0.5000000000000001,0.8676350100000001
0.5010000000000001,0.8683381668629372
0.5020000000000001,0.8680244542633868
0.5030000000000001,0.8674999004910754
0.5040000000000001,0.8674482705162052
0.5050000000000001,0.86669594
0.5060000000000001,0.8666805648289586
0.5070000000000001,0.8669220127565621
0.5080000000000001,0.8663239619615195
0.5090000000000001,0.86666536
0.5100000000000001,0.8663190510914108
0.5110000000000001,0.8654282278710853
0.5120000000000001,0.8663217821289151
0.5130000000000001,0.8661363718543185
0.5140000000000001,0.8658973600000001
0.5150000000000001,0.8664941698085961
0.5160000000000001,0.8654750564559771
0.5170000000000001,0.8653569223626818
0.5180000000000001,0.8659542140269404
0.5190000000000001,0.8652163086481864
0.5200000000000001,0.8650811255848208
0.5210000000000001,0.8648603666227688
0.5220000000000001,0.8644888437152742
0.5230000000000001,0.86496949
0.5240000000000001,0.8647435844716447
0.5250000000000001,0.8641907590450382
0.5260000000000001,0.8641430109549618
0.5270000000000001,0.8637256041741417
0.5280000000000001,0.86363947
0.5290000000000001,0.8637843029237292
0.5300000000000001,0.8634305020884956
0.5310000000000001,0.8635001186076696
0.5320000000000001,0.8633452715485155
0.5330000000000001,0.8628088833903339
0.5340000000000001,0.8631479109453527
0.5350000000000001,0.8631951785819708
0.5360000000000001,0.8630085618662373
0.5370000000000001,0.86310083
0.5380000000000001,0.862706418204064
0.5390000000000001,0.8625268320437978
0.5400000000000001,0.8625949586374682
0.5410000000000001,0.8621091248584485
0.5420000000000001,0.86201
0.5430000000000001,0.8618563898511075
0.5440000000000002,0.8613489452233387
0.5450000000000002,0.8614818973405733
0.5460000000000002,0.8612389000000001
0.5470000000000002,0.8607529406467065
0.5480000000000002,0.8608175990450382
0.5490000000000002,0.8602698509549617
0.5500000000000002,0.8599238434600346
0.5510000000000002,0.8600098499999999
0.5520000000000002,0.8594384787816756
0.5530000000000002,0.8593166504523774
0.5540000000000002,0.8593317296984151
0.5550000000000002,0.8589505638117381
0.5560000000000002,0.8591571986422865
0.5570000000000002,0.8590214207746611
0.5580000000000002,0.8585601538380079
0.5590000000000002,0.8587706657893579
0.5600000000000002,0.85865849
0.5610000000000002,0.8586148620802209
0.5620000000000002,0.8588228736500538
0.5630000000000002,0.8585053763499461
0.5640000000000002,0.8585419096345964
0.5650000000000002,0.85877383
0.5660000000000002,0.8586081965744659
0.5670000000000002,0.8589369158593071
0.5680000000000002,0.8591322260937954
0.5690000000000002,0.8588979223431233
0.5700000000000002,0.8587095052983529
0.5710000000000002,0.8582393448074596
0.5720000000000002,0.8579797177888104
0.5730000000000002,0.8582287375096502
0.5740000000000002,0.85796535
0.5750000000000002,0.8579586706068061
0.5760000000000002,0.8580193364513418
0.5770000000000002,0.8573419035486579
0.5780000000000002,0.8573504699141992
0.5790000000000002,0.8573030799999999
0.5800000000000002,0.8566955250481504
0.5810000000000002,0.8564479319607019
0.5820000000000002,0.856179955359532
0.5830000000000002,0.85609269
0.5840000000000002,0.8563247267735676
0.5850000000000002,0.8560020876541173
0.5860000000000002,0.8558847935188242
0.5870000000000002,0.8565663031846639
0.5880000000000002,0.8584316400000008
0.5890000000000002,0.8621680385911723
0.5900000000000002,0.8650270539022048
0.5910000000000002,0.8644904607318633
0.5920000000000002,0.8612069828353278
0.5930000000000002,0.8575109613650134
0.5940000000000002,0.8556474950662466
0.5950000000000002,0.8554008074006298
0.5960000000000002,0.8550103978082779
0.5970000000000002,0.85465491
0.5980000000000002,0.8545063654545544
0.5990000000000002,0.8540518254237829
0.6000000000000002,0.8538230145762169
0.6010000000000002,0.8535884023461234
0.6020000000000002,0.85306305
0.6030000000000002,0.8529125961614232
0.6040000000000002,0.8525287353880304
0.6050000000000002,0.8520416697413129
0.6060000000000002,0.8522244081724818
0.6070000000000002,0.8520256896500964
0.6080000000000002,0.8519907099833008
0.6090000000000002,0.8524898750250488
0.6100000000000002,0.8525689192096841
0.6110000000000002,0.85263878
0.6120000000000002,0.8526807383572836
0.6130000000000002,0.8525164692228311
0.6140000000000002,0.8524776107771689
0.6150000000000002,0.8522922418537185
0.6160000000000002,0.85207772
0.6170000000000002,0.8523230536137361
0.6180000000000002,0.8520037412977349
0.6190000000000002,0.8517136658015099
0.6200000000000002,0.8520517899999999
0.6210000000000002,0.8516980380991809
0.6220000000000002,0.8515079602885856
0.6230000000000002,0.8515223895671216
0.6240000000000002,0.8511595736282724
0.6250000000000002,0.85128862
0.6260000000000002,0.8512583953859076
0.6270000000000002,0.8507970006830657
0.6280000000000002,0.8508197695446228
0.6290000000000002,0.8506085921118208
0.6300000000000002,0.85038072
0.6310000000000002,0.8505547558708064
0.6320000000000002,0.8503482961937903
0.6330000000000002,0.8501404541568416
0.6340000000000002,0.8500229699999999
0.6350000000000002,0.8497255402522025
0.6360000000000002,0.8497507599176033
0.6370000000000002,0.8497466400823968
0.6380000000000002,0.8494708527579276
0.6390000000000002,0.84951627
0.6400000000000002,0.8493677980067601
0.6410000000000002,0.8491684844682766
0.6420000000000002,0.8493174270211491
0.6430000000000002,0.8490159530148299
0.6440000000000002,0.8487403393997941
0.6450000000000002,0.8486803135749212
