wave,50_50,Acetylene,Benzene
0.4,0.8070726928748425,0.685265180149597,0.928880205600088
0.401,0.8076992667094158,0.6858281507628847,0.9295703826559468
0.402,0.8078702082905842,0.6859044392371152,0.9298359773440532
0.40299999999999997,0.807983965,0.68576288,0.93020505
0.40399999999999997,0.8082684571550784,0.6859684579442206,0.9305684563659364
0.405,0.80851871,0.68613905,0.93089837
0.406,0.808631602901192,0.6861886397210056,0.9310745660813784
0.407,0.8089217220988081,0.6861607402789944,0.9316827039186216
0.408,0.8093466500640487,0.6861453689706205,0.9325479311574768
0.409,0.8093530549359513,0.6860424310293793,0.9326636788425232
0.41,0.809479805,0.68608165,0.93287796
0.411,0.8098169566284836,0.686502575790742,0.9331313374662252
0.412,0.809962275,0.68654591,0.93337864
0.413,0.8100192561810882,0.6863974904023961,0.9336410219597804
0.414,0.810137365,0.68643773,0.933837
0.415,0.8103006787646247,0.6866704815020699,0.9339308760271796
0.416,0.8106771412353753,0.6868206884979301,0.9345335939728204
0.417,0.8108398299999999,0.68678474,0.93489492
0.418,0.8108730346679532,0.6866772210751892,0.9350688482607172
0.419,0.811104085,0.68662333,0.93558484
0.42,0.8111476902837471,0.6866952814167858,0.9356000991507084
0.421,0.811176065,0.68683696,0.93551517
0.422,0.8114087272655546,0.6869312508380833,0.9358862036930259
0.423,0.8116352827344453,0.6870150591619167,0.936255506306974
0.424,0.8118101057817344,0.6871154309679807,0.936504780595488
0.425,0.8118882792182656,0.6872122290320194,0.9365643294045118
0.4260000000000001,0.811875135,0.6871295000000001,0.93662077
0.4270000000000001,0.8119512525272248,0.6870368112695874,0.9368656937848622
0.4280000000000001,0.812203975,0.68716377,0.93724418
0.4290000000000001,0.81216672550124,0.6872082399791004,0.9371252110233796
0.4300000000000001,0.81221684949876,0.6872061500208996,0.9372275489766204
0.4310000000000001,0.8123412454783404,0.6872713603176936,0.9374111306389872
0.4320000000000001,0.8123890795216595,0.6873031296823063,0.9374750293610128
0.4330000000000001,0.812502685,0.68735689,0.93764848
0.4340000000000001,0.8125847597630524,0.6874175102741972,0.9377520092519076
0.4350000000000001,0.8125610649999999,0.68744493,0.9376772
0.4360000000000001,0.8125165693289136,0.6873677389480211,0.937665399709806
0.4370000000000001,0.8124494606710866,0.6872625410519789,0.9376363802901942
0.4380000000000001,0.8124005487152257,0.6872198585283295,0.9375812389021221
0.4390000000000001,0.8122720712847742,0.6870726914716706,0.9374714510978779
0.4400000000000001,0.81224662,0.68706095,0.93743229
0.4410000000000001,0.8123142693235068,0.6872296283132169,0.9373989103337966
0.4420000000000001,0.812268735,0.68731821,0.93721926
0.4430000000000001,0.8122971706046378,0.6873861607819843,0.9372081804272914
0.4440000000000001,0.8123576343953621,0.6874643592180156,0.9372509095727086
0.4450000000000001,0.8124049343449131,0.6875127003909921,0.9372971682988341
0.4460000000000001,0.8123394256550869,0.6875517996090079,0.9371270517011658
0.4470000000000001,0.812299015,0.68760926,0.93698877
0.4480000000000001,0.8123041699484506,0.6876921691709084,0.9369161707259928
0.4490000000000001,0.8123441,0.68774676,0.93694144
0.4500000000000001,0.8124793218542629,0.6878805217940641,0.9370781219144616
0.4510000000000001,0.8126647481457372,0.6880599282059359,0.9372695680855384
0.4520000000000001,0.8127575208654827,0.6881340106246875,0.9373810311062778
0.4530000000000001,0.8128440691345172,0.6881964793753125,0.937491658893722
0.4540000000000001,0.8129589850000001,0.68826145,0.93765652
0.4550000000000001,0.8131071035188149,0.6882734898796012,0.9379407171580284
0.4560000000000001,0.81332782,0.68837708,0.93827856
0.4570000000000001,0.8134945656275938,0.6884593398700013,0.9385297913851862
0.4580000000000001,0.813557325,0.68844634,0.93866831
0.4590000000000001,0.8135739262668746,0.6883438803766925,0.9388039721570568
0.4600000000000001,0.8137006137331253,0.6883815496233076,0.9390196778429432
0.4610000000000001,0.813889505,0.68851501,0.939264
0.4620000000000001,0.8139617142779072,0.6885640595095049,0.9393593690463096
0.4630000000000001,0.81404707,0.68857199,0.93952215
0.4640000000000001,0.814151256203438,0.6885802101424986,0.9397223022643774
0.4650000000000001,0.8142716,0.68859446,0.93994874
0.4660000000000001,0.8143256302345453,0.6885035587829244,0.9401477016861662
0.4670000000000001,0.8143490847654546,0.6883818512170756,0.9403163183138336
0.4680000000000001,0.8143891112778744,0.6883242103808924,0.9404540121748564
0.4690000000000001,0.8145168987221256,0.6883622996191077,0.9406714978251436
0.4700000000000001,0.8146626349999999,0.68839663,0.94092864
0.4710000000000001,0.8148026463098369,0.6884008004637954,0.9412044921558784
0.4720000000000001,0.8149336300000001,0.68844718,0.94142008
0.4730000000000001,0.8149966909297814,0.688341319349713,0.94165206250985
