wave,Propyne
0.4,0.8441591253282934
0.401,0.8441909585092299
0.402,0.8440418814907702
0.40299999999999997,0.84413016
0.40399999999999997,0.8444958863427366
0.405,0.84462529
0.406,0.8448458340679187
0.407,0.8452526259320813
0.408,0.845532300250895
0.409,0.845557389749105
0.41,0.84564745
0.411,0.8460569959045409
0.412,0.84636849
0.413,0.8464399000392995
0.414,0.84644383
0.415,0.8465715127840443
0.416,0.8468499172159557
0.417,0.84713459
0.418,0.8473487478584214
0.419,0.84756118
0.42,0.8477727218178819
0.421,0.84795451
0.422,0.8481710631112378
0.423,0.8484821868887623
0.424,0.8488169925403491
0.425,0.8490710274596508
0.4260000000000001,0.84921688
0.4270000000000001,0.8493830627333726
0.4280000000000001,0.8496564
0.4290000000000001,0.8499251020700586
0.4300000000000001,0.8501321079299414
0.4310000000000001,0.8503043117582648
0.4320000000000001,0.8504801382417352
0.4330000000000001,0.85065436
0.4340000000000001,0.8508262019776801
0.4350000000000001,0.85102397
0.4360000000000001,0.8512137519407612
0.4370000000000001,0.8514078280592388
0.4380000000000001,0.8516227026070478
0.4390000000000001,0.8518834073929522
0.4400000000000001,0.8521226000000001
0.4410000000000001,0.8523149480765193
0.4420000000000001,0.85246444
0.4430000000000001,0.8527082228746425
0.4440000000000001,0.8529956871253574
0.4450000000000001,0.8532049118965621
0.4460000000000001,0.8533945681034381
0.4470000000000001,0.85356385
0.4480000000000001,0.853704088597614
0.4490000000000001,0.85396105
0.4500000000000001,0.8541543512862743
0.4510000000000001,0.8542829787137257
0.4520000000000001,0.8546004326249474
0.4530000000000001,0.8548629273750525
0.4540000000000001,0.85504061
0.4550000000000001,0.8552548278578215
0.4560000000000001,0.8554107
0.4570000000000001,0.8555923723728762
0.4580000000000001,0.85582966
0.4590000000000001,0.8560798215192696
0.4600000000000001,0.8562317484807304
0.4610000000000001,0.8563601999999999
0.4620000000000001,0.8566333072689273
0.4630000000000001,0.85681182
0.4640000000000001,0.8569707926165738
0.4650000000000001,0.85723245
0.4660000000000001,0.8574229514572709
0.4670000000000001,0.8575686785427291
0.4680000000000001,0.8577365321754565
0.4690000000000001,0.8579540778245435
0.4700000000000001,0.85812587
0.4710000000000001,0.8582854323543765
0.4720000000000001,0.85852087
0.4730000000000001,0.8586822215615688
0.4740000000000001,0.8588383784384312
0.4750000000000001,0.8590514112480749
0.4760000000000001,0.8591762187519251
0.4770000000000001,0.85936773
0.4780000000000001,0.8596084710716893
0.4790000000000001,0.85971564
0.4800000000000001,0.8599116221355573
0.4810000000000001,0.8601251778644428
0.4820000000000001,0.8602289016616669
0.4830000000000001,0.8603950683383333
0.4840000000000001,0.86057425
0.4850000000000001,0.8607196785457145
0.4860000000000001,0.86086029
0.4870000000000001,0.8610278418154637
0.4880000000000001,0.8612093881845363
0.4890000000000001,0.8613789117219656
0.4900000000000001,0.8615511082780344
0.4910000000000001,0.86172491
0.4920000000000001,0.8618910283388166
0.4930000000000001,0.86202234
0.4940000000000001,0.8621487613750862
0.4950000000000001,0.86228627
0.4960000000000001,0.8624351011837763
0.4970000000000001,0.8625534788162237
0.4980000000000001,0.86265403
0.4990000000000001,0.8627676388639113
0.5000000000000001,0.8628610999999999
0.5010000000000001,0.8629756612898258
0.5020000000000001,0.8631046423638818
0.5030000000000001,0.8631834384240789
0.5040000000000001,0.8632438193961941
0.5050000000000001,0.86332548
0.5060000000000001,0.8634331217059148
0.5070000000000001,0.8635184174411279
0.5080000000000001,0.8635660990463905
0.5090000000000001,0.86360222
0.5100000000000001,0.8636887107069071
0.5110000000000001,0.8637594007961682
0.5120000000000001,0.8637992092038319
0.5130000000000001,0.8638868891231912
0.5140000000000001,0.86393631
0.5150000000000001,0.8639650906289126
0.5160000000000001,0.8640279815251238
0.5170000000000001,0.8640788189832509
0.5180000000000001,0.8641254295338954
0.5190000000000001,0.8641800303236032
0.5200000000000001,0.8642123916141193
0.5210000000000001,0.8642930975788211
0.5220000000000001,0.8643946089848796
0.5230000000000001,0.86445391
0.5240000000000001,0.8644846103433034
0.5250000000000001,0.8645189409751609
0.5260000000000001,0.8645676990248391
0.5270000000000001,0.8646590690862909
0.5280000000000001,0.86471057
0.5290000000000001,0.8647175411432114
0.5300000000000001,0.8647747003917803
0.5310000000000001,0.864787759738813
0.5320000000000001,0.8647790600870009
0.5330000000000001,0.8648158901276013
0.5340000000000001,0.8648286505315734
0.5350000000000001,0.8648552292026398
0.5360000000000001,0.8649114394378887
0.5370000000000001,0.86492604
0.5380000000000001,0.8649377801824036
0.5390000000000001,0.8649560195851208
0.5400000000000001,0.8649421902765863
0.5410000000000001,0.8649443999778997
0.5420000000000001,0.86494237
0.5430000000000001,0.8649115000677966
0.5440000000000002,0.8649148898983051
0.5450000000000002,0.8649216898639986
0.5460000000000002,0.86491191
0.5470000000000002,0.8649203799737998
0.5480000000000002,0.8649177596864125
0.5490000000000002,0.8649020803135875
0.5500000000000002,0.8648921800990009
0.5510000000000002,0.86485291
0.5520000000000002,0.8648145198288966
0.5530000000000002,0.8647974094135293
0.5540000000000002,0.8647778603909805
0.5550000000000002,0.8647528902497025
0.5560000000000002,0.8647307799492995
0.5570000000000002,0.8647257095434228
0.5580000000000002,0.8647028806848657
0.5590000000000002,0.8646739705782058
0.5600000000000002,0.86466086
0.5610000000000002,0.8646459598538986
0.5620000000000002,0.8646313497926084
0.5630000000000002,0.8646209802073916
0.5640000000000002,0.8646200300094999
0.5650000000000002,0.86461252
0.5660000000000002,0.8646047701240013
0.5670000000000002,0.8646109702003899
0.5680000000000002,0.8646176498664067
0.5690000000000002,0.8646154400221002
