wave,Tholin Khare 91
0.4,0.01914978944722634
0.401,0.01914978944722634
0.402,0.01914978944722634
0.40299999999999997,0.01914978944722634
0.40399999999999997,0.01914978944722634
0.405,0.01914978944722634
0.406,0.01914978944722634
0.407,0.01914978944722634
0.408,0.01914978944722634
0.409,0.01914978944722634
0.41,0.01914978944722634
0.411,0.01914978944722634
0.412,0.01914978944722634
0.413,0.01914978944722634
0.414,0.01914978944722634
0.415,0.01914978944722634
0.416,0.01914978944722634
0.417,0.01914978944722634
0.418,0.01914978944722634
0.419,0.01914978944722634
0.42,0.01914978944722634
0.421,0.01914978944722634
0.422,0.01914978944722634
0.423,0.01914978944722634
0.424,0.01914978944722634
0.425,0.01914978944722634
0.4260000000000001,0.01914978944722634
0.4270000000000001,0.01914978944722634
0.4280000000000001,0.01914978944722634
0.4290000000000001,0.01914978944722634
0.4300000000000001,0.01914978944722634
0.4310000000000001,0.01914978944722634
0.4320000000000001,0.01914978944722634
0.4330000000000001,0.01914978944722634
0.4340000000000001,0.01914978944722634
0.4350000000000001,0.01914978944722634
0.4360000000000001,0.01914978944722634
0.4370000000000001,0.01914978944722634
0.4380000000000001,0.01914978944722634
0.4390000000000001,0.01914978944722634
0.4400000000000001,0.01914978944722634
0.4410000000000001,0.01914978944722634
0.4420000000000001,0.01914978944722634
0.4430000000000001,0.01914978944722634
0.4440000000000001,0.01914978944722634
0.4450000000000001,0.01914978944722634
0.4460000000000001,0.01914978944722634
0.4470000000000001,0.01914978944722634
0.4480000000000001,0.01914978944722634
0.4490000000000001,0.01914978944722634
0.4500000000000001,0.01914978944722634
0.4510000000000001,0.01914978944722634
0.4520000000000001,0.01914978944722634
0.4530000000000001,0.01914978944722634
0.4540000000000001,0.01914978944722634
0.4550000000000001,0.01914978944722634
0.4560000000000001,0.01914978944722634
0.4570000000000001,0.01914978944722634
0.4580000000000001,0.01914978944722634
0.4590000000000001,0.01914978944722634
0.4600000000000001,0.01914978944722634
0.4610000000000001,0.01914978944722634
0.4620000000000001,0.01914978944722634
0.4630000000000001,0.01914978944722634
0.4640000000000001,0.01914978944722634
0.4650000000000001,0.01914978944722634
0.4660000000000001,0.01914978944722634
0.4670000000000001,0.01914978944722634
0.4680000000000001,0.01914978944722634
0.4690000000000001,0.01914978944722634
0.4700000000000001,0.01914978944722634
0.4710000000000001,0.01914978944722634
0.4720000000000001,0.01914978944722634
0.4730000000000001,0.01914978944722634
0.4740000000000001,0.01914978944722634
0.4750000000000001,0.01914978944722634
0.4760000000000001,0.01914978944722634
0.4770000000000001,0.01914978944722634
0.4780000000000001,0.01914978944722634
0.4790000000000001,0.01914978944722634
0.4800000000000001,0.01914978944722634
0.4810000000000001,0.01914978944722634
0.4820000000000001,0.01914978944722634
0.4830000000000001,0.01914978944722634
0.4840000000000001,0.01914978944722634
0.4850000000000001,0.01914978944722634
0.4860000000000001,0.01914978944722634
0.4870000000000001,0.01914978944722634
0.4880000000000001,0.01914978944722634
0.4890000000000001,0.01914978944722634
0.4900000000000001,0.01914978944722634
0.4910000000000001,0.01914978944722634
0.4920000000000001,0.01914978944722634
0.4930000000000001,0.01914978944722634
0.4940000000000001,0.01914978944722634
0.4950000000000001,0.01914978944722634
0.4960000000000001,0.01914978944722634
0.4970000000000001,0.01914978944722634
0.4980000000000001,0.01914978944722634
0.4990000000000001,0.01914978944722634
0.5000000000000001,0.01914978944722634
0.5010000000000001,0.01914978944722634
0.5020000000000001,0.01914978944722634
0.5030000000000001,0.01914978944722634
0.5040000000000001,0.01914978944722634
0.5050000000000001,0.01914978944722634
0.5060000000000001,0.01914978944722634
0.5070000000000001,0.01914978944722634
0.5080000000000001,0.01914978944722634
0.5090000000000001,0.01914978944722634
0.5100000000000001,0.01914978944722634
0.5110000000000001,0.01914978944722634
0.5120000000000001,0.01914978944722634
0.5130000000000001,0.01914978944722634
0.5140000000000001,0.01914978944722634
0.5150000000000001,0.01914978944722634
0.5160000000000001,0.01914978944722634
0.5170000000000001,0.01914978944722634
0.5180000000000001,0.01914978944722634
0.5190000000000001,0.01914978944722634
0.5200000000000001,0.01914978944722634
0.5210000000000001,0.01914978944722634
0.5220000000000001,0.01914978944722634
0.5230000000000001,0.01914978944722634
0.5240000000000001,0.01914978944722634
0.5250000000000001,0.01914978944722634
0.5260000000000001,0.01914978944722634
0.5270000000000001,0.01914978944722634
0.5280000000000001,0.01914978944722634
0.5290000000000001,0.01914978944722634
0.5300000000000001,0.01914978944722634
0.5310000000000001,0.01914978944722634
0.5320000000000001,0.01914978944722634
0.5330000000000001,0.01914978944722634
0.5340000000000001,0.01914978944722634
0.5350000000000001,0.01914978944722634
0.5360000000000001,0.01914978944722634
0.5370000000000001,0.01914978944722634
0.5380000000000001,0.01914978944722634
0.5390000000000001,0.01914978944722634
0.5400000000000001,0.01914978944722634
0.5410000000000001,0.01914978944722634
0.5420000000000001,0.01914978944722634
0.5430000000000001,0.01914978944722634
0.5440000000000002,0.01914978944722634
0.5450000000000002,0.01914978944722634
0.5460000000000002,0.01914978944722634
0.5470000000000002,0.01914978944722634
0.5480000000000002,0.01914978944722634
0.5490000000000002,0.01914978944722634
0.5500000000000002,0.01914978944722634
0.5510000000000002,0.01914978944722634
0.5520000000000002,0.01914978944722634
0.5530000000000002,0.01914978944722634
0.5540000000000002,0.01914978944722634
0.5550000000000002,0.01914978944722634
0.5560000000000002,0.01914978944722634
0.5570000000000002,0.01914978944722634
0.5580000000000002,0.01914978944722634
0.5590000000000002,0.01914978944722634
0.5600000000000002,0.01914978944722634
0.5610000000000002,0.01914978944722634
0.5620000000000002,0.01914978944722634
0.5630000000000002,0.01914978944722634
0.5640000000000002,0.01914978944722634
0.5650000000000002,0.01914978944722634
0.5660000000000002,0.01914978944722634
0.5670000000000002,0.01914978944722634
