wave,Nonane
0.4,0.7342706917690647
0.401,0.7341209724454508
0.402,0.7343655175545489
0.40299999999999997,0.73419809
0.40399999999999997,0.7339009029718703
0.405,0.73369449
0.406,0.7338309297091058
0.407,0.7338018402908942
0.408,0.7335445311699765
0.409,0.7336615288300234
0.41,0.73376203
0.411,0.7337897397229027
0.412,0.73359746
0.413,0.7335974002228979
0.414,0.73361969
0.415,0.7336023390291194
0.416,0.7335052509708806
0.417,0.73343468
0.418,0.7333926604201958
0.419,0.73337913
0.42,0.7333464592436076
0.421,0.73327082
0.422,0.733121809100018
0.423,0.7330318108999819
0.424,0.7330430209231815
0.425,0.7331353390768185
0.4260000000000001,0.73306817
0.4270000000000001,0.7330447998635015
0.4280000000000001,0.73303115
0.4290000000000001,0.73298221950351
0.4300000000000001,0.7329325704964901
0.4310000000000001,0.7328931697270055
0.4320000000000001,0.7328658702729945
0.4330000000000001,0.73276377
0.4340000000000001,0.7328004207390926
0.4350000000000001,0.73287433
0.4360000000000001,0.7327020189223215
0.4370000000000001,0.7325942510776784
0.4380000000000001,0.7325535404124917
0.4390000000000001,0.7325947895875083
0.4400000000000001,0.7325182
0.4410000000000001,0.7324756404255958
0.4420000000000001,0.73246342
0.4430000000000001,0.7324007700417992
0.4440000000000001,0.7324049499582009
0.4450000000000001,0.7323853385039302
0.4460000000000001,0.7322357314960699
0.4470000000000001,0.73225069
0.4480000000000001,0.7322661298456015
0.4490000000000001,0.73225337
0.4500000000000001,0.7322484895547089
0.4510000000000001,0.7322039604452911
0.4520000000000001,0.7321594404099918
0.4530000000000001,0.7322004395900081
0.4540000000000001,0.73217148
0.4550000000000001,0.7321671800429996
0.4560000000000001,0.73222876
0.4570000000000001,0.7322049702479975
0.4580000000000001,0.73222977
0.4590000000000001,0.7322868701680967
0.4600000000000001,0.7323036798319034
0.4610000000000001,0.73228753
0.4620000000000001,0.7322734601406986
0.4630000000000001,0.73228705
0.4640000000000001,0.7322786999530004
0.4650000000000001,0.732274
0.4660000000000001,0.7322790603730925
0.4670000000000001,0.7323163696269075
0.4680000000000001,0.7323456402473951
0.4690000000000001,0.7323703797526049
0.4700000000000001,0.73239684
0.4710000000000001,0.7324357601495985
0.4720000000000001,0.73245072
0.4730000000000001,0.732430880151897
0.4740000000000001,0.7324460698481031
0.4750000000000001,0.7325159908981821
0.4760000000000001,0.732605809101818
0.4770000000000001,0.73262459
0.4780000000000001,0.7326492704141959
0.4790000000000001,0.73269069
0.4800000000000001,0.7327585804309914
0.4810000000000001,0.7328016795690087
0.4820000000000001,0.7328561506627868
0.4830000000000001,0.7329224293372133
0.4840000000000001,0.73298323
0.4850000000000001,0.7330211996203038
0.4860000000000001,0.73306876
0.4870000000000001,0.7331670506991861
0.4880000000000001,0.7332369693008142
0.4890000000000001,0.7332922204392913
0.4900000000000001,0.7333361495607088
0.4910000000000001,0.73342943
0.4920000000000001,0.7335067992263078
0.4930000000000001,0.7335822
0.4940000000000001,0.7336856708487914
0.4950000000000001,0.73377055
0.4960000000000001,0.7338365304392913
0.4970000000000001,0.7338804595607088
0.4980000000000001,0.7339794
0.4990000000000001,0.7341114886791132
0.5000000000000001,0.73425341
0.5010000000000001,0.7343254109817197
0.5020000000000001,0.7344235828786561
0.5030000000000001,0.734519538080896
0.5040000000000001,0.7345929692656926
0.5050000000000001,0.734685
0.5060000000000001,0.7347785218537073
0.5070000000000001,0.7348712072194391
0.5080000000000001,0.7349495284335843
0.5090000000000001,0.73505902
0.5100000000000001,0.7351760910037101
0.5110000000000001,0.7352764618989241
0.5120000000000001,0.7353714081010759
0.5130000000000001,0.7354677890361904
0.5140000000000001,0.73556942
0.5150000000000001,0.7356519108750175
0.5160000000000001,0.7357394130073497
0.5170000000000001,0.7358396579951003
0.5180000000000001,0.7359794986015861
0.5190000000000001,0.7360982910502105
0.5200000000000001,0.7362033118453079
0.5210000000000001,0.7362955772320383
0.5220000000000001,0.7363925590301806
0.5230000000000001,0.73649377
0.5240000000000001,0.7365958108112081
0.5250000000000001,0.7366769311193553
0.5260000000000001,0.7367328988806449
0.5270000000000001,0.7367994193347933
0.5280000000000001,0.73691577
0.5290000000000001,0.7369877113960139
0.5300000000000001,0.7370575122258887
0.5310000000000001,0.7371317085160742
0.5320000000000001,0.7372075892411925
0.5330000000000001,0.7372663005222053
0.5340000000000001,0.7373185212635368
0.5350000000000001,0.7373816981046947
0.5360000000000001,0.7374457093598873
0.5370000000000001,0.7375055
0.5380000000000001,0.7375592607057142
0.5390000000000001,0.7376298313196341
0.5400000000000001,0.7376738191202441
0.5410000000000001,0.737704039697797
0.5420000000000001,0.73776555
0.5430000000000001,0.7377955304113795
0.5440000000000002,0.7378160993829308
0.5450000000000002,0.7378389795423954
0.5460000000000002,0.73790365
0.5470000000000002,0.7379598604405044
0.5480000000000002,0.7380039108809647
0.5490000000000002,0.7380479591190352
0.5500000000000002,0.7380830596489966
0.5510000000000002,0.7381205
0.5520000000000002,0.7381759305245106
0.5530000000000002,0.7382283811033449
0.5540000000000002,0.7382651592644368
0.5550000000000002,0.7382827398241983
0.5560000000000002,0.7383260105859059
0.5570000000000002,0.7383846013483325
0.5580000000000002,0.7384520179775012
0.5590000000000002,0.7385163887125872
0.5600000000000002,0.73857272
0.5610000000000002,0.7386286305871059
0.5620000000000002,0.7386873410251591
0.5630000000000002,0.738738598974841
0.5640000000000002,0.7388048193377934
0.5650000000000002,0.73887634
0.5660000000000002,0.7388964912946129
0.5670000000000002,0.7389612224709764
0.5680000000000002,0.7390435883526824
0.5690000000000002,0.7391245991898919
0.5700000000000002,0.7391845607456075
0.5710000000000002,0.7392591218585072
0.5720000000000002,0.7393520472122395
0.5730000000000002,0.7394190993294866
0.5740000000000002,0.73948199
0.5750000000000002,0.7395353903058031
0.5760000000000002,0.7395659710703573
0.5770000000000002,0.7396194889296429
0.5780000000000002,0.7396659895349954
0.5790000000000002,0.73969436
0.5800000000000002,0.7397649916880169
0.5810000000000002,0.7398493927553623
0.5820000000000002,0.7399412381630918
0.5830000000000002,0.7400164
0.5840000000000002,0.7400942406336064
0.5850000000000002,0.7401576006317684
0.5860000000000002,0.7401891890523474
0.5870000000000002,0.7401438404535091
0.5880000000000002,0.74013472
0.5890000000000002,0.740157249201884
0.5900000000000002,0.7400774397780111
0.5910000000000002,0.7400700401479926
0.5920000000000002,0.7401192195081949
0.5930000000000002,0.7402301991857918
0.5940000000000002,0.7401487789272536
0.5950000000000002,0.7400951416091195
0.5960000000000002,0.7401200495017951
0.5970000000000002,0.74025911
0.5980000000000002,0.7403660407302073
0.5990000000000002,0.7404390603873845
0.6000000000000002,0.7404584296126155
0.6010000000000002,0.7404805997782977
0.6020000000000002,0.74045271
0.6030000000000002,0.7403389786511729
0.6040000000000002,0.7402040960518974
0.6050000000000002,0.7400724926320683
0.6060000000000002,0.7399386813381134
0.6070000000000002,0.7397648098390984
0.6080000000000002,0.7397487222754863
0.6090000000000002,0.7398624965867706
0.6100000000000002,0.7401361472634453
0.6110000000000002,0.74040794
0.6120000000000002,0.7406340217000171
0.6130000000000002,0.7408040216389344
0.6140000000000002,0.7408859683610656
0.6150000000000002,0.7409606592530926
0.6160000000000002,0.74102366
0.6170000000000002,0.7410594796899969
0.6180000000000002,0.7410439788789561
0.6190000000000002,0.7410066107473626
0.6200000000000002,0.74095446
0.6210000000000002,0.7408571191303913
0.6220000000000002,0.7407701582536873
0.6230000000000002,0.7406828426194689
0.6240000000000002,0.7405549312791255
0.6250000000000002,0.74045384
0.6260000000000002,0.7403563889085781
0.6270000000000002,0.7402472467886606
0.6280000000000002,0.7401402021408928
0.6290000000000002,0.7400222411796118
0.6300000000000002,0.73989284
0.6310000000000002,0.7397633781892905
0.6320000000000002,0.7396728427160641
0.6330000000000002,0.7396049513578136
