wave,Tholin Tran 03 C
0.4,0.01240229243390445
0.401,0.01240229243390445
0.402,0.01240229243390445
0.40299999999999997,0.01240229243390445
0.40399999999999997,0.01240229243390445
0.405,0.01240229243390445
0.406,0.01240229243390445
0.407,0.01240229243390445
0.408,0.01240229243390445
0.409,0.01240229243390445
0.41,0.01240229243390445
0.411,0.01240229243390445
0.412,0.01240229243390445
0.413,0.01240229243390445
0.414,0.01240229243390445
0.415,0.01240229243390445
0.416,0.01240229243390445
0.417,0.01240229243390445
0.418,0.01240229243390445
0.419,0.01240229243390445
0.42,0.01240229243390445
0.421,0.01240229243390445
0.422,0.01240229243390445
0.423,0.01240229243390445
0.424,0.01240229243390445
0.425,0.01240229243390445
0.4260000000000001,0.01240229243390445
0.4270000000000001,0.01240229243390445
0.4280000000000001,0.01240229243390445
0.4290000000000001,0.01240229243390445
0.4300000000000001,0.01240229243390445
0.4310000000000001,0.01240229243390445
0.4320000000000001,0.01240229243390445
0.4330000000000001,0.01240229243390445
0.4340000000000001,0.01240229243390445
0.4350000000000001,0.01240229243390445
0.4360000000000001,0.01240229243390445
0.4370000000000001,0.01240229243390445
0.4380000000000001,0.01240229243390445
0.4390000000000001,0.01240229243390445
0.4400000000000001,0.01240229243390445
0.4410000000000001,0.01240229243390445
0.4420000000000001,0.01240229243390445
0.4430000000000001,0.01240229243390445
0.4440000000000001,0.01240229243390445
0.4450000000000001,0.01240229243390445
0.4460000000000001,0.01240229243390445
0.4470000000000001,0.01240229243390445
0.4480000000000001,0.01240229243390445
0.4490000000000001,0.01240229243390445
0.4500000000000001,0.01240229243390445
0.4510000000000001,0.012409365964074937
0.4520000000000001,0.012416442286969698
0.4530000000000001,0.012423521402730842
0.4540000000000001,0.012430603311528898
0.4550000000000001,0.012437688013513082
0.4560000000000001,0.012444775508846817
0.4570000000000001,0.012451865797679318
0.4580000000000001,0.012458958880166904
0.4590000000000001,0.012466054756458789
0.4600000000000001,0.012473153426725503
0.4610000000000001,0.01248025489110205
0.4620000000000001,0.012487359149758959
0.4630000000000001,0.012494466202838339
0.4640000000000001,0.01250157605049651
0.4650000000000001,0.012508688692896897
0.4660000000000001,0.012515804130174502
0.4670000000000001,0.01252292236249275
0.4680000000000001,0.012530043390007961
0.4690000000000001,0.012537167212862244
0.4700000000000001,0.012544293831211917
0.4710000000000001,0.0125514232452133
0.4720000000000001,0.012558555455008502
0.4730000000000001,0.012565690460753842
0.4740000000000001,0.01257282826260564
0.4750000000000001,0.012579968860698898
0.4760000000000001,0.012587112255197042
0.4770000000000001,0.01259425844624218
0.4780000000000001,0.01260140743399063
0.4790000000000001,0.012608559218591608
0.4800000000000001,0.012615713800180117
0.4810000000000001,0.012622871178926687
0.4820000000000001,0.012630031354959215
0.4830000000000001,0.012637194328441126
0.4840000000000001,0.012644360099507423
0.4850000000000001,0.012651528668321532
0.4860000000000001,0.01265870003501135
0.4870000000000001,0.012665874199740301
