wave,Trimethylbenzene
0.4,0.7787722631326374
0.401,0.781563251257275
0.402,0.7846889787427251
0.40299999999999997,0.7869595900000002
0.40399999999999997,0.7889439301565984
0.405,0.79176801
0.406,0.7944216924484511
0.407,0.796666537551549
0.408,0.7986076108641829
0.409,0.8006940291358173
0.41,0.8028076900000001
0.411,0.8050582174947251
0.412,0.80751967
0.413,0.8101424261864383
0.414,0.8127610700000001
0.415,0.8152592449786005
0.416,0.8177571050213998
0.417,0.82066154
0.418,0.8234975016403838
0.419,0.8260999900000001
0.42,0.8288123925420747
0.421,0.8320665999999999
0.422,0.8351086061003781
0.423,0.8377186438996221
0.424,0.8406622668191638
0.425,0.8433441831808366
0.4260000000000001,0.8461905700000002
0.4270000000000001,0.8493419539476607
0.4280000000000001,0.8517367200000001
0.4290000000000001,0.8541639160663789
0.4300000000000001,0.8567705539336214
0.4310000000000001,0.8591921519966602
0.4320000000000001,0.8613918180033401
0.4330000000000001,0.8635711100000001
0.4340000000000001,0.8658190017542826
0.4350000000000001,0.8679944300000001
0.4360000000000001,0.8702023802109958
0.4370000000000001,0.8722234797890044
0.4380000000000001,0.8740749623601529
0.4390000000000001,0.8763109776398474
0.4400000000000001,0.8783649200000001
0.4410000000000001,0.8801695519536805
0.4420000000000001,0.8820820500000001
0.4430000000000001,0.8842389798217036
0.4440000000000001,0.8862211501782965
0.4450000000000001,0.8879791109946802
0.4460000000000001,0.8900785790053201
0.4470000000000001,0.8923122300000002
0.4480000000000001,0.8943705394169059
0.4490000000000001,0.8961616800000001
0.4500000000000001,0.8982286102078959
0.4510000000000001,0.9002493997921043
0.4520000000000001,0.9021825999183016
0.4530000000000001,0.9041744300816984
0.4540000000000001,0.9062011200000002
0.4550000000000001,0.9081384906262938
0.4560000000000001,0.90993756
0.4570000000000001,0.911762790201598
0.4580000000000001,0.9137829500000002
0.4590000000000001,0.91580976850333
0.4600000000000001,0.91766010149667
0.4610000000000001,0.91955161
0.4620000000000001,0.9214488710273898
0.4630000000000001,0.9233109400000002
0.4640000000000001,0.9251130985202152
0.4650000000000001,0.92696512
0.4660000000000001,0.9288637788681228
0.4670000000000001,0.9307505911318776
0.4680000000000001,0.9325266666615668
0.4690000000000001,0.9341928233384332
0.4700000000000001,0.9358602200000002
0.4710000000000001,0.9376356178001222
0.4720000000000001,0.93941563
0.4730000000000001,0.9411203459456812
0.4740000000000001,0.9427149140543191
0.4750000000000001,0.9442642464344716
0.4760000000000001,0.9459076935655288
0.4770000000000001,0.94755411
0.4780000000000001,0.9490657532595675
0.4790000000000001,0.95039171
0.4800000000000001,0.951688003303534
0.4810000000000001,0.9530183566964664
0.4820000000000001,0.954322821153077
0.4830000000000001,0.9554381288469233
0.4840000000000001,0.95656377
0.4850000000000001,0.9577228884088158
0.4860000000000001,0.95880246
0.4870000000000001,0.9599444402755946
0.4880000000000001,0.9609719997244056
0.4890000000000001,0.9617995083361334
0.4900000000000001,0.9626331216638668
0.4910000000000001,0.96359277
0.4920000000000001,0.964571940208298
0.4930000000000001,0.9653877600000002
0.4940000000000001,0.9661628080877191
0.4950000000000001,0.9669715800000002
0.4960000000000001,0.9678174976446472
0.4970000000000001,0.9685819623553531
0.4980000000000001,0.96920568
0.4990000000000001,0.9698123239335608
0.5000000000000001,0.97049266
0.5010000000000001,0.9711396162538252
0.5020000000000001,0.9717649983329836
0.5030000000000001,0.9723760977780112
0.5040000000000001,0.9729521242397424
0.5050000000000001,0.97341353
0.5060000000000001,0.9738272483371831
0.5070000000000001,0.9742441074942254
0.5080000000000001,0.9746426820285204
0.5090000000000001,0.97499448
0.5100000000000001,0.9753851944089442
