wave,40_30_30
3.192,0.023544377
3.193,0.023560203
3.194,0.023576041
3.195,0.02359189
3.196,0.023607751
3.197,0.023623624
3.198,0.023639508
3.199,0.023655405
3.2,0.023671313
3.201,0.023670784
3.202,0.023670258
3.203,0.023669736
3.204,0.023669216
3.205,0.0236687
3.206,0.023668188
3.207,0.023667678
3.208,0.023667172
3.209,0.02366667
3.21,0.023666171
3.211,0.023665675
3.212,0.023665184
3.213,0.023664696
3.214,0.023664212
3.215,0.023663733
3.216,0.023663257
3.217,0.023662786
3.218,0.02366232
3.219,0.023661858
3.22,0.023661402
3.221,0.023654449
3.222,0.023647511
3.223,0.023640587
3.224,0.023633678
3.225,0.023626783
3.226,0.023619904
3.227,0.02361304
3.228,0.023606191
3.229,0.023599359
3.23,0.023592542
3.231,0.023585741
3.232,0.023578957
3.233,0.023572191
3.234,0.023565441
3.235,0.023558709
3.236,0.023551996
3.237,0.023545301
3.238,0.023538626
3.239,0.023531971
3.24,0.023525336
3.241,0.023519973
3.242,0.023514625
3.243,0.023509294
3.244,0.023503979
3.245,0.023498682
3.246,0.023493402
3.247,0.023488141
3.248,0.023482899
3.249,0.023477676
3.25,0.023472474
3.251,0.023467293
3.252,0.023462134
3.253,0.023456998
3.254,0.023451885
3.255,0.023446798
3.256,0.023441733
3.257,0.023436683
3.258,0.023431662
3.259,0.023426671
3.26,0.023421711
3.261,0.023412185
3.262,0.023402709
3.263,0.023393284
3.264,0.023383913
3.265,0.023374599
3.266,0.023365346
3.267,0.023356156
3.268,0.023347033
3.269,0.023337981
3.27,0.023329005
3.271,0.023320109
3.272,0.023311299
3.273,0.02330258
3.274,0.02329396
3.275,0.023285445
3.276,0.023277044
3.277,0.023268765
3.278,0.023260617
3.279,0.023252612
3.28,0.023244762
3.281,0.023237042
3.282,0.023229381
3.283,0.023221778
3.284,0.023214238
3.285,0.023206761
3.286,0.02319935
3.287,0.023192007
3.288,0.023184734
3.289,0.023177535
3.29,0.023170412
3.291,0.023163368
3.292,0.023156406
3.293,0.023149529
3.294,0.023142741
3.295,0.023136046
3.296,0.023129447
3.297,0.023122948
3.298,0.023116555
3.299,0.02311027
3.3,0.0231041
3.301,0.023100694
3.302,0.023097422
3.303,0.023094292
3.304,0.023091312
3.305,0.023088489
3.306,0.023085833
3.307,0.023083354
3.308,0.02308106
3.309,0.023078963
3.31,0.023077075
3.311,0.023075407
3.312,0.023073972
3.313,0.023072786
3.314,0.023071862
3.315,0.023071218
3.316,0.023070869
3.317,0.023070835
3.318,0.023071136
3.319,0.023071792
3.32,0.023072826
3.321,0.023074525
3.322,0.023076371
3.323,0.023078368
3.324,0.023080523
3.325,0.023082841
3.326,0.023085328
3.327,0.023087991
3.328,0.023090836
3.329,0.023093871
3.33,0.023097102
3.331,0.023100537
3.332,0.023104183
3.333,0.02310805
3.334,0.023112145
3.335,0.023116478
3.336,0.023121057
3.337,0.023125893
3.338,0.023130995
3.339,0.023136374
3.34,0.02320846
3.341,0.023214436
3.342,0.023220724
3.343,0.023227336
3.344,0.023234285
3.345,0.023241585
3.346,0.02324925
3.347,0.023257294
3.348,0.023265734
3.349,0.023274586
3.35,0.023283866
3.351,0.023293179
3.352,0.023303192
3.353,0.02331394
3.354,0.023325462
3.355,0.023337796
3.356,0.023350986
3.357,0.023365075
3.358,0.02338011
3.359,0.023396141
3.36,0.023413219
3.361,0.023431401
3.362,0.023450744
3.363,0.023471311
3.364,0.023493167
3.365,0.023516381
3.366,0.023541026
3.367,0.02356718
3.368,0.023594925
3.369,0.023624349
3.37,0.023655542
3.371,0.023679076
3.372,0.023703714
3.373,0.023729501
3.374,0.023756484
3.375,0.023784713
3.376,0.02381424
3.377,0.023845118
3.378,0.023877404
3.379,0.023911155
3.38,0.023946435
3.381,0.023983308
3.382,0.02402184
3.383,0.024062102
3.384,0.024104168
3.385,0.024148114
3.386,0.024194023
3.387,0.024241977
3.388,0.024292066
3.389,0.024344382
3.39,0.024399023
3.391,0.024442362
3.392,0.024487153
3.393,0.024533445
3.394,0.024581287
3.395,0.02463073
3.396,0.024681829
3.397,0.024734638
3.398,0.024789214
3.399,0.024845618
3.4,0.02490391
3.401,0.024964155
3.402,0.025026418
3.403,0.025090769
3.404,0.025157278
3.405,0.025226021
3.406,0.025297073
3.407,0.025370514
3.408,0.025446428
3.409,0.025524899
3.41,0.025606019
3.411,0.025654469
3.412,0.025703778
3.413,0.025753962
3.414,0.025805038
3.415,0.025857021
3.416,0.025909931
3.417,0.025963783
3.418,0.026018597
3.419,0.026074391
3.42,0.026131183
3.421,0.026188993
3.422,0.026247841
3.423,0.026376992
3.424,0.026438006
3.425,0.026500118
3.426,0.026563352
3.427,0.026627728
3.428,0.026693268
3.429,0.026759996
3.43,0.026827935
3.431,0.026897108
3.432,0.026967541
3.433,0.027039257
3.434,0.027112282
3.435,0.027186642
3.436,0.027262364
3.437,0.027339474
3.438,0.027418001
3.439,0.027497973
3.44,0.027579419
3.441,0.027683311
3.442,0.027789729
3.443,0.027898738
3.444,0.028010407
3.445,0.028124805
3.446,0.028242004
3.447,0.028362079
3.448,0.028485105
3.449,0.028611162
3.45,0.02874033
3.451,0.028872693
3.452,0.029008337
3.453,0.029147351
3.454,0.029289826
3.455,0.029435856
3.456,0.029585538
3.457,0.029738974
3.458,0.029896265
3.459,0.030057519
3.46,0.030222846
3.461,0.030358867
3.462,0.030497625
3.463,0.03063918
3.464,0.030783594
3.465,0.030930932
3.466,0.031081258
3.467,0.03123464
3.468,0.031391146
3.469,0.031550846
3.47,0.031713814
3.471,0.031880123
3.472,0.03204985
3.473,0.032223073
3.474,0.032399873
3.475,0.032580331
3.476,0.032764532
3.477,0.032952564
3.478,0.033144516
3.479,0.03334048
3.48,0.033540549
3.481,0.033649145
3.482,0.033758883
3.483,0.033869776
3.484,0.033981837
3.485,0.034095081
3.486,0.034209521
3.487,0.034325172
3.488,0.034442047
3.489,0.034560162
3.49,0.034679531
3.491,0.034800168
3.492,0.03492209
3.493,0.035045311
3.494,0.035169847
3.495,0.035295714
3.496,0.035422927
3.497,0.035551504
3.498,0.035681459
3.499,0.035812811
3.5,0.035945576
3.501,0.036079771
3.502,0.036215413
3.503,0.036352521
3.504,0.036491112
3.505,0.036631203
3.506,0.036772393
3.507,0.03691512
3.508,0.037059403
3.509,0.037205263
3.51,0.037352717
3.511,0.037526529
3.512,0.037702612
3.513,0.037880999
3.514,0.038061725
3.515,0.038244825
3.516,0.038430333
3.517,0.038618285
3.518,0.038808718
3.519,0.039001669
3.52,0.039197175
3.521,0.039395276
3.522,0.039596009
3.523,0.039799415
3.524,0.040005535
3.525,0.040214409
3.526,0.04042608
3.527,0.04064059
3.528,0.040857982
3.529,0.041078302
3.53,0.041301594
3.531,0.041422589
3.532,0.041544395
3.533,0.04166702
3.534,0.041790469
3.535,0.041914748
3.536,0.042039864
3.537,0.042165824
3.538,0.042292632
3.539,0.042420297
3.54,0.042548824
3.541,0.04267822
3.542,0.042808492
3.543,0.042939646
3.544,0.04307169
3.545,0.043204629
3.546,0.043338471
3.547,0.043473222
3.548,0.043608891
3.549,0.043745483
3.55,0.043883006
3.551,0.044021466
3.552,0.044160873
3.553,0.044301232
3.554,0.04444255
3.555,0.044584837
3.556,0.044728098
3.557,0.044872342
3.558,0.045017576
3.559,0.045163808
3.56,0.045311046
3.561,0.04542923
3.562,0.045548039
3.563,0.045667476
3.564,0.045787544
3.565,0.045908247
3.566,0.046029589
3.567,0.046151573
3.568,0.046274204
3.569,0.046397484
3.57,0.046521418
3.571,0.046646009
3.572,0.046771262
3.573,0.04689718
3.574,0.047023766
3.575,0.047151026
3.576,0.047278962
3.577,0.047407579
3.578,0.04753688
3.579,0.04766687
3.58,0.047797553
3.581,0.047928932
3.582,0.048061012
3.583,0.048193797
3.584,0.048327291
3.585,0.048461498
3.586,0.048596423
3.587,0.048732069
3.588,0.04886844
3.589,0.049005542
3.59,0.049143796
3.591,0.049282836
3.592,0.049422619
3.593,0.04956315
3.594,0.049704433
3.595,0.049846474
3.596,0.049989276
3.597,0.050132844
3.598,0.050277182
3.599,0.050422296
3.6,0.050568189
3.601,0.050714866
3.602,0.050862333
3.603,0.051010593
3.604,0.051159652
3.605,0.051309514
3.606,0.051460184
3.607,0.051611666
3.608,0.051763967
3.609,0.051917091
3.61,0.052071042
3.611,0.052225826
3.612,0.052381447
3.613,0.052537911
3.614,0.052695223
3.615,0.052853388
3.616,0.053012411
3.617,0.053172298
3.618,0.053333053
3.619,0.053494682
3.62,0.05365719
3.621,0.053706341
3.622,0.053755539
3.623,0.053804781
3.624,0.053854069
3.625,0.053903402
3.626,0.05395278
3.627,0.054002203
3.628,0.054051672
3.629,0.054101186
3.63,0.054150745
3.631,0.054200349
3.632,0.054249999
3.633,0.054299694
3.634,0.054349434
3.635,0.054399219
3.636,0.054449049
3.637,0.054498924
3.638,0.054548845
3.639,0.05459881
3.64,0.054648821
3.641,0.054698877
3.642,0.054748977
3.643,0.054799123
3.644,0.054849314
3.645,0.05489955
3.646,0.054949831
3.647,0.055000157
3.648,0.055050528
3.649,0.055100944
3.65,0.055151405
3.651,0.055201911
3.652,0.055252462
3.653,0.055303058
3.654,0.055353699
3.655,0.055404384
3.656,0.055455115
3.657,0.05550589
3.658,0.05555671
3.659,0.055607575
3.66,0.055658485
3.661,0.05570944
3.662,0.05576044
3.663,0.055811484
3.664,0.055862573
3.665,0.055913707
3.666,0.055964885
3.667,0.056016109
3.668,0.056067377
3.669,0.056118689
3.67,0.056170047
3.671,0.056221449
3.672,0.056272895
3.673,0.056485696
3.674,0.056537254
3.675,0.056588857
3.676,0.056640504
3.677,0.056692196
3.678,0.056743933
3.679,0.056795713
3.68,0.056847539
3.681,0.056899409
3.682,0.056951323
3.683,0.057003282
3.684,0.057055286
3.685,0.057107334
3.686,0.057159426
3.687,0.057211563
3.688,0.057263744
3.689,0.057315969
3.69,0.057368239
3.691,0.057420553
3.692,0.057472911
3.693,0.057525314
3.694,0.057577761
3.695,0.057630252
3.696,0.057682787
3.697,0.057735366
3.698,0.05778799
3.699,0.057840658
3.7,0.05789337
3.701,0.057946126
3.702,0.057998926
3.703,0.05805177
3.704,0.058104658
3.705,0.05815759
3.706,0.058210567
3.707,0.058263587
3.708,0.058316651
3.709,0.058369759
3.71,0.058422911
3.711,0.058476107
3.712,0.058529346
3.713,0.05858263
3.714,0.058635957
3.715,0.058689328
3.716,0.058742743
3.717,0.058796201
3.718,0.058849703
3.719,0.058903249
3.72,0.058956839
3.721,0.059010472
3.722,0.059064149
3.723,0.059117869
3.724,0.059171633
3.725,0.05922544
3.726,0.059279291
3.727,0.059333186
3.728,0.059387123
3.729,0.059441105
3.73,0.059495129
3.731,0.059483228
3.732,0.059471343
3.733,0.059459474
3.734,0.05944762
3.735,0.059435783
3.736,0.059423961
3.737,0.059412155
3.738,0.059400365
3.739,0.059388591
3.74,0.059376833
3.741,0.05936509
3.742,0.059353363
3.743,0.059341652
3.744,0.059329956
3.745,0.059318276
3.746,0.059306611
3.747,0.059294962
3.748,0.059283329
3.749,0.059271711
3.75,0.059260108
3.751,0.059248521
3.752,0.05923695
3.753,0.059225393
3.754,0.059213852
3.755,0.059245315
3.756,0.059233306
3.757,0.059221312
3.758,0.059209334
3.759,0.059197371
3.76,0.059185423
3.761,0.05917349
3.762,0.059161573
3.763,0.05914967
3.764,0.059137783
3.765,0.059125911
3.766,0.059114054
3.767,0.059102212
3.768,0.059090385
3.769,0.059078573
3.77,0.059066775
3.771,0.059054993
3.772,0.059043226
3.773,0.059031474
3.774,0.059019736
3.775,0.059008013
3.776,0.058996305
3.777,0.058984612
3.778,0.058972933
3.779,0.05896127
3.78,0.058949621
3.781,0.058897436
3.782,0.058845394
3.783,0.058793494
3.784,0.058741736
3.785,0.058690119
3.786,0.058638643
3.787,0.058587308
3.788,0.058536112
3.789,0.058485055
3.79,0.058434137
3.791,0.058383357
3.792,0.058332715
3.793,0.058282211
3.794,0.058231843
3.795,0.058181611
3.796,0.058131516
3.797,0.058081556
3.798,0.05803173
3.799,0.05798204
3.8,0.057932483
3.801,0.057883059
3.802,0.057833769
3.803,0.057784611
3.804,0.057735586
3.805,0.057686692
3.806,0.057637929
3.807,0.057589297
3.808,0.057540795
3.809,0.057492423
3.81,0.057444181
3.811,0.057396067
3.812,0.057348082
3.813,0.057300225
3.814,0.057252496
3.815,0.057204894
3.816,0.057157418
3.817,0.057110069
3.818,0.057062846
3.819,0.057015748
3.82,0.056968775
3.821,0.056921927
3.822,0.056875202
3.823,0.056828602
3.824,0.056782125
3.825,0.056735771
3.826,0.056689539
3.827,0.056643429
3.828,0.056597441
3.829,0.056551574
3.83,0.056505828
3.831,0.056460203
3.832,0.056414697
3.833,0.056369311
3.834,0.056324044
3.835,0.056278896
3.836,0.056233866
3.837,0.056188955
3.838,0.05614416
3.839,0.056099157
3.84,0.056054132
3.841,0.056009223
3.842,0.05596443
3.843,0.055919753
3.844,0.055875191
3.845,0.055830745
3.846,0.055786413
3.847,0.055742195
3.848,0.055698092
3.849,0.055654102
3.85,0.055610225
3.851,0.055551893
3.852,0.055493745
3.853,0.05543578
3.854,0.055377997
3.855,0.055320396
3.856,0.055262977
3.857,0.055205737
3.858,0.055148677
3.859,0.055091796
3.86,0.055035093
3.861,0.054978567
3.862,0.054922218
3.863,0.054866045
3.864,0.054810047
3.865,0.054754224
3.866,0.054698575
3.867,0.054643099
3.868,0.054587796
3.869,0.054532664
3.87,0.054477703
3.871,0.054422913
3.872,0.054368293
3.873,0.054313842
3.874,0.05425956
3.875,0.054205445
3.876,0.054151498
3.877,0.054097717
3.878,0.054044101
3.879,0.053990652
3.88,0.053937366
3.881,0.053884245
3.882,0.053831287
3.883,0.053778491
3.884,0.053725858
3.885,0.053673386
3.886,0.053621074
3.887,0.053568923
3.888,0.053516932
3.889,0.053465099
3.89,0.053413425
3.891,0.053361908
3.892,0.053310548
3.893,0.053259345
3.894,0.053208298
3.895,0.053157406
3.896,0.053106668
3.897,0.053056085
3.898,0.053005655
3.899,0.052955378
3.9,0.052905254
3.901,0.052855281
3.902,0.052805459
3.903,0.052755788
3.904,0.052706267
3.905,0.052656896
3.906,0.052607673
3.907,0.052558599
3.908,0.052509672
3.909,0.052460893
3.91,0.05241226
3.911,0.052363773
3.912,0.052315432
3.913,0.052267235
3.914,0.052219184
3.915,0.052171276
3.916,0.052123511
3.917,0.052075889
3.918,0.05202841
3.919,0.051981072
3.92,0.051933876
3.921,0.05188682
3.922,0.051839904
3.923,0.051793219
3.924,0.051747036
3.925,0.051700991
3.926,0.051655085
3.927,0.051609316
3.928,0.051563683
3.929,0.051518187
3.93,0.051472827
3.931,0.051427602
3.932,0.051382511
3.933,0.051337555
3.934,0.051292733
3.935,0.051248045
3.936,0.051203489
3.937,0.051159065
3.938,0.051114773
3.939,0.051070613
3.94,0.051026583
3.941,0.050982684
3.942,0.050938915
3.943,0.050895275
3.944,0.050851765
3.945,0.050808382
3.946,0.050765128
3.947,0.050722001
3.948,0.050679002
3.949,0.050636129
3.95,0.050593382
3.951,0.050550761
3.952,0.050508266
3.953,0.050465895
3.954,0.050423648
3.955,0.050381526
3.956,0.050339527
3.957,0.05029765
3.958,0.050255897
3.959,0.050214266
3.96,0.050172756
3.961,0.050131367
3.962,0.0500901
3.963,0.050048953
3.964,0.050007925
3.965,0.049967018
3.966,0.049926229
3.967,0.049885559
3.968,0.049845008
3.969,0.049804574
3.97,0.049764257
3.971,0.049716433
3.972,0.049668765
3.973,0.049621252
3.974,0.049573895
3.975,0.049526692
3.976,0.049479643
3.977,0.049432748
3.978,0.049386005
3.979,0.049339414
3.98,0.049292974
3.981,0.049246686
3.982,0.049200547
3.983,0.049154559
3.984,0.049108719
3.985,0.049063028
3.986,0.049017485
3.987,0.048972089
3.988,0.04892684
3.989,0.048881737
3.99,0.048836779
3.991,0.048791967
3.992,0.048747299
3.993,0.048702775
3.994,0.048658394
3.995,0.048614156
3.996,0.048570061
3.997,0.048526107
3.998,0.048482294
3.999,0.048438621
4,0.048395089
4.001,0.048351696
4.002,0.048308442
4.003,0.048265327
4.004,0.048222349
4.005,0.048179508
4.006,0.048136805
4.007,0.048074656
4.008,0.048012338
4.009,0.047969606
4.01,0.04792701
4.011,0.047884548
4.012,0.04784222
4.013,0.047800025
4.014,0.047757963
4.015,0.047716033
4.016,0.047674236
4.017,0.047632569
4.018,0.047591034
4.019,0.047549629
4.02,0.047508353
4.021,0.047467207
4.022,0.04742619
4.023,0.047385302
4.024,0.047344541
4.025,0.047303907
4.026,0.047263401
4.027,0.047223021
4.028,0.047182767
4.029,0.047142638
4.03,0.047102635
4.031,0.047062755
4.032,0.047023001
4.033,0.046983369
4.034,0.046943861
4.035,0.046904476
4.036,0.046865212
4.037,0.046826071
4.038,0.046787051
4.039,0.046748151
4.04,0.046709372
4.041,0.046670713
4.042,0.046632174
4.043,0.046593754
4.044,0.046555452
4.045,0.046517269
4.046,0.046479203
4.047,0.046441254
4.048,0.046403423
4.049,0.046365708
4.05,0.046328109
4.051,0.046290625
4.052,0.046253257
4.053,0.046216003
4.054,0.046178864
4.055,0.046141838
4.056,0.046104926
4.057,0.046068128
4.058,0.046031441
4.059,0.045994867
4.06,0.045958405
4.061,0.045922055
4.062,0.045885815
4.063,0.045849686
4.064,0.045813667
4.065,0.045777758
4.066,0.045741958
4.067,0.045706267
4.068,0.045670685
4.069,0.045635211
4.07,0.045599845
4.071,0.045564586
4.072,0.045529435
4.073,0.04549439
4.074,0.045459451
4.075,0.045424618
4.076,0.045389891
4.077,0.045355268
4.078,0.045320751
4.079,0.045286338
4.08,0.045252028
4.081,0.045217823
4.082,0.045183721
4.083,0.045149721
4.084,0.045115824
4.085,0.045082029
4.086,0.045048336
4.087,0.045014745
4.088,0.044981254
4.089,0.044947864
4.09,0.044914575
4.091,0.044881385
4.092,0.044818043
4.093,0.044777498
4.094,0.044744597
4.095,0.044711795
4.096,0.04467909
4.097,0.044646484
4.098,0.044613975
4.099,0.044581564
4.1,0.044549249
4.101,0.044516004
4.102,0.04448286
4.103,0.044449818
4.104,0.044416877
4.105,0.044384036
4.106,0.044351295
4.107,0.044318655
4.108,0.044286114
4.109,0.044253672
4.11,0.044221328
4.111,0.044189083
4.112,0.044156937
4.113,0.044124888
4.114,0.044092936
4.115,0.044061081
4.116,0.044029324
4.117,0.043997662
4.118,0.043966097
4.119,0.043934627
4.12,0.043903252
4.121,0.043871973
4.122,0.043840788
4.123,0.043809697
4.124,0.043778701
4.125,0.043747798
4.126,0.043716988
4.127,0.043686272
4.128,0.043655648
4.129,0.043625116
4.13,0.043594677
4.131,0.043564329
4.132,0.043534073
4.133,0.043503907
4.134,0.043473833
4.135,0.043443849
4.136,0.043413955
4.137,0.04338415
4.138,0.043354436
4.139,0.04332481
4.14,0.043295273
4.141,0.043265825
4.142,0.043236465
4.143,0.043207193
4.144,0.043178009
4.145,0.043148912
4.146,0.043119902
4.147,0.043090979
4.148,0.043062142
4.149,0.043033391
4.15,0.043004726
4.151,0.042976147
4.152,0.042947653
4.153,0.042919244
4.154,0.04289092
4.155,0.04286268
4.156,0.042834524
4.157,0.042806451
4.158,0.042778463
4.159,0.042750557
4.16,0.042722735
4.161,0.042694995
4.162,0.042667337
4.163,0.042639762
4.164,0.042612268
4.165,0.042584856
4.166,0.042557525
4.167,0.042530275
4.168,0.042503106
4.169,0.042476017
4.17,0.042449009
4.171,0.04242208
4.172,0.042395231
4.173,0.042368461
4.174,0.04234177
4.175,0.042315159
4.176,0.042288625
4.177,0.042262446
4.178,0.042236528
4.179,0.042210688
4.18,0.042184925
4.181,0.04215924
4.182,0.042133631
4.183,0.042108098
4.184,0.042082642
4.185,0.042057262
4.186,0.042031958
4.187,0.042006729
4.188,0.041981575
4.189,0.041956496
4.19,0.041931492
4.191,0.041906563
4.192,0.041881708
4.193,0.041856927
4.194,0.041832219
4.195,0.041807585
4.196,0.041783024
4.197,0.041758537
4.198,0.041734122
4.199,0.041709779
4.2,0.041685509
4.201,0.041661311
4.202,0.041637185
4.203,0.04161313
4.204,0.041589147
4.205,0.041565235
4.206,0.041541394
4.207,0.041517623
4.208,0.041493923
4.209,0.041470293
4.21,0.041446732
4.211,0.041423242
4.212,0.041399821
4.213,0.041376469
4.214,0.041353187
4.215,0.041329973
4.216,0.041306828
4.217,0.041283751
4.218,0.041260742
4.219,0.041237801
4.22,0.041214928
4.221,0.041192122
4.222,0.041169383
4.223,0.041146712
4.224,0.041124107
4.225,0.041101569
4.226,0.041079097
4.227,0.041056692
4.228,0.041034352
4.229,0.041012078
4.23,0.04098987
4.231,0.040967727
4.232,0.040945649
4.233,0.040923636
4.234,0.040901688
4.235,0.040879804
4.236,0.040857984
4.237,0.040836229
4.238,0.040814537
4.239,0.040792909
4.24,0.040771344
4.241,0.040727883
4.242,0.040684619
4.243,0.040641548
4.244,0.04059867
4.245,0.040555984
4.246,0.04051349
4.247,0.040471187
4.248,0.040429073
4.249,0.040387147
4.25,0.04034541
4.251,0.040303858
4.252,0.040262493
4.253,0.040221312
4.254,0.040180315
4.255,0.040139501
4.256,0.040098869
4.257,0.040058418
4.258,0.040018147
4.259,0.039978056
4.26,0.039938142
4.261,0.039898398
4.262,0.039858821
4.263,0.039819421
4.264,0.039780195
4.265,0.039741143
4.266,0.039702264
4.267,0.039663557
4.268,0.039625021
4.269,0.039586656
4.27,0.03954846
4.271,0.039510433
4.272,0.039472574
4.273,0.039434882
4.274,0.039397356
4.275,0.039359996
4.276,0.0393228
4.277,0.039285767
4.278,0.039248898
4.279,0.039212191
4.28,0.039175645
4.281,0.03913926
4.282,0.039103035
4.283,0.039066968
4.284,0.03903106
4.285,0.038995309
4.286,0.038959715
4.287,0.038924277
4.288,0.038888993
4.289,0.038853864
4.29,0.038818889
4.291,0.038784066
4.292,0.038749396
4.293,0.038714877
4.294,0.038680509
4.295,0.03864629
4.296,0.038612221
4.297,0.0385783
4.298,0.038544526
4.299,0.0385109
4.3,0.03847742
4.301,0.038444086
4.302,0.038410896
4.303,0.038377851
4.304,0.038344949
4.305,0.03831219
4.306,0.038279573
4.307,0.038247098
4.308,0.038214763
4.309,0.038182568
4.31,0.038150513
4.311,0.038118597
4.312,0.038086818
4.313,0.038055177
4.314,0.038023673
4.315,0.037992305
4.316,0.037961072
4.317,0.037929974
4.318,0.037899011
4.319,0.037868181
4.32,0.037837484
4.321,0.037806919
4.322,0.037776485
4.323,0.037746183
4.324,0.037716011
4.325,0.03768597
4.326,0.037656057
4.327,0.037626273
4.328,0.037596616
4.329,0.037567088
4.33,0.037537686
4.331,0.03750841
4.332,0.037479259
4.333,0.037450234
4.334,0.037421333
4.335,0.037392556
4.336,0.037363903
4.337,0.037335372
4.338,0.037306963
4.339,0.037278676
4.34,0.037250509
4.341,0.037222463
4.342,0.037194537
4.343,0.037166731
4.344,0.037139043
4.345,0.037111479
4.346,0.037084043
4.347,0.037056723
4.348,0.03702952
4.349,0.037002433
4.35,0.036975461
4.351,0.03693913
4.352,0.036902987
4.353,0.036867033
4.354,0.036831267
4.355,0.036795686
4.356,0.036760291
4.357,0.036725079
4.358,0.036690051
4.359,0.036655205
4.36,0.036620539
4.361,0.036586054
4.362,0.036551747
4.363,0.036517619
4.364,0.036483667
4.365,0.036449891
4.366,0.036416291
4.367,0.036382864
4.368,0.03634961
4.369,0.036316528
4.37,0.036283617
4.371,0.036250877
4.372,0.036218305
4.373,0.036185902
4.374,0.036153666
4.375,0.036121596
4.376,0.036089692
4.377,0.036057952
4.378,0.036026376
4.379,0.035994962
4.38,0.03596371
4.381,0.035932619
4.382,0.035901689
4.383,0.035870917
4.384,0.035840303
4.385,0.035809847
4.386,0.035779548
4.387,0.035749404
4.388,0.035719415
4.389,0.03568958
4.39,0.035659898
4.391,0.035628576
4.392,0.035597423
4.393,0.035566438
4.394,0.03553562
4.395,0.035504968
4.396,0.035474481
4.397,0.035444157
4.398,0.035413997
4.399,0.035383999
4.4,0.035354163
4.401,0.035324487
4.402,0.03529497
4.403,0.035265612
4.404,0.035236411
4.405,0.035207367
4.406,0.03517848
4.407,0.035149747
4.408,0.035121168
4.409,0.035092743
4.41,0.03506447
4.411,0.035036349
4.412,0.035008378
4.413,0.034980558
4.414,0.034952886
4.415,0.034925363
4.416,0.034897987
4.417,0.034870758
4.418,0.034843675
4.419,0.034816737
4.42,0.034789943
4.421,0.034763292
4.422,0.034736784
4.423,0.034710418
4.424,0.034684192
4.425,0.034658107
4.426,0.034632162
4.427,0.034606355
4.428,0.034580687
4.429,0.034555156
4.43,0.034529762
4.431,0.034504504
4.432,0.034479381
4.433,0.034454392
4.434,0.034429536
4.435,0.034404814
4.436,0.034380223
4.437,0.034355764
4.438,0.034331436
4.439,0.034307237
4.44,0.034283168
4.441,0.034278621
4.442,0.034274092
4.443,0.03426958
4.444,0.034265084
4.445,0.034260606
4.446,0.034256145
4.447,0.0342517
4.448,0.034247273
4.449,0.034242862
4.45,0.034238468
4.451,0.034234091
4.452,0.034229731
4.453,0.034225387
4.454,0.03422106
4.455,0.034216749
4.456,0.034212455
4.457,0.034208178
4.458,0.034203917
4.459,0.034199673
4.46,0.034195445
4.461,0.034191233
4.462,0.034187038
4.463,0.034182858
4.464,0.034178696
4.465,0.034174549
4.466,0.034170419
4.467,0.034166304
4.468,0.034162206
4.469,0.034158124
4.47,0.034154058
4.471,0.034150008
4.472,0.034145974
4.473,0.034141956
4.474,0.034137953
4.475,0.034133967
4.476,0.034129996
4.477,0.034126041
4.478,0.034122102
4.479,0.034118179
4.48,0.034114271
4.481,0.034110379
4.482,0.034106502
4.483,0.034102641
4.484,0.034098796
4.485,0.034094965
4.486,0.034091151
4.487,0.034087352
4.488,0.034083568
4.489,0.034079799
4.49,0.034076046
4.491,0.034072308
4.492,0.034068586
4.493,0.034064878
4.494,0.034061186
4.495,0.034057509
4.496,0.034053847
4.497,0.0340502
4.498,0.034046568
4.499,0.034042951
4.5,0.034039349
4.501,0.034035762
4.502,0.034032189
4.503,0.034028632
4.504,0.034025089
4.505,0.034021562
4.506,0.034018048
4.507,0.03401455
4.508,0.034011067
4.509,0.034007598
4.51,0.034004143
4.511,0.034023025
4.512,0.034041929
4.513,0.034026187
4.514,0.034044706
4.515,0.034063247
4.516,0.034081809
4.517,0.034100392
4.518,0.034118997
4.519,0.034137624
4.52,0.034156272
4.521,0.034174942
4.522,0.034193633
4.523,0.034212346
4.524,0.034231081
4.525,0.034249837
4.526,0.034268615
4.527,0.034287415
4.528,0.034306237
4.529,0.03432508
4.53,0.034343946
4.531,0.034362833
4.532,0.034381742
4.533,0.034400673
4.534,0.034419626
4.535,0.034438602
4.536,0.034457599
4.537,0.034476618
4.538,0.03449566
4.539,0.034514723
4.54,0.034533809
4.541,0.034552917
4.542,0.034572047
4.543,0.0345912
4.544,0.034610375
4.545,0.034629572
4.546,0.034648791
4.547,0.034668033
4.548,0.034687298
4.549,0.034706585
4.55,0.034725894
4.551,0.034772953
4.552,0.034820239
4.553,0.034867755
4.554,0.0349155
4.555,0.034963477
4.556,0.035011687
4.557,0.035060131
4.558,0.035108811
4.559,0.035157728
4.56,0.035206884
4.561,0.035248239
4.562,0.035289755
4.563,0.035331439
4.564,0.035373282
4.565,0.035415288
4.566,0.03545746
4.567,0.035499797
4.568,0.035542301
4.569,0.035584973
4.57,0.035627812
4.571,0.035670821
4.572,0.035713999
4.573,0.035757348
4.574,0.035800868
4.575,0.03584456
4.576,0.035888426
4.577,0.035932465
4.578,0.035976679
4.579,0.036021069
4.58,0.036065635
4.581,0.036110993
4.582,0.036156539
4.583,0.036202274
4.584,0.036248198
4.585,0.036294313
4.586,0.036340619
4.587,0.036387117
4.588,0.036433809
4.589,0.036480695
4.59,0.036527777
