wave,L-Lysine
0.4,0.770245141102578
0.401,0.7656814392952142
0.402,0.7646109607047858
0.40299999999999997,0.7671548100000004
0.40399999999999997,0.7750323812242879
0.405,0.78453922
0.406,0.7819057641602165
0.407,0.7753217858397832
0.408,0.7740429049350016
0.409,0.7805364050649988
0.41,0.7820610400000002
0.411,0.7861034495759043
0.412,0.79251444
0.413,0.7876867974625255
0.414,0.7904330500000002
0.415,0.7952531348586027
0.416,0.792738995141397
0.417,0.79362172
0.418,0.7966175400417997
0.419,0.7977679999999999
0.42,0.7948388348305521
0.421,0.79932189
0.422,0.8044954059516811
0.423,0.8060905740483192
0.424,0.8074703653005939
0.425,0.8060004246994059
0.4260000000000001,0.8056130400000002
0.4270000000000001,0.8089963377739223
0.4280000000000001,0.8107737300000001
0.4290000000000001,0.8133055292653149
0.4300000000000001,0.8162320607346855
0.4310000000000001,0.8168955205561887
0.4320000000000001,0.8149511394438109
0.4330000000000001,0.8151087200000001
0.4340000000000001,0.817839443896361
0.4350000000000001,0.8182290800000003
0.4360000000000001,0.8214499624054521
0.4370000000000001,0.8236905075945483
0.4380000000000001,0.8219276726630468
0.4390000000000001,0.8221939773369533
0.4400000000000001,0.8251438100000003
0.4410000000000001,0.8288665627724724
0.4420000000000001,0.8302711200000001
0.4430000000000001,0.8314877745633087
0.4440000000000001,0.8319441054366913
0.4450000000000001,0.8319722504967901
0.4460000000000001,0.8330219295032099
0.4470000000000001,0.8349206400000001
0.4480000000000001,0.8371168780376197
0.4490000000000001,0.83875543
0.4500000000000001,0.8396331797910043
0.4510000000000001,0.8406122802089959
0.4520000000000001,0.8417793052399952
0.4530000000000001,0.8433033047600048
0.4540000000000001,0.8466613300000002
0.4550000000000001,0.8487485391279088
0.4560000000000001,0.84873217
0.4570000000000001,0.8496453281830183
0.4580000000000001,0.8504636300000001
0.4590000000000001,0.8518529722744547
0.4600000000000001,0.8540804177255457
0.4610000000000001,0.85577047
0.4620000000000001,0.8566856308483916
0.4630000000000001,0.8574456000000001
0.4640000000000001,0.8589255307233928
0.4650000000000001,0.85999787
0.4660000000000001,0.8608798499436012
0.4670000000000001,0.8618742100563991
0.4680000000000001,0.8630595890466192
0.4690000000000001,0.8639642509533809
0.4700000000000001,0.8647422200000001
0.4710000000000001,0.8660965219681805
0.4720000000000001,0.86829334
0.4730000000000001,0.8685542275890482
0.4740000000000001,0.8683131324109518
0.4750000000000001,0.8711016930841384
0.4760000000000001,0.8724101069158617
0.4770000000000001,0.8718884599999999
0.4780000000000001,0.8706604854883452
0.4790000000000001,0.8712093200000002
0.4800000000000001,0.8728590816724668
0.4810000000000001,0.8750263283275337
0.4820000000000001,0.8765974607522851
0.4830000000000001,0.8766726892477151
0.4840000000000001,0.8766292300000001
0.4850000000000001,0.8773812024802753
0.4860000000000001,0.8789166200000003
0.4870000000000001,0.8804519306951862
0.4880000000000001,0.881521449304814
0.4890000000000001,0.8822705818915623
0.4900000000000001,0.8834597381084379
0.4910000000000001,0.8841217800000001
0.4920000000000001,0.8846843143746563
0.4930000000000001,0.8853257899999999
0.4940000000000001,0.8842762623307766
0.4950000000000001,0.8835093400000001
0.4960000000000001,0.8841121927497452
0.4970000000000001,0.8853871672502552
0.4980000000000001,0.88593119
0.4990000000000001,0.8861460678512215
0.5000000000000001,0.8861478000000002
0.5010000000000001,0.8854003159964202
0.5020000000000001,0.8869999734882259
0.5030000000000001,0.8891162476745166
0.5040000000000001,0.8883874472885729
0.5050000000000001,0.88831198
0.5060000000000001,0.8887946685503725
0.5070000000000001,0.8892221871744412
0.5080000000000001,0.8889229359854598
