wave,Tholin Jovanovic PH
0.4,0.025571075091342266
0.401,0.025548778134272254
0.402,0.025526492313964866
0.40299999999999997,0.025504217631482362
0.40399999999999997,0.02548195408789411
0.405,0.02545970168426237
0.406,0.02544857966026015
0.407,0.025437460421645852
0.408,0.025426343968554477
0.409,0.02541523030111037
0.41,0.025404119419452087
0.411,0.025381906014015243
0.412,0.025359703753291996
0.413,0.025337512638341053
0.414,0.025315332670206914
0.415,0.025293163849934075
0.416,0.02527100617857414
0.417,0.025248859657164502
0.418,0.025226724286749658
0.419,0.025204600068363447
0.42,0.025182487003046816
0.421,0.02516038509183005
0.422,0.02513829433574699
0.423,0.02511621473582437
0.424,0.02509414629309248
0.425,0.025072089008574494
0.4260000000000001,0.025039024005682364
0.4270000000000001,0.02500598411451449
0.4280000000000001,0.024972969338495687
0.4290000000000001,0.024939979681054325
0.4300000000000001,0.024907015145586797
0.4310000000000001,0.024874075735496604
0.4320000000000001,0.024841161454165928
0.4330000000000001,0.024808272304966295
0.4340000000000001,0.024775408291262124
0.4350000000000001,0.024742569416400073
0.4360000000000001,0.024709755683723245
0.4370000000000001,0.024676967096549873
0.4380000000000001,0.024644203658201747
0.4390000000000001,0.024611465371982888
0.4400000000000001,0.02457875224118311
0.4410000000000001,0.02454606426908157
0.4420000000000001,0.024513401458950312
0.4430000000000001,0.024480763814040074
0.4440000000000001,0.02444815133760514
0.4450000000000001,0.024415564032871373
0.4460000000000001,0.024393853148922062
0.4470000000000001,0.02437215345477739
0.4480000000000001,0.024350464951393036
0.4490000000000001,0.02432878763971047
0.4500000000000001,0.024307121520678265
0.4510000000000001,0.024274643330411294
0.4520000000000001,0.02424219032889141
0.4530000000000001,0.024209762519284084
0.4540000000000001,0.024177359904733464
0.4550000000000001,0.02414498248838015
0.4560000000000001,0.024112630273339875
0.4570000000000001,0.024080303262728364
0.4580000000000001,0.02404800145964714
0.4590000000000001,0.024015724867179955
0.4600000000000001,0.02398347348840346
0.4610000000000001,0.023961986578342476
0.4620000000000001,0.023940510876631294
0.4630000000000001,0.023919046384172304
0.4640000000000001,0.02389759310187145
0.4650000000000001,0.023876151030624015
0.4660000000000001,0.023854720171325283
0.4670000000000001,0.023833300524863432
0.4680000000000001,0.0238118920921373
0.4690000000000001,0.023790494874027956
0.4700000000000001,0.023769108871427136
0.4710000000000001,0.02374773408521591
0.4720000000000001,0.023726370516275352
0.4730000000000001,0.023705018165482983
0.4740000000000001,0.02368367703371632
0.4750000000000001,0.023662347121845784
0.4760000000000001,0.02364102843074889
0.4770000000000001,0.023619720961296053
0.4780000000000001,0.023598424714347033
0.4790000000000001,0.02357713969076869
0.4800000000000001,0.023555865891424332
0.4810000000000001,0.023534603317170166
0.4820000000000001,0.0235133519688695
0.4830000000000001,0.023492111847371433
0.4840000000000001,0.02347088295353217
0.4850000000000001,0.023449665288197252
0.4860000000000001,0.02343906066648671
0.4870000000000001,0.023428458852219336
0.4880000000000001,0.023417859845498157
0.4890000000000001,0.02340726364643686
0.4900000000000001,0.02339667025513492
0.4910000000000001,0.023375491896231892
0.4920000000000001,0.023354324769631063
0.4930000000000001,0.02333316887616732
0.4940000000000001,0.023312024216675553
0.4950000000000001,0.023290890791983543
0.4960000000000001,0.02328032829295168
0.4970000000000001,0.02326976860292973
0.4980000000000001,0.023259211722020723
0.4990000000000001,0.02324865765033124
0.5000000000000001,0.023238106387964308
0.5010000000000001,0.023217012291603112
0.5020000000000001,0.02319592943375426
0.5030000000000001,0.023174857815241978
0.5040000000000001,0.02315379743687629
0.5050000000000001,0.023132748299477868
0.5060000000000001,0.023122227946391405
0.5070000000000001,0.023111710403849628
0.5080000000000001,0.023101195671955566
0.5090000000000001,0.02309068375080514
0.5100000000000001,0.023080174640504936
0.5110000000000001,0.023069668341150873
0.5120000000000001,0.02305916485284598
0.5130000000000001,0.023048664175686184
0.5140000000000001,0.023038166309778063
0.5150000000000001,0.02302767125521399
0.5160000000000001,0.02302767125521399
0.5170000000000001,0.02302767125521399
0.5180000000000001,0.02302767125521399
0.5190000000000001,0.02302767125521399
0.5200000000000001,0.02302767125521399
0.5210000000000001,0.02301717901210054
0.5220000000000001,0.023006689580533646
0.5230000000000001,0.022996202960612777
0.5240000000000001,0.022985719152440964
0.5250000000000001,0.022975238156110578
0.5260000000000001,0.0229542845993862
0.5270000000000001,0.022933342291228342
0.5280000000000001,0.02291241123242216
0.5290000000000001,0.022891491423759902
0.5300000000000001,0.022870582866012512
0.5310000000000001,0.022860132806481914
0.5320000000000001,0.022849685559972244
0.5330000000000001,0.022839241126582976
0.5340000000000001,0.02282879950641359
0.5350000000000001,0.02281836069955645
0.5360000000000001,0.022807924706111038
0.5370000000000001,0.022797491526173275
0.5380000000000001,0.022787061159842636
0.5390000000000001,0.0227766336072186
0.5400000000000001,0.022766208868397086
0.5410000000000001,0.022745367832513352
0.5420000000000001,0.022724538052980137
0.5430000000000001,0.022703719530568378
0.5440000000000002,0.022682912266063227
0.5450000000000002,0.022662116260239173
0.5460000000000002,0.022651722479750447
0.5470000000000002,0.022641331514346774
0.5480000000000002,0.022630943364209344
0.5490000000000002,0.022620558029533555
0.5500000000000002,0.022610175510589414
0.5510000000000002,0.022589418918308013
0.5520000000000002,0.022568673589542954
0.5530000000000002,0.02254793952588585
0.5540000000000002,0.022527216729404387
0.5550000000000002,0.022506505202880334
0.5560000000000002,0.022485804948964017
0.5570000000000002,0.0224651159731728
0.5580000000000002,0.022444438282683166
0.5590000000000002,0.022423771887961408
0.5600000000000002,0.022403116804429857
0.5610000000000002,0.022382473037573902
0.5620000000000002,0.02236184062171276
0.5630000000000002,0.022341219595165995
0.5640000000000002,0.022320610013302655
0.5650000000000002,0.022300011956200905
0.5660000000000002,0.022289717828016364
0.5670000000000002,0.02227942696804064
0.5680000000000002,0.022269139562119733
0.5690000000000002,0.02225885587167653
0.5700000000000002,0.022248576264011888
0.5710000000000002,0.022228022327379193
0.5720000000000002,0.022207481672651852
0.5730000000000002,0.022186955026302968
0.5740000000000002,0.022166443373290434
0.5750000000000002,0.022145948047796793
0.5760000000000002,0.022125468359558198
0.5770000000000002,0.022105007528516296
0.5780000000000002,0.0220845679790429
0.5790000000000002,0.02206415289947472
0.5800000000000002,0.022043766480205562
0.5810000000000002,0.022033624676023322
0.5820000000000002,0.02202350890208038
0.5830000000000002,0.022013425562466438
0.5840000000000002,0.022003382810929395
0.5850000000000002,0.02199339102933706
0.5860000000000002,0.02197321696602117
0.5870000000000002,0.021953112362282923
0.5880000000000002,0.02193309095050111
0.5890000000000002,0.02191316972083257
0.5900000000000002,0.02189336972043776
0.5910000000000002,0.02187359262597255
0.5920000000000002,0.021853940961289453
0.5930000000000002,0.021834437132302043
0.5940000000000002,0.02181510810368792
0.5950000000000002,0.021795986408477575
0.5960000000000002,0.0217870408642149
0.5970000000000002,0.0217782993634259
0.5980000000000002,0.02176979649485844
0.5990000000000002,0.021761573275455248
0.6000000000000002,0.021753678508307672
0.6010000000000002,0.02173539484805076
0.6020000000000002,0.021717380509169715
0.6030000000000002,0.021699671027764822
0.6040000000000002,0.021682307411843738
0.6050000000000002,0.02166533710936136
0.6060000000000002,0.021658350230602252
0.6070000000000002,0.021651721245106614
0.6080000000000002,0.021645494206595117
0.6090000000000002,0.02163971936426279
0.6100000000000002,0.02163445415031262
0.6110000000000002,0.02162877128374774
0.6120000000000002,0.021623519357813592
0.6130000000000002,0.021618744403848922
0.6140000000000002,0.021614498046517383
0.6150000000000002,0.02161083825729193
0.6160000000000002,0.021593865434482495
0.6170000000000002,0.021577044580173066
0.6180000000000002,0.02156038242384639
0.6190000000000002,0.021543886048341676
0.6200000000000002,0.02152756290967517
0.6210000000000002,0.02151869679632057
0.6220000000000002,0.021509846787910902
0.6230000000000002,0.021501013018831117
0.6240000000000002,0.021492195624716715
0.6250000000000002,0.02148339474248573
0.6260000000000002,0.021467595264386574
0.6270000000000002,0.021452187116107524
0.6280000000000002,0.021437140118312215
0.6290000000000002,0.021422426742283562
0.6300000000000002,0.02140802185300572
0.6310000000000002,0.021394550043520866
0.6320000000000002,0.02138126834802989
0.6330000000000002,0.02136816498166283
0.6340000000000002,0.021355229005170173
0.6350000000000002,0.021342450257286316
0.6360000000000002,0.02134084843838835
0.6370000000000002,0.021339299762573205
0.6380000000000002,0.021337802142788576
0.6390000000000002,0.02133635358704211
0.6400000000000002,0.021334952193516443
0.6410000000000002,0.0213242324295706
0.6420000000000002,0.021313528321368125
0.6430000000000002,0.02130283958289425
0.6440000000000002,0.021292165935708596
0.6450000000000002,0.021281507108685815
0.6460000000000002,0.02127315331263091
0.6470000000000002,0.02126485988239324
0.6480000000000002,0.021256628943564948
0.6490000000000002,0.021248462707859517
0.6500000000000002,0.021240363476906055
0.6510000000000002,0.02124056484453618
0.6520000000000002,0.02124076638559913
0.6530000000000002,0.02124096809914633
0.6540000000000002,0.02124116998423986
0.6550000000000002,0.02124137203994536
0.6560000000000002,0.02124233092883543
0.6570000000000003,0.02124330456546275
0.6580000000000003,0.021244293167775652
0.6590000000000003,0.021245296956973192
0.6600000000000003,0.021246316157586875
0.6610000000000003,0.021237634382409
0.6620000000000003,0.021228981745618825
0.6630000000000003,0.021220358786802507
0.6640000000000003,0.021211766057245285
0.6650000000000003,0.021203204120208596
0.6660000000000003,0.02120558765692948
0.6670000000000003,0.021208055492820677
0.6680000000000003,0.021210610806836172
0.6690000000000003,0.021213256908218625
0.6700000000000003,0.021215997242169493
0.6710000000000003,0.02121846000925487
0.6720000000000003,0.021220998218350218
0.6730000000000003,0.021223614315257322
0.6740000000000003,0.02122631083089388
0.6750000000000003,0.021229090384412785
0.6760000000000003,0.021229788261116767
0.6770000000000003,0.021230489812012365
0.6780000000000003,0.021231195048745377
0.6790000000000003,0.021231903982982914
0.6800000000000003,0.021232616626392087
0.6810000000000003,0.021232891461163916
0.6820000000000003,0.021233166347990107
0.6830000000000003,0.021233441285911425
0.6840000000000003,0.021233716273961534
0.6850000000000003,0.021233991311177647
0.6860000000000003,0.02123338268834729
0.6870000000000003,0.021232779983385797
0.6880000000000003,0.021232183120588388
0.6890000000000003,0.021231592025433343
0.6900000000000003,0.02123100662456423
0.6910000000000003,0.021233869493816115
0.6920000000000003,0.02123681907968944
0.6930000000000003,0.021239858169405323
0.6940000000000003,0.02124298964588789
0.6950000000000003,0.021246216491192627
0.6960000000000003,0.02125109404422787
0.6970000000000003,0.021256197315011605
0.6980000000000003,0.021261537689156285
0.6990000000000003,0.021267127175178757
0.7000000000000003,0.02127297844039333
0.7010000000000003,0.021277792016512365
0.7020000000000003,0.0212827809500169
0.7030000000000003,0.02128795210305867
0.7040000000000003,0.021293312623868133
0.7050000000000003,0.021298869959082367
0.7060000000000003,0.021303846474427957
0.7070000000000003,0.02130897958443967
0.7080000000000003,0.021314274520602083
0.7090000000000003,0.021319736697940073
0.7100000000000003,0.021325371721580666
0.7110000000000003,0.021329351718165412
0.7120000000000003,0.02133341459945015
0.7130000000000003,0.021337562126561238
0.7140000000000003,0.0213417960983584
0.7150000000000003,0.02134611835220923
0.7160000000000003,0.021350530764792097
0.7170000000000003,0.02135503525292748
0.7180000000000003,0.02135963377439154
0.7190000000000003,0.021364328328793647
0.7200000000000003,0.02136912095841126
0.7210000000000003,0.021362944984296917
0.7220000000000003,0.021356969470325282
0.7230000000000003,0.021351186745079076
0.7240000000000003,0.02134558947065912
0.7250000000000003,0.021340170626654498
0.7260000000000003,0.0213424575465595
0.7270000000000003,0.021344766980938346
0.7280000000000003,0.021347099126394653
0.7290000000000003,0.021349454180981553
0.7300000000000003,0.021351832344201682
0.7310000000000003,0.021352210984595388
0.7320000000000003,0.021352589337084282
0.7330000000000003,0.021352967401444545
0.7340000000000003,0.02135334517745946
0.7350000000000003,0.021353722664915864
0.7360000000000003,0.021353093358833064
0.7370000000000003,0.021352467803968267
0.7380000000000003,0.021351845969348915
0.7390000000000003,0.021351227824307983
0.7400000000000003,0.021350613338498192
0.7410000000000003,0.021347081875390472
0.7420000000000003,0.021343625077157924
0.7430000000000003,0.021340241033865226
0.7440000000000003,0.02133692789208652
0.7450000000000003,0.021333683853054453
0.7460000000000003,0.021321397394043373
0.7470000000000003,0.021309149999293453
0.7480000000000003,0.021296940968376532
0.7490000000000003,0.021284769616780608
0.7500000000000003,0.02127263527549772
