wave,30_70
0.4,0.9998364875297537
0.401,0.999835668287118
0.402,0.9998348573342971
0.40299999999999997,0.9998340545096054
0.40399999999999997,0.999833259662333
0.405,0.999832472656386
0.406,0.9998316933527297
0.407,0.999830921613333
0.408,0.9998301572971618
0.409,0.9998294002940172
0.41,0.9998286504577277
0.411,0.999827365989308
0.412,0.9998260973974686
0.413,0.9998248442940995
0.414,0.9998236063062691
0.415,0.9998223830666196
0.416,0.9998211742389352
0.417,0.9998199794822841
0.418,0.9998187984729594
0.419,0.9998176309085368
0.42,0.9998164764900312
0.421,0.9998138050203271
0.422,0.9998111841251222
0.423,0.9998086116318669
0.424,0.9998060855303922
0.425,0.9998036039427202
0.4260000000000001,0.9998011651170662
0.4270000000000001,0.9997987674245257
0.4280000000000001,0.9997964093243658
0.4290000000000001,0.9997940893741945
0.4300000000000001,0.9997918062312903
0.4310000000000001,0.9997867731220887
0.4320000000000001,0.9997818793197214
0.4330000000000001,0.999777115511117
0.4340000000000001,0.9997724733517118
0.4350000000000001,0.9997679454086148
0.4360000000000001,0.9997635249738299
0.4370000000000001,0.9997592059770956
0.4380000000000001,0.9997549829241306
0.4390000000000001,0.9997508507963725
0.4400000000000001,0.9997468050172804
0.4410000000000001,0.9997411797296838
0.4420000000000001,0.9997356994833233
0.4430000000000001,0.9997303552631082
0.4440000000000001,0.9997251389651278
0.4450000000000001,0.9997200432844209
0.4460000000000001,0.9997150615896239
0.4470000000000001,0.9997101878521457
0.4480000000000001,0.9997054165694109
0.4490000000000001,0.9997007426907607
0.4500000000000001,0.9996961615766409
0.4510000000000001,0.9996899122607276
0.4520000000000001,0.999683814049321
0.4530000000000001,0.9996778581879802
0.4540000000000001,0.9996720367342198
0.4550000000000001,0.9996663424889152
0.4560000000000001,0.9996607688765402
0.4570000000000001,0.9996553098808997
0.4580000000000001,0.9996499599847662
0.4590000000000001,0.9996447141010161
0.4600000000000001,0.9996395675330239
0.4610000000000001,0.9996315420046377
0.4620000000000001,0.9996237222601912
0.4630000000000001,0.9996160955056743
0.4640000000000001,0.999608650239445
0.4650000000000001,0.9996013760821645
0.4660000000000001,0.999594263626654
0.4670000000000001,0.9995873043085196
0.4680000000000001,0.9995804903188722
0.4690000000000001,0.9995738144902292
0.4700000000000001,0.9995672702455526
0.4710000000000001,0.9995579292338103
0.4720000000000001,0.9995488209511483
0.4730000000000001,0.9995399313219626
0.4740000000000001,0.9995312476699781
0.4750000000000001,0.9995227585152809
0.4760000000000001,0.9995144534269198
0.4770000000000001,0.9995063228887795
0.4780000000000001,0.9994983582030053
0.4790000000000001,0.9994905513692189
0.4800000000000001,0.9994828950387401
0.4810000000000001,0.9994717503069547
0.4820000000000001,0.9994608819733392
0.4830000000000001,0.9994502733589078
0.4840000000000001,0.999439909426702
0.4850000000000001,0.9994297765652145
0.4860000000000001,0.9994198624054421
0.4870000000000001,0.9994101556600827
0.4880000000000001,0.9994006460047462
0.4890000000000001,0.9993913239532863
0.4900000000000001,0.9993821807776812
0.4910000000000001,0.9993702289437918
0.4920000000000001,0.9993585483538713
0.4930000000000001,0.9993471241578779
0.4940000000000001,0.9993359428292389
0.4950000000000001,0.9993249920223917
0.4960000000000001,0.9993142604177458
0.4970000000000001,0.9993037376119865
0.4980000000000001,0.9992934140137623
0.4990000000000001,0.9992832807616602
0.5000000000000001,0.9992733296413739
0.5010000000000001,0.9992609431561663
0.5020000000000001,0.9992488102076659
