wave,70_30
0.4,0.860256832430558
0.401,0.8597587389808061
0.402,0.8592655935485468
0.40299999999999997,0.8587773141625356
0.40399999999999997,0.8582938208979498
0.405,0.8578150358062904
0.406,0.857340882848327
0.407,0.8568712878299269
0.408,0.8564061783407132
0.409,0.855945483695247
0.41,0.855489134876756
0.411,0.8550379854916558
0.412,0.8545910546667168
0.413,0.8541482780058332
0.414,0.8537095925802578
0.415,0.8532749368828567
0.416,0.8528442507842536
0.417,0.8524174754906645
0.418,0.8519945535033472
0.419,0.8515754285796948
0.42,0.8511600456958023
0.421,0.8507492981465488
0.422,0.8503421915923869
0.423,0.8499386743934398
0.424,0.8495386959935318
0.425,0.8491422068893161
0.4260000000000001,0.8487491586004008
0.4270000000000001,0.8483595036405734
0.4280000000000001,0.8479731954900926
0.4290000000000001,0.847590188568925
0.4300000000000001,0.8472104382109893
0.4310000000000001,0.8468338931783819
0.4320000000000001,0.8464605180976725
0.4330000000000001,0.8461842105200698
0.4340000000000001,0.8460847643396794
0.4350000000000001,0.8459858582817629
0.4360000000000001,0.8458874878596133
0.4370000000000001,0.8457896486366675
0.4380000000000001,0.8456923362257482
0.4390000000000001,0.8455955462884484
0.4400000000000001,0.8454992745343638
0.4410000000000001,0.8454044994342509
0.4420000000000001,0.8453102357128899
0.4430000000000001,0.8452164792117549
0.4440000000000001,0.8451232258178594
0.4450000000000001,0.8450304714630377
0.4460000000000001,0.8449382121234077
0.4470000000000001,0.8448464438187027
0.4480000000000001,0.8447551626117286
0.4490000000000001,0.8446643646076964
0.4500000000000001,0.8445740459537202
0.4510000000000001,0.8444841960843507
0.4520000000000001,0.8443948180216525
0.4530000000000001,0.844305908034588
0.4540000000000001,0.84421746243179
0.4550000000000001,0.8441294775609666
0.4560000000000001,0.8440419498084667
0.4570000000000001,0.8439548755986654
0.4580000000000001,0.8438682513935333
0.4590000000000001,0.8437820736920754
0.4600000000000001,0.8436963390299075
0.4610000000000001,0.8436110304901875
0.4620000000000001,0.8435261582444148
0.4630000000000001,0.8434417189343553
0.4640000000000001,0.8433577092364877
0.4650000000000001,0.8432741258615339
0.4660000000000001,0.8431909655539785
0.4670000000000001,0.8431082250916735
0.4680000000000001,0.8430259012854049
0.4690000000000001,0.842943990978417
0.4700000000000001,0.8428624910460694
0.4710000000000001,0.842782393002698
0.4720000000000001,0.8427027006472858
0.4730000000000001,0.8426234109418874
0.4740000000000001,0.8425445208790966
0.4750000000000001,0.8424660274816458
0.4760000000000001,0.8423879278020403
0.4770000000000001,0.8423102189221952
0.4780000000000001,0.842232897953013
0.4790000000000001,0.8421559620340874
0.4800000000000001,0.8420794083332837
0.4810000000000001,0.8420032106678782
0.4820000000000001,0.8419273897630954
0.4830000000000001,0.8418519428685833
0.4840000000000001,0.8417768672609127
0.4850000000000001,0.8417021602432514
0.4860000000000001,0.841627819145028
0.4870000000000001,0.8415538413216062
0.4880000000000001,0.8414802241539785
0.4890000000000001,0.8414069650484409
0.4900000000000001,0.841334061436285
0.4910000000000001,0.8412614879964259
