wave_nm,Band1,Band2,Band3,Band4,Band5,Band6,Band7,Band8,Band9
618,3.36E-187,4.85E-30,7.27E-09,0.000299826,0.03023603,3.09E-08,1.44E-13,4.20E-22,4.06E-25
619,1.07E-188,2.26E-30,5.26E-09,0.000222734,0.032030998,4.65E-08,2.10E-13,6.90E-22,5.69E-25
620,3.37E-190,1.05E-30,3.79E-09,0.000164003,0.033632797,6.97E-08,3.04E-13,1.13E-21,7.96E-25
621,1.05E-191,4.86E-31,2.72E-09,0.000119692,0.035002762,1.04E-07,4.39E-13,1.85E-21,1.11E-24
622,3.20E-193,2.23E-31,1.95E-09,8.66E-05,0.036106755,1.53E-07,6.33E-13,3.02E-21,1.55E-24
623,9.67E-195,1.02E-31,1.39E-09,6.21E-05,0.036916576,2.25E-07,9.10E-13,4.90E-21,2.17E-24
624,2.88E-196,4.66E-32,9.88E-10,4.41E-05,0.037411161,3.29E-07,1.30E-12,7.95E-21,3.02E-24
625,8.45E-198,2.12E-32,7.00E-10,3.11E-05,0.037577491,4.78E-07,1.86E-12,1.29E-20,4.20E-24
626,2.45E-199,9.57E-33,4.94E-10,2.17E-05,0.037411161,6.89E-07,2.66E-12,2.07E-20,5.85E-24
627,6.99E-201,4.30E-33,3.48E-10,1.50E-05,0.036916576,9.89E-07,3.78E-12,3.33E-20,8.12E-24
628,1.97E-202,1.93E-33,2.44E-10,1.03E-05,0.036106755,1.41E-06,5.36E-12,5.35E-20,1.13E-23
629,5.47E-204,8.59E-34,1.70E-10,7.00E-06,0.035002762,2.00E-06,7.57E-12,8.55E-20,1.56E-23
630,1.50E-205,3.81E-34,1.18E-10,4.72E-06,0.033632797,2.81E-06,1.07E-11,1.36E-19,2.16E-23
631,4.05E-207,1.68E-34,8.22E-11,3.15E-06,0.032030998,3.93E-06,1.50E-11,2.17E-19,2.99E-23
632,1.08E-208,7.40E-35,5.68E-11,2.08E-06,0.03023603,5.46E-06,2.11E-11,3.44E-19,4.12E-23
633,2.83E-210,3.24E-35,3.92E-11,1.37E-06,0.028289541,7.55E-06,2.95E-11,5.45E-19,5.69E-23
634,7.34E-212,1.41E-35,2.69E-11,8.90E-07,0.026234563,1.04E-05,4.11E-11,8.59E-19,7.84E-23
635,1.88E-213,6.13E-36,1.84E-11,5.73E-07,0.024113963,1.42E-05,5.72E-11,1.35E-18,1.08E-22
636,4.73E-215,2.65E-36,1.25E-11,3.66E-07,0.021968993,1.92E-05,7.93E-11,2.12E-18,1.48E-22
637,1.18E-216,1.14E-36,8.52E-12,2.32E-07,0.01983803,2.59E-05,1.10E-10,3.32E-18,2.04E-22
638,2.88E-218,4.87E-37,5.77E-12,1.46E-07,0.017755534,3.47E-05,1.51E-10,5.18E-18,2.80E-22
639,6.97E-220,2.07E-37,3.89E-12,9.06E-08,0.015751276,4.62E-05,2.08E-10,8.06E-18,3.83E-22
640,1.66E-221,8.79E-38,2.62E-12,5.58E-08,0.013849835,6.12E-05,2.86E-10,1.25E-17,5.25E-22
641,3.91E-223,3.71E-38,1.75E-12,3.41E-08,0.01207036,8.05E-05,3.91E-10,1.94E-17,7.17E-22
642,9.07E-225,1.56E-38,1.17E-12,2.07E-08,0.0104266,0.000105184,5.33E-10,2.99E-17,9.80E-22
643,2.08E-226,6.53E-39,7.80E-13,1.24E-08,0.008927133,0.000136669,7.26E-10,4.60E-17,1.34E-21
644,4.68E-228,2.72E-39,5.17E-13,7.39E-09,0.007575793,0.000176489,9.85E-10,7.06E-17,1.82E-21
645,1.04E-229,1.13E-39,3.42E-13,4.36E-09,0.006372223,0.000226511,1.33E-09,1.08E-16,2.48E-21
646,2.29E-231,4.65E-40,2.25E-13,2.55E-09,0.005312522,0.000288924,1.80E-09,1.65E-16,3.37E-21
647,4.95E-233,1.91E-40,1.48E-13,1.48E-09,0.004389927,0.000366271,2.42E-09,2.51E-16,4.58E-21
648,1.06E-234,7.82E-41,9.66E-14,8.48E-10,0.003595511,0.000461473,3.25E-09,3.81E-16,6.22E-21
649,2.22E-236,3.18E-41,6.30E-14,4.83E-10,0.002918843,0.000577848,4.35E-09,5.78E-16,8.43E-21
650,4.62E-238,1.29E-41,4.09E-14,2.72E-10,0.002348593,0.000719127,5.81E-09,8.72E-16,1.14E-20
651,9.45E-240,5.21E-42,2.65E-14,1.52E-10,0.00187306,0.00088945,7.73E-09,1.31E-15,1.54E-20
652,1.91E-241,2.09E-42,1.71E-14,8.44E-11,0.001480615,0.001093355,1.03E-08,1.97E-15,2.09E-20
653,3.80E-243,8.36E-43,1.10E-14,4.64E-11,0.001160058,0.001335751,1.36E-08,2.95E-15,2.81E-20
654,7.47E-245,3.33E-43,7.03E-15,2.53E-11,0.000900874,0.001621862,1.79E-08,4.41E-15,3.79E-20
655,1.45E-246,1.32E-43,4.49E-15,1.36E-11,0.000693418,0.001957161,2.36E-08,6.57E-15,5.11E-20
656,2.76E-248,5.20E-44,2.86E-15,7.29E-12,0.000529021,0.002347271,3.10E-08,9.76E-15,6.87E-20
657,5.21E-250,2.04E-44,1.81E-15,3.87E-12,0.000400035,0.002797849,4.06E-08,1.45E-14,9.23E-20
658,9.67E-252,7.98E-45,1.14E-15,2.03E-12,0.000299826,0.003314434,5.31E-08,2.14E-14,1.24E-19
659,1.77E-253,3.11E-45,7.20E-16,1.06E-12,0.000222734,0.003902282,6.91E-08,3.15E-14,1.66E-19
660,3.20E-255,1.20E-45,4.52E-16,5.47E-13,0.000164003,0.00456617,8.98E-08,4.62E-14,2.22E-19
661,5.71E-257,4.64E-46,2.83E-16,2.80E-13,0.000119692,0.005310186,1.16E-07,6.77E-14,2.98E-19
662,1.00E-258,1.78E-46,1.76E-16,1.42E-13,8.66E-05,0.006137501,1.50E-07,9.90E-14,3.98E-19
663,1.74E-260,6.81E-47,1.09E-16,7.14E-14,6.21E-05,0.007050137,1.94E-07,1.44E-13,5.31E-19
664,2.98E-262,2.59E-47,6.77E-17,3.56E-14,4.41E-05,0.008048737,2.49E-07,2.10E-13,7.08E-19
665,5.02E-264,9.81E-48,4.17E-17,1.76E-14,3.11E-05,0.009132341,3.19E-07,3.04E-13,9.43E-19
666,8.34E-266,3.70E-48,2.56E-17,8.60E-15,2.17E-05,0.010298184,4.07E-07,4.39E-13,1.25E-18
667,1.37E-267,1.39E-48,1.57E-17,4.17E-15,1.50E-05,0.011541529,5.19E-07,6.33E-13,1.67E-18
668,2.21E-269,5.19E-49,9.58E-18,2.01E-15,1.03E-05,0.012855537,6.59E-07,9.10E-13,2.21E-18
669,3.53E-271,1.93E-49,5.83E-18,9.57E-16,7.00E-06,0.014231193,8.35E-07,1.30E-12,2.93E-18
670,5.56E-273,7.14E-50,3.53E-18,4.52E-16,4.72E-06,0.015657288,1.06E-06,1.86E-12,3.89E-18
671,8.62E-275,2.63E-50,2.13E-18,2.12E-16,3.15E-06,0.017120481,1.33E-06,2.66E-12,5.14E-18
672,1.32E-276,9.66E-51,1.28E-18,9.83E-17,2.08E-06,0.018605424,1.67E-06,3.78E-12,6.79E-18
673,1.99E-278,3.53E-51,7.70E-19,4.52E-17,1.37E-06,0.020094969,2.10E-06,5.36E-12,8.97E-18
674,2.96E-280,1.28E-51,4.60E-19,2.06E-17,8.90E-07,0.021570454,2.62E-06,7.57E-12,1.18E-17
675,4.35E-282,4.64E-52,2.74E-19,9.32E-18,5.73E-07,0.023012056,3.27E-06,1.07E-11,1.56E-17
676,6.30E-284,1.67E-52,1.63E-19,4.18E-18,3.66E-07,0.024399208,4.06E-06,1.50E-11,2.05E-17
677,9.00E-286,6.00E-53,9.62E-20,1.85E-18,2.32E-07,0.025711074,5.03E-06,2.11E-11,2.69E-17
678,1.27E-287,2.14E-53,5.67E-20,8.16E-19,1.46E-07,0.026927057,6.22E-06,2.95E-11,3.54E-17
679,1.76E-289,7.61E-54,3.33E-20,3.56E-19,9.06E-08,0.028027331,7.68E-06,4.11E-11,4.64E-17
680,2.41E-291,2.69E-54,1.95E-20,1.54E-19,5.58E-08,0.028993374,9.44E-06,5.72E-11,6.08E-17
681,3.26E-293,9.49E-55,1.14E-20,6.60E-20,3.41E-08,0.029808489,1.16E-05,7.93E-11,7.95E-17
682,4.34E-295,3.33E-55,6.62E-21,2.80E-20,2.07E-08,0.030458277,1.42E-05,1.10E-10,1.04E-16
683,5.70E-297,1.16E-55,3.83E-21,1.18E-20,1.24E-08,0.030931066,1.73E-05,1.51E-10,1.36E-16
684,7.38E-299,4.04E-56,2.21E-21,4.92E-21,7.39E-09,0.031218255,2.10E-05,2.08E-10,1.77E-16
685,9.44E-301,1.40E-56,1.27E-21,2.04E-21,4.36E-09,0.031314576,2.55E-05,2.86E-10,2.31E-16
686,1.19E-302,4.81E-57,7.30E-22,8.35E-22,2.55E-09,0.031218255,3.08E-05,3.91E-10,3.00E-16
687,1.48E-304,1.65E-57,4.17E-22,3.39E-22,1.48E-09,0.030931066,3.72E-05,5.33E-10,3.90E-16
688,1.81E-306,5.63E-58,2.37E-22,1.37E-22,8.48E-10,0.030458277,4.47E-05,7.26E-10,5.07E-16
689,0.00E+00,1.91E-58,1.35E-22,5.46E-23,4.83E-10,0.029808489,5.36E-05,9.85E-10,6.57E-16
690,2.61289666317484e-310,6.47E-59,7.62E-23,2.16E-23,2.72E-10,0.028993374,6.42E-05,1.33E-09,8.52E-16
691,3.072698596536e-312,2.18E-59,4.29E-23,8.47E-24,1.52E-10,0.028027331,7.66E-05,1.80E-09,1.10E-15
692,3.563666791e-314,7.29E-60,2.41E-23,3.29E-24,8.44E-11,0.026927057,9.11E-05,2.42E-09,1.43E-15
693,4.0761825e-316,2.43E-60,1.35E-23,1.27E-24,4.64E-11,0.025711074,0.000108121,3.25E-09,1.84E-15
694,4.59822e-318,8.08E-61,7.53E-24,4.84E-25,2.53E-11,0.024399208,0.000127952,4.35E-09,2.37E-15
695,5.1156e-320,2.67E-61,4.18E-24,1.83E-25,1.36E-11,0.023012056,0.000151007,5.81E-09,3.06E-15
696,5.63e-322,8.80E-62,2.32E-24,6.88E-26,7.29E-12,0.021570454,0.000177729,7.73E-09,3.94E-15
697,5e-324,2.88E-62,1.28E-24,2.56E-26,3.87E-12,0.020094969,0.000208607,1.03E-08,5.06E-15
698,0,9.40E-63,7.03E-25,9.42E-27,2.03E-12,0.018605424,0.000244181,1.36E-08,6.50E-15
699,0,3.05E-63,3.85E-25,3.44E-27,1.06E-12,0.017120481,0.000285039,1.79E-08,8.34E-15
700,0,9.87E-64,2.10E-25,1.25E-27,5.47E-13,0.015657288,0.000331824,2.36E-08,1.07E-14
701,0,3.17E-64,1.15E-25,4.47E-28,2.80E-13,0.014231193,0.000385232,3.10E-08,1.37E-14
702,0,1.02E-64,6.21E-26,1.59E-28,1.42E-13,0.012855537,0.000446013,4.06E-08,1.75E-14
703,0,3.24E-65,3.36E-26,5.61E-29,7.14E-14,0.011541529,0.000514972,5.31E-08,2.24E-14
704,0,1.03E-65,1.81E-26,1.96E-29,3.56E-14,0.010298184,0.000592966,6.91E-08,2.85E-14
705,0,3.25E-66,9.71E-27,6.79E-30,1.76E-14,0.009132341,0.000680906,8.98E-08,3.64E-14
706,0,1.02E-66,5.20E-27,2.33E-30,8.60E-15,0.008048737,0.00077975,1.16E-07,4.63E-14
707,0,3.20E-67,2.77E-27,7.93E-31,4.17E-15,0.007050137,0.000890501,1.50E-07,5.89E-14
708,0,9.99E-68,1.47E-27,2.68E-31,2.01E-15,0.006137501,0.001014201,1.94E-07,7.48E-14
709,0,3.10E-68,7.79E-28,8.95E-32,9.57E-16,0.005310186,0.001151925,2.49E-07,9.49E-14
710,0,9.57E-69,4.11E-28,2.96E-32,4.52E-16,0.00456617,0.001304774,3.19E-07,1.20E-13
711,0,2.94E-69,2.16E-28,9.74E-33,2.12E-16,0.003902282,0.001473863,4.07E-07,1.52E-13
712,0,9.01E-70,1.13E-28,3.17E-33,9.83E-17,0.003314434,0.001660312,5.19E-07,1.93E-13
713,0,2.75E-70,5.91E-29,1.02E-33,4.52E-17,0.002797849,0.001865233,6.59E-07,2.43E-13
714,0,8.33E-71,3.08E-29,3.27E-34,2.06E-17,0.002347271,0.002089715,8.35E-07,3.07E-13
715,0,2.52E-71,1.60E-29,1.04E-34,9.32E-18,0.001957161,0.002334812,1.06E-06,3.87E-13
716,0,7.57E-72,8.24E-30,3.26E-35,4.18E-18,0.001621862,0.002601521,1.33E-06,4.87E-13
717,0,2.26E-72,4.25E-30,1.01E-35,1.85E-18,0.001335751,0.002890771,1.67E-06,6.13E-13
718,0,6.75E-73,2.18E-30,3.13E-36,8.16E-19,0.001093355,0.003203397,2.10E-06,7.70E-13
719,0,2.00E-73,1.11E-30,9.57E-37,3.56E-19,0.00088945,0.003540124,2.62E-06,9.66E-13
720,0,5.91E-74,5.68E-31,2.90E-37,1.54E-19,0.000719127,0.003901549,3.27E-06,1.21E-12
721,0,1.74E-74,2.88E-31,8.72E-38,6.60E-20,0.000577848,0.004288114,4.06E-06,1.52E-12
722,0,5.08E-75,1.46E-31,2.60E-38,2.80E-20,0.000461473,0.004700091,5.03E-06,1.90E-12
723,0,1.48E-75,7.36E-32,7.67E-39,1.18E-20,0.000366271,0.005137562,6.22E-06,2.37E-12
724,0,4.29E-76,3.70E-32,2.25E-39,4.92E-21,0.000288924,0.005600394,7.68E-06,2.96E-12
725,0,1.24E-76,1.85E-32,6.51E-40,2.04E-21,0.000226511,0.006088227,9.44E-06,3.69E-12
726,0,3.56E-77,9.25E-33,1.87E-40,8.35E-22,0.000176489,0.006600454,1.16E-05,4.60E-12
727,0,1.02E-77,4.60E-33,5.33E-41,3.39E-22,0.000136669,0.007136209,1.42E-05,5.72E-12
728,0,2.90E-78,2.28E-33,1.51E-41,1.37E-22,0.000105184,0.007694353,1.73E-05,7.10E-12
729,0,8.21E-79,1.13E-33,4.22E-42,5.46E-23,8.05E-05,0.008273463,2.10E-05,8.82E-12
730,0,2.32E-79,5.54E-34,1.17E-42,2.16E-23,6.12E-05,0.008871832,2.55E-05,1.09E-11
731,0,6.51E-80,2.72E-34,3.22E-43,8.47E-24,4.62E-05,0.009487462,3.08E-05,1.35E-11
732,0,1.82E-80,1.33E-34,8.77E-44,3.29E-24,3.47E-05,0.010118066,3.72E-05,1.68E-11
733,0,5.07E-81,6.48E-35,2.37E-44,1.27E-24,2.59E-05,0.010761077,4.47E-05,2.07E-11
734,0,1.40E-81,3.14E-35,6.35E-45,4.84E-25,1.92E-05,0.011413654,5.36E-05,2.56E-11
735,0,3.88E-82,1.52E-35,1.69E-45,1.83E-25,1.42E-05,0.0120727,6.42E-05,3.15E-11
736,0,1.06E-82,7.34E-36,4.43E-46,6.88E-26,1.04E-05,0.012734881,7.66E-05,3.88E-11
737,0,2.91E-83,3.52E-36,1.16E-46,2.56E-26,7.55E-06,0.013396646,9.11E-05,4.78E-11
738,0,7.92E-84,1.69E-36,2.99E-47,9.42E-27,5.46E-06,0.014054261,0.000108121,5.87E-11
739,0,2.14E-84,8.05E-37,7.65E-48,3.44E-27,3.93E-06,0.014703839,0.000127952,7.21E-11
740,0,5.78E-85,3.83E-37,1.94E-48,1.25E-27,2.81E-06,0.015341371,0.000151007,8.84E-11
741,0,1.55E-85,1.81E-37,4.89E-49,4.47E-28,2.00E-06,0.015962774,0.000177729,1.08E-10
742,0,4.15E-86,8.57E-38,1.22E-49,1.59E-28,1.41E-06,0.016563926,0.000208607,1.33E-10
743,0,1.10E-86,4.03E-38,3.02E-50,5.61E-29,9.89E-07,0.017140716,0.000244181,1.62E-10
744,0,2.92E-87,1.89E-38,7.39E-51,1.96E-29,6.89E-07,0.017689086,0.000285039,1.98E-10
745,0,7.71E-88,8.83E-39,1.80E-51,6.79E-30,4.78E-07,0.018205079,0.000331824,2.41E-10
746,0,2.02E-88,4.11E-39,4.32E-52,2.33E-30,3.29E-07,0.018684887,0.000385232,2.94E-10
747,0,5.29E-89,1.91E-39,1.03E-52,7.93E-31,2.25E-07,0.019124898,0.000446013,3.58E-10
748,0,1.38E-89,8.83E-40,2.44E-53,2.68E-31,1.53E-07,0.019521741,0.000514972,4.35E-10
749,0,3.56E-90,4.07E-40,5.72E-54,8.95E-32,1.04E-07,0.019872326,0.000592966,5.28E-10
750,0,9.18E-91,1.87E-40,1.33E-54,2.96E-32,6.97E-08,0.020173888,0.000680906,6.40E-10
751,0,2.36E-91,8.56E-41,3.06E-55,9.74E-33,4.65E-08,0.020424021,0.00077975,7.76E-10
752,0,6.02E-92,3.90E-41,6.99E-56,3.17E-33,3.09E-08,0.020620711,0.000890501,9.39E-10
753,0,1.53E-92,1.77E-41,1.58E-56,1.02E-33,2.04E-08,0.020762362,0.001014201,1.14E-09
754,0,3.87E-93,8.04E-42,3.54E-57,3.27E-34,1.34E-08,0.02084782,0.001151925,1.37E-09
755,0,9.76E-94,3.63E-42,7.88E-58,1.04E-34,8.71E-09,0.020876384,0.001304774,1.65E-09
756,0,2.45E-94,1.63E-42,1.74E-58,3.26E-35,5.64E-09,0.02084782,0.001473863,1.99E-09
757,0,6.11E-95,7.31E-43,3.79E-59,1.01E-35,3.63E-09,0.020762362,0.001660312,2.40E-09
758,0,1.52E-95,3.27E-43,8.20E-60,3.13E-36,2.32E-09,0.020620711,0.001865233,2.88E-09
759,0,3.76E-96,1.45E-43,1.76E-60,9.57E-37,1.48E-09,0.020424021,0.002089715,3.46E-09
760,0,9.26E-97,6.45E-44,3.74E-61,2.90E-37,9.33E-10,0.020173888,0.002334812,4.15E-09
761,0,2.27E-97,2.85E-44,7.89E-62,8.72E-38,5.86E-10,0.019872326,0.002601521,4.98E-09
762,0,5.55E-98,1.26E-44,1.65E-62,2.60E-38,3.66E-10,0.019521741,0.002890771,5.96E-09
763,0,1.35E-98,5.52E-45,3.41E-63,7.67E-39,2.27E-10,0.019124898,0.003203397,7.13E-09
764,0,3.26E-99,2.42E-45,7.00E-64,2.25E-39,1.40E-10,0.018684887,0.003540124,8.51E-09
765,0,7.85E-100,1.05E-45,1.42E-64,6.51E-40,8.57E-11,0.018205079,0.003901549,1.02E-08
766,0,1.88E-100,4.58E-46,2.87E-65,1.87E-40,5.22E-11,0.017689086,0.004288114,1.21E-08
767,0,4.49E-101,1.98E-46,5.73E-66,5.33E-41,3.16E-11,0.017140716,0.004700091,1.44E-08
768,0,1.07E-101,8.55E-47,1.14E-66,1.51E-41,1.90E-11,0.016563926,0.005137562,1.71E-08
769,0,2.53E-102,3.68E-47,2.23E-67,4.22E-42,1.14E-11,0.015962774,0.005600394,2.04E-08
770,0,5.95E-103,1.58E-47,4.34E-68,1.17E-42,6.75E-12,0.015341371,0.006088227,2.41E-08
771,0,1.39E-103,6.73E-48,8.37E-69,3.22E-43,3.99E-12,0.014703839,0.006600454,2.86E-08
772,0,3.25E-104,2.86E-48,1.60E-69,8.77E-44,2.34E-12,0.014054261,0.007136209,3.39E-08
773,0,7.55E-105,1.21E-48,3.03E-70,2.37E-44,1.36E-12,0.013396646,0.007694353,4.01E-08
774,0,1.75E-105,5.13E-49,5.69E-71,6.35E-45,7.91E-13,0.012734881,0.008273463,4.73E-08
775,0,4.02E-106,2.16E-49,1.06E-71,1.69E-45,4.56E-13,0.0120727,0.008871832,5.59E-08
776,0,9.21E-107,9.07E-50,1.95E-72,4.43E-46,2.61E-13,0.011413654,0.009487462,6.59E-08
777,0,2.10E-107,3.80E-50,3.57E-73,1.16E-46,1.48E-13,0.010761077,0.010118066,7.75E-08
778,0,4.77E-108,1.58E-50,6.48E-74,2.99E-47,8.40E-14,0.010118066,0.010761077,9.12E-08
779,0,1.08E-108,6.57E-51,1.16E-74,7.65E-48,4.72E-14,0.009487462,0.011413654,1.07E-07
780,0,2.43E-109,2.72E-51,2.07E-75,1.94E-48,2.64E-14,0.008871832,0.0120727,1.26E-07
781,0,5.44E-110,1.12E-51,3.66E-76,4.89E-49,1.46E-14,0.008273463,0.012734881,1.47E-07
782,0,1.21E-110,4.61E-52,6.39E-77,1.22E-49,8.08E-15,0.007694353,0.013396646,1.73E-07
783,0,2.69E-111,1.89E-52,1.11E-77,3.02E-50,4.43E-15,0.007136209,0.014054261,2.02E-07
784,0,5.95E-112,7.71E-53,1.91E-78,7.39E-51,2.41E-15,0.006600454,0.014703839,2.36E-07
785,0,1.31E-112,3.14E-53,3.25E-79,1.80E-51,1.31E-15,0.006088227,0.015341371,2.75E-07
786,0,2.86E-113,1.27E-53,5.48E-80,4.32E-52,7.04E-16,0.005600394,0.015962774,3.21E-07
787,0,6.25E-114,5.14E-54,9.17E-81,1.03E-52,3.77E-16,0.005137562,0.016563926,3.74E-07
788,0,1.36E-114,2.07E-54,1.52E-81,2.44E-53,2.00E-16,0.004700091,0.017140716,4.35E-07
789,0,2.93E-115,8.31E-55,2.50E-82,5.72E-54,1.06E-16,0.004288114,0.017689086,5.05E-07
790,0,6.30E-116,3.32E-55,4.07E-83,1.33E-54,5.56E-17,0.003901549,0.018205079,5.87E-07
791,0,1.35E-116,1.32E-55,6.58E-84,3.06E-55,2.90E-17,0.003540124,0.018684887,6.80E-07
792,0,2.87E-117,5.25E-56,1.05E-84,6.99E-56,1.51E-17,0.003203397,0.019124898,7.88E-07
793,0,6.10E-118,2.08E-56,1.67E-85,1.58E-56,7.77E-18,0.002890771,0.019521741,9.11E-07
794,0,1.29E-118,8.20E-57,2.63E-86,3.54E-57,3.98E-18,0.002601521,0.019872326,1.05E-06
795,0,2.71E-119,3.22E-57,4.09E-87,7.88E-58,2.03E-18,0.002334812,0.020173888,1.22E-06
796,0,5.67E-120,1.26E-57,6.33E-88,1.74E-58,1.03E-18,0.002089715,0.020424021,1.40E-06
797,0,1.18E-120,4.92E-58,9.69E-89,3.79E-59,5.16E-19,0.001865233,0.020620711,1.61E-06
798,0,2.45E-121,1.91E-58,1.47E-89,8.20E-60,2.58E-19,0.001660312,0.020762362,1.86E-06
799,0,5.06E-122,7.42E-59,2.21E-90,1.76E-60,1.28E-19,0.001473863,0.02084782,2.13E-06
800,0,1.04E-122,2.87E-59,3.30E-91,3.74E-61,6.34E-20,0.001304774,0.020876384,2.45E-06
801,0,2.13E-123,1.10E-59,4.87E-92,7.89E-62,3.11E-20,0.001151925,0.02084782,2.81E-06
802,0,4.33E-124,4.23E-60,7.14E-93,1.65E-62,1.52E-20,0.001014201,0.020762362,3.22E-06
803,0,8.79E-125,1.62E-60,1.04E-93,3.41E-63,7.36E-21,0.000890501,0.020620711,3.68E-06
804,0,1.77E-125,6.16E-61,1.49E-94,7.00E-64,3.54E-21,0.00077975,0.020424021,4.21E-06
805,0,3.56E-126,2.34E-61,2.13E-95,1.42E-64,1.70E-21,0.000680906,0.020173888,4.81E-06
806,0,7.13E-127,8.85E-62,3.01E-96,2.87E-65,8.08E-22,0.000592966,0.019872326,5.48E-06
807,0,1.42E-127,3.33E-62,4.21E-97,5.73E-66,3.82E-22,0.000514972,0.019521741,6.25E-06
808,0,2.81E-128,1.25E-62,5.85E-98,1.14E-66,1.80E-22,0.000446013,0.019124898,7.11E-06
809,0,5.55E-129,4.69E-63,8.06E-99,2.23E-67,8.40E-23,0.000385232,0.018684887,8.08E-06
810,0,1.09E-129,1.75E-63,1.10E-99,4.34E-68,3.90E-23,0.000331824,0.018205079,9.18E-06
811,0,2.13E-130,6.50E-64,1.49E-100,8.37E-69,1.80E-23,0.000285039,0.017689086,1.04E-05
812,0,4.15E-131,2.41E-64,1.99E-101,1.60E-69,8.25E-24,0.000244181,0.017140716,1.18E-05
813,0,8.05E-132,8.90E-65,2.65E-102,3.03E-70,3.76E-24,0.000208607,0.016563926,1.33E-05
814,0,1.55E-132,3.27E-65,3.49E-103,5.69E-71,1.70E-24,0.000177729,0.015962774,1.51E-05
815,0,2.98E-133,1.20E-65,4.55E-104,1.06E-71,7.67E-25,0.000151007,0.015341371,1.70E-05
816,0,5.70E-134,4.39E-66,5.89E-105,1.95E-72,3.43E-25,0.000127952,0.014703839,1.92E-05
817,0,1.09E-134,1.60E-66,7.55E-106,3.57E-73,1.53E-25,0.000108121,0.014054261,2.17E-05
818,0,2.06E-135,5.79E-67,9.60E-107,6.48E-74,6.75E-26,9.11E-05,0.013396646,2.44E-05
819,0,3.88E-136,2.10E-67,1.21E-107,1.16E-74,2.97E-26,7.66E-05,0.012734881,2.74E-05
820,0,7.28E-137,7.55E-68,1.51E-108,2.07E-75,1.30E-26,6.42E-05,0.0120727,3.08E-05
821,0,1.36E-137,2.71E-68,1.87E-109,3.66E-76,5.62E-27,5.36E-05,0.011413654,3.45E-05
822,0,2.53E-138,9.70E-69,2.29E-110,6.39E-77,2.42E-27,4.47E-05,0.010761077,3.87E-05
823,0,4.69E-139,3.46E-69,2.79E-111,1.11E-77,1.04E-27,3.72E-05,0.010118066,4.33E-05
824,0,8.65E-140,1.23E-69,3.36E-112,1.91E-78,4.43E-28,3.08E-05,0.009487462,4.84E-05
825,0,1.59E-140,4.36E-70,4.01E-113,3.25E-79,1.87E-28,2.55E-05,0.008871832,5.41E-05
826,0,2.90E-141,1.54E-70,4.75E-114,5.48E-80,7.88E-29,2.10E-05,0.008273463,6.03E-05
827,0,5.28E-142,5.41E-71,5.57E-115,9.17E-81,3.30E-29,1.73E-05,0.007694353,6.72E-05
828,0,9.56E-143,1.90E-71,6.48E-116,1.52E-81,1.37E-29,1.42E-05,0.007136209,7.48E-05
829,0,1.72E-143,6.62E-72,7.47E-117,2.50E-82,5.66E-30,1.16E-05,0.006600454,8.32E-05
830,0,3.09E-144,2.30E-72,8.54E-118,4.07E-83,2.32E-30,9.44E-06,0.006088227,9.24E-05
831,0,5.52E-145,7.99E-73,9.67E-119,6.58E-84,9.48E-31,7.68E-06,0.005600394,0.000102564
832,0,9.82E-146,2.76E-73,1.09E-119,1.05E-84,3.84E-31,6.22E-06,0.005137562,0.000113675
833,0,1.74E-146,9.52E-74,1.21E-120,1.67E-85,1.55E-31,5.03E-06,0.004700091,0.00012585
834,0,3.06E-147,3.27E-74,1.33E-121,2.63E-86,6.21E-32,4.06E-06,0.004288114,0.000139176
835,0,5.37E-148,1.12E-74,1.46E-122,4.09E-87,2.47E-32,3.27E-06,0.003901549,0.000153745
836,0,9.38E-149,3.81E-75,1.58E-123,6.33E-88,9.77E-33,2.62E-06,0.003540124,0.000169651
837,0,1.63E-149,1.29E-75,1.69E-124,9.69E-89,3.84E-33,2.10E-06,0.003203397,0.000186998
838,0,2.82E-150,4.38E-76,1.80E-125,1.47E-89,1.50E-33,1.67E-06,0.002890771,0.000205891
839,0,4.86E-151,1.48E-76,1.90E-126,2.21E-90,5.83E-34,1.33E-06,0.002601521,0.000226444
840,0,8.34E-152,4.97E-77,1.99E-127,3.30E-91,2.25E-34,1.06E-06,0.002334812,0.000248776
841,0,1.42E-152,1.67E-77,2.06E-128,4.87E-92,8.64E-35,8.35E-07,0.002089715,0.000273008
842,0,2.42E-153,5.56E-78,2.12E-129,7.14E-93,3.29E-35,6.59E-07,0.001865233,0.000299272
843,0,4.10E-154,1.85E-78,2.15E-130,1.04E-93,1.25E-35,5.19E-07,0.001660312,0.000327702
844,0,6.90E-155,6.14E-79,2.17E-131,1.49E-94,4.70E-36,4.07E-07,0.001473863,0.000358438
845,0,1.16E-155,2.03E-79,2.17E-132,2.13E-95,1.76E-36,3.19E-07,0.001304774,0.000391626
846,0,1.93E-156,6.68E-80,2.16E-133,3.01E-96,6.54E-37,2.49E-07,0.001151925,0.000427416
847,0,3.21E-157,2.19E-80,2.12E-134,4.21E-97,2.42E-37,1.94E-07,0.001014201,0.000465965
848,0,5.31E-158,7.17E-81,2.06E-135,5.85E-98,8.89E-38,1.50E-07,0.000890501,0.000507431
849,0,8.74E-159,2.34E-81,1.99E-136,8.06E-99,3.25E-38,1.16E-07,0.00077975,0.00055198
