Model: , Shkurtov mixing model of optical constants,,,,,,,
Timestamp: ,9/20/2022 10:14,,,,,,,
,Compound,Molecular Formula,Grainsize (micron),Concentration (%),Measurement Temperature,Wavelength,"Author,Year",DOI
0,Ammonia,NH3,100,100,77-88K,0.4-5.2 micron,"Martonchik, 1984",https://doi.org/10.1364/AO.23.000541
,,,,,,,,
wave,Ammonia,,,,,,,
3.613,0.195073066,,,,,,,
3.614,0.195072451,,,,,,,
3.615,0.195071835,,,,,,,
3.616,0.19507122,,,,,,,
3.617,0.195070604,,,,,,,
3.618,0.195069988,,,,,,,
3.619,0.195069372,,,,,,,
3.62,0.195068756,,,,,,,
3.621,0.19506814,,,,,,,
3.622,0.195067523,,,,,,,
3.623,0.195066907,,,,,,,
3.624,0.19506629,,,,,,,
3.625,0.195065673,,,,,,,
3.626,0.195065056,,,,,,,
3.627,0.195064438,,,,,,,
3.628,0.195063821,,,,,,,
3.629,0.195063203,,,,,,,
3.63,0.195062585,,,,,,,
3.631,0.195061967,,,,,,,
3.632,0.195061349,,,,,,,
3.633,0.195060731,,,,,,,
3.634,0.195060112,,,,,,,
3.635,0.195059494,,,,,,,
3.636,0.195058875,,,,,,,
3.637,0.195058256,,,,,,,
3.638,0.195057636,,,,,,,
3.639,0.195057017,,,,,,,
3.64,0.195056398,,,,,,,
3.641,0.195055778,,,,,,,
3.642,0.195055158,,,,,,,
3.643,0.195054538,,,,,,,
3.644,0.195053918,,,,,,,
3.645,0.195053297,,,,,,,
3.646,0.195052677,,,,,,,
3.647,0.195052056,,,,,,,
3.648,0.195051435,,,,,,,
3.649,0.195050814,,,,,,,
3.65,0.195050193,,,,,,,
3.651,0.195049571,,,,,,,
3.652,0.19504895,,,,,,,
3.653,0.195048328,,,,,,,
3.654,0.195047706,,,,,,,
3.655,0.195047084,,,,,,,
3.656,0.195046462,,,,,,,
3.657,0.195045839,,,,,,,
3.658,0.195045217,,,,,,,
3.659,0.195044594,,,,,,,
3.66,0.195043971,,,,,,,
3.661,0.195043348,,,,,,,
3.662,0.195042724,,,,,,,
3.663,0.195042101,,,,,,,
3.664,0.195041477,,,,,,,
3.665,0.195040854,,,,,,,
3.666,0.19504023,,,,,,,
3.667,0.195039605,,,,,,,
3.668,0.195038981,,,,,,,
3.669,0.195038357,,,,,,,
3.67,0.195037732,,,,,,,
3.671,0.195037107,,,,,,,
3.672,0.195036482,,,,,,,
3.673,0.195035857,,,,,,,
3.674,0.195035231,,,,,,,
3.675,0.195034606,,,,,,,
3.676,0.19503398,,,,,,,
3.677,0.195033354,,,,,,,
3.678,0.195032728,,,,,,,
3.679,0.195032102,,,,,,,
3.68,0.195031476,,,,,,,
3.681,0.195030849,,,,,,,
3.682,0.195030222,,,,,,,
3.683,0.195029595,,,,,,,
3.684,0.195028968,,,,,,,
3.685,0.195028341,,,,,,,
3.686,0.195027713,,,,,,,
3.687,0.195027086,,,,,,,
3.688,0.195026458,,,,,,,
3.689,0.19502583,,,,,,,
3.69,0.195025202,,,,,,,
3.691,0.195024574,,,,,,,
3.692,0.195023945,,,,,,,
3.693,0.195023316,,,,,,,
3.694,0.195022688,,,,,,,
3.695,0.195022059,,,,,,,
3.696,0.195021429,,,,,,,
3.697,0.1950208,,,,,,,
3.698,0.195020171,,,,,,,
3.699,0.195019541,,,,,,,
3.7,0.195018911,,,,,,,
3.701,0.195018281,,,,,,,
3.702,0.195017651,,,,,,,
3.703,0.19501702,,,,,,,
3.704,0.195016471,,,,,,,
3.705,0.195016114,,,,,,,
3.706,0.195015758,,,,,,,
3.707,0.195015401,,,,,,,
3.708,0.195015043,,,,,,,
3.709,0.195014686,,,,,,,
3.71,0.195014328,,,,,,,
3.711,0.19501397,,,,,,,
3.712,0.195013612,,,,,,,
3.713,0.195013253,,,,,,,
3.714,0.195012894,,,,,,,
3.715,0.195012535,,,,,,,
3.716,0.195012175,,,,,,,
3.717,0.195011816,,,,,,,
3.718,0.195011456,,,,,,,
3.719,0.195011095,,,,,,,
3.72,0.195010735,,,,,,,
3.721,0.195010374,,,,,,,
3.722,0.195010013,,,,,,,
3.723,0.195009652,,,,,,,
3.724,0.19500929,,,,,,,
3.725,0.195008928,,,,,,,
3.726,0.195008566,,,,,,,
3.727,0.195008204,,,,,,,
3.728,0.195007841,,,,,,,
3.729,0.195007478,,,,,,,
3.73,0.195007115,,,,,,,
3.731,0.195006751,,,,,,,
3.732,0.195006388,,,,,,,
3.733,0.195006023,,,,,,,
3.734,0.195005659,,,,,,,
3.735,0.195005295,,,,,,,
3.736,0.19500493,,,,,,,
3.737,0.195004565,,,,,,,
3.738,0.195004199,,,,,,,
3.739,0.195003834,,,,,,,
3.74,0.195003468,,,,,,,
3.741,0.195003101,,,,,,,
3.742,0.195002735,,,,,,,
3.743,0.195002368,,,,,,,
3.744,0.195002001,,,,,,,
3.745,0.195001634,,,,,,,
3.746,0.195001266,,,,,,,
3.747,0.195000899,,,,,,,
3.748,0.19500053,,,,,,,
3.749,0.195000162,,,,,,,
3.75,0.194999793,,,,,,,
3.751,0.194999425,,,,,,,
3.752,0.194999055,,,,,,,
3.753,0.194998686,,,,,,,
3.754,0.194998316,,,,,,,
3.755,0.194997946,,,,,,,
3.756,0.194997576,,,,,,,
3.757,0.194997205,,,,,,,
3.758,0.194996835,,,,,,,
3.759,0.194996464,,,,,,,
3.76,0.194996092,,,,,,,
3.761,0.194995721,,,,,,,
3.762,0.194995349,,,,,,,
3.763,0.194994977,,,,,,,
3.764,0.194994604,,,,,,,
3.765,0.194994232,,,,,,,
3.766,0.194993859,,,,,,,
3.767,0.194993486,,,,,,,
3.768,0.194993112,,,,,,,
3.769,0.194992738,,,,,,,
3.77,0.194992364,,,,,,,
3.771,0.19499199,,,,,,,
3.772,0.194991615,,,,,,,
3.773,0.194991241,,,,,,,
3.774,0.194990866,,,,,,,
3.775,0.19499049,,,,,,,
3.776,0.194990115,,,,,,,
3.777,0.194989739,,,,,,,
3.778,0.194989362,,,,,,,
3.779,0.194988986,,,,,,,
3.78,0.194988609,,,,,,,
3.781,0.194988232,,,,,,,
3.782,0.194987855,,,,,,,
3.783,0.194987478,,,,,,,
3.784,0.1949871,,,,,,,
3.785,0.194986722,,,,,,,
3.786,0.194986343,,,,,,,
3.787,0.194985965,,,,,,,
3.788,0.194985586,,,,,,,
3.789,0.194985207,,,,,,,
3.79,0.194984828,,,,,,,
3.791,0.194984448,,,,,,,
3.792,0.194984068,,,,,,,
3.793,0.194983688,,,,,,,
3.794,0.194983307,,,,,,,
3.795,0.194982927,,,,,,,
3.796,0.194982546,,,,,,,
3.797,0.194982164,,,,,,,
3.798,0.194981783,,,,,,,
3.799,0.194981401,,,,,,,
3.8,0.194981019,,,,,,,
3.801,0.194980637,,,,,,,
3.802,0.194980254,,,,,,,
3.803,0.194979871,,,,,,,
3.804,0.194979488,,,,,,,
3.805,0.194979104,,,,,,,
3.806,0.194978721,,,,,,,
3.807,0.194978337,,,,,,,
3.808,0.194977953,,,,,,,
3.809,0.194977568,,,,,,,
3.81,0.194977183,,,,,,,
3.811,0.194976798,,,,,,,
3.812,0.194976413,,,,,,,
3.813,0.194976028,,,,,,,
3.814,0.194975642,,,,,,,
3.815,0.194975256,,,,,,,
3.816,0.194974869,,,,,,,
3.817,0.194974483,,,,,,,
3.818,0.194974096,,,,,,,
3.819,0.194973709,,,,,,,
3.82,0.194973321,,,,,,,
3.821,0.194972933,,,,,,,
3.822,0.194972545,,,,,,,
3.823,0.194972157,,,,,,,
3.824,0.194971769,,,,,,,
3.825,0.19497138,,,,,,,
3.826,0.194970991,,,,,,,
3.827,0.194970602,,,,,,,
3.828,0.194970212,,,,,,,
3.829,0.194969822,,,,,,,
3.83,0.194969432,,,,,,,
3.831,0.194969042,,,,,,,
3.832,0.194968651,,,,,,,
3.833,0.19496826,,,,,,,
3.834,0.194967869,,,,,,,
3.835,0.194967478,,,,,,,
3.836,0.194967086,,,,,,,
3.837,0.194966694,,,,,,,
3.838,0.194966302,,,,,,,
3.839,0.194965909,,,,,,,
3.84,0.194965516,,,,,,,
3.841,0.194965123,,,,,,,
3.842,0.19496473,,,,,,,
3.843,0.194964336,,,,,,,
3.844,0.194963943,,,,,,,
3.845,0.194963548,,,,,,,
3.846,0.194963154,,,,,,,
3.847,0.194962796,,,,,,,
3.848,0.194962445,,,,,,,
3.849,0.194962093,,,,,,,
3.85,0.194961742,,,,,,,
3.851,0.194961391,,,,,,,
3.852,0.194961039,,,,,,,
3.853,0.194960687,,,,,,,
3.854,0.194960336,,,,,,,
3.855,0.194959984,,,,,,,
3.856,0.194959632,,,,,,,
3.857,0.19495928,,,,,,,
3.858,0.194958928,,,,,,,
3.859,0.194958576,,,,,,,
3.86,0.194958224,,,,,,,
3.861,0.194957872,,,,,,,
3.862,0.19495752,,,,,,,
3.863,0.194957168,,,,,,,
3.864,0.194956816,,,,,,,
3.865,0.194956463,,,,,,,
3.866,0.194956111,,,,,,,
3.867,0.194955758,,,,,,,
3.868,0.194955406,,,,,,,
3.869,0.194955053,,,,,,,
3.87,0.1949547,,,,,,,
3.871,0.194954348,,,,,,,
3.872,0.194953995,,,,,,,
3.873,0.194953642,,,,,,,
3.874,0.194953289,,,,,,,
3.875,0.194952936,,,,,,,
3.876,0.194952583,,,,,,,
3.877,0.19495223,,,,,,,
3.878,0.194951877,,,,,,,
3.879,0.194951524,,,,,,,
3.88,0.19495117,,,,,,,
3.881,0.194950817,,,,,,,
3.882,0.194950463,,,,,,,
3.883,0.19495011,,,,,,,
3.884,0.194949756,,,,,,,
3.885,0.194949403,,,,,,,
3.886,0.194949049,,,,,,,
3.887,0.194948695,,,,,,,
3.888,0.194948342,,,,,,,
3.889,0.194947988,,,,,,,
3.89,0.194947634,,,,,,,
3.891,0.19494728,,,,,,,
3.892,0.194946926,,,,,,,
3.893,0.194946572,,,,,,,
3.894,0.194946218,,,,,,,
3.895,0.194945863,,,,,,,
3.896,0.194945509,,,,,,,
3.897,0.194945155,,,,,,,
3.898,0.1949448,,,,,,,
3.899,0.194944446,,,,,,,
3.9,0.194944091,,,,,,,
3.901,0.194943737,,,,,,,
3.902,0.194943382,,,,,,,
3.903,0.194943027,,,,,,,
3.904,0.194942672,,,,,,,
3.905,0.194942318,,,,,,,
3.906,0.194941963,,,,,,,
3.907,0.194941608,,,,,,,
3.908,0.194941253,,,,,,,
3.909,0.194940898,,,,,,,
3.91,0.194940542,,,,,,,
3.911,0.194940187,,,,,,,
3.912,0.194939832,,,,,,,
3.913,0.194939476,,,,,,,
3.914,0.194939121,,,,,,,
3.915,0.194938766,,,,,,,
3.916,0.19493841,,,,,,,
3.917,0.194938054,,,,,,,
3.918,0.194937699,,,,,,,
3.919,0.194937343,,,,,,,
3.92,0.194936987,,,,,,,
3.921,0.194936631,,,,,,,
3.922,0.194936275,,,,,,,
3.923,0.194935919,,,,,,,
3.924,0.194935563,,,,,,,
3.925,0.194935207,,,,,,,
3.926,0.194934851,,,,,,,
3.927,0.194934495,,,,,,,
3.928,0.194934138,,,,,,,
3.929,0.194933782,,,,,,,
3.93,0.194933426,,,,,,,
3.931,0.194933069,,,,,,,
3.932,0.194932713,,,,,,,
3.933,0.194932356,,,,,,,
3.934,0.194931999,,,,,,,
3.935,0.194931643,,,,,,,
3.936,0.194931286,,,,,,,
3.937,0.194930929,,,,,,,
3.938,0.194930572,,,,,,,
3.939,0.194930215,,,,,,,
3.94,0.194929858,,,,,,,
3.941,0.194929501,,,,,,,
3.942,0.194929143,,,,,,,
3.943,0.194928786,,,,,,,
3.944,0.194928429,,,,,,,
3.945,0.194928071,,,,,,,
3.946,0.194927714,,,,,,,
3.947,0.194927357,,,,,,,
3.948,0.194926999,,,,,,,
3.949,0.194926641,,,,,,,
3.95,0.194926284,,,,,,,
3.951,0.194925926,,,,,,,
3.952,0.194925568,,,,,,,
3.953,0.19492521,,,,,,,
3.954,0.194924852,,,,,,,
3.955,0.194924494,,,,,,,
3.956,0.194924136,,,,,,,
3.957,0.194923778,,,,,,,
3.958,0.19492342,,,,,,,
3.959,0.194923061,,,,,,,
3.96,0.194922703,,,,,,,
3.961,0.194922345,,,,,,,
3.962,0.194921986,,,,,,,
3.963,0.194921628,,,,,,,
3.964,0.194921269,,,,,,,
3.965,0.19492091,,,,,,,
3.966,0.194920552,,,,,,,
3.967,0.194920193,,,,,,,
3.968,0.194919834,,,,,,,
3.969,0.194919475,,,,,,,
3.97,0.194919116,,,,,,,
3.971,0.194918757,,,,,,,
3.972,0.194918398,,,,,,,
3.973,0.194918039,,,,,,,
3.974,0.19491768,,,,,,,
3.975,0.19491732,,,,,,,
3.976,0.194916961,,,,,,,
3.977,0.194916602,,,,,,,
3.978,0.194916242,,,,,,,
3.979,0.194915882,,,,,,,
3.98,0.194915523,,,,,,,
3.981,0.194915163,,,,,,,
3.982,0.194914803,,,,,,,
3.983,0.194914444,,,,,,,
3.984,0.194914084,,,,,,,
3.985,0.194913724,,,,,,,
3.986,0.194913364,,,,,,,
3.987,0.194913004,,,,,,,
3.988,0.194912644,,,,,,,
3.989,0.194912283,,,,,,,
3.99,0.194911923,,,,,,,
3.991,0.194911563,,,,,,,
3.992,0.194911202,,,,,,,
3.993,0.194910842,,,,,,,
3.994,0.194910481,,,,,,,
3.995,0.194910121,,,,,,,
3.996,0.19490976,,,,,,,
3.997,0.194909399,,,,,,,
3.998,0.194909039,,,,,,,
3.999,0.194908678,,,,,,,
4,0.194908317,,,,,,,
4.001,0.19490789,,,,,,,
4.002,0.194907463,,,,,,,
4.003,0.194907036,,,,,,,
4.004,0.194906609,,,,,,,
4.005,0.194906181,,,,,,,
4.006,0.194905754,,,,,,,
4.007,0.194905326,,,,,,,
4.008,0.194904898,,,,,,,
4.009,0.19490447,,,,,,,
4.01,0.194904041,,,,,,,
4.011,0.194903613,,,,,,,
4.012,0.194903184,,,,,,,
4.013,0.194902755,,,,,,,
4.014,0.194902326,,,,,,,
4.015,0.194901897,,,,,,,
4.016,0.194901468,,,,,,,
4.017,0.194901039,,,,,,,
4.018,0.194900609,,,,,,,
4.019,0.194900179,,,,,,,
4.02,0.194899749,,,,,,,
4.021,0.194899319,,,,,,,
4.022,0.194898889,,,,,,,
4.023,0.194898458,,,,,,,
4.024,0.194898027,,,,,,,
4.025,0.194897597,,,,,,,
4.026,0.194897166,,,,,,,
4.027,0.194896735,,,,,,,
4.028,0.194896303,,,,,,,
4.029,0.194895872,,,,,,,
4.03,0.19489544,,,,,,,
4.031,0.194895008,,,,,,,
4.032,0.194894576,,,,,,,
4.033,0.194894144,,,,,,,
4.034,0.194893712,,,,,,,
4.035,0.194893279,,,,,,,
4.036,0.194892847,,,,,,,
4.037,0.194892414,,,,,,,
4.038,0.194891981,,,,,,,
4.039,0.194891548,,,,,,,
4.04,0.194891114,,,,,,,
4.041,0.194890681,,,,,,,
4.042,0.194890247,,,,,,,
4.043,0.194889813,,,,,,,
4.044,0.194889379,,,,,,,
4.045,0.194888945,,,,,,,
4.046,0.194888511,,,,,,,
4.047,0.194888077,,,,,,,
4.048,0.194887642,,,,,,,
4.049,0.194887207,,,,,,,
4.05,0.194886772,,,,,,,
4.051,0.194886337,,,,,,,
4.052,0.194885902,,,,,,,
4.053,0.194885466,,,,,,,
4.054,0.19488503,,,,,,,
4.055,0.194884595,,,,,,,
4.056,0.194884159,,,,,,,
4.057,0.194883723,,,,,,,
4.058,0.194883286,,,,,,,
4.059,0.19488285,,,,,,,
4.06,0.194882413,,,,,,,
4.061,0.194881976,,,,,,,
4.062,0.194881539,,,,,,,
4.063,0.194881102,,,,,,,
4.064,0.194880665,,,,,,,
4.065,0.194880227,,,,,,,
4.066,0.19487979,,,,,,,
4.067,0.194879352,,,,,,,
4.068,0.194878914,,,,,,,
4.069,0.194878476,,,,,,,
4.07,0.194878037,,,,,,,
4.071,0.194877599,,,,,,,
4.072,0.19487716,,,,,,,
4.073,0.194876721,,,,,,,
4.074,0.194876282,,,,,,,
4.075,0.194875843,,,,,,,
4.076,0.194875404,,,,,,,
4.077,0.194874964,,,,,,,
4.078,0.194874525,,,,,,,
4.079,0.194874085,,,,,,,
4.08,0.194873645,,,,,,,
4.081,0.194873205,,,,,,,
4.082,0.194872764,,,,,,,
4.083,0.194872324,,,,,,,
4.084,0.194871883,,,,,,,
4.085,0.194871442,,,,,,,
4.086,0.194871001,,,,,,,
4.087,0.19487056,,,,,,,
4.088,0.194870119,,,,,,,
4.089,0.194869677,,,,,,,
4.09,0.194869236,,,,,,,
4.091,0.194868794,,,,,,,
4.092,0.194868352,,,,,,,
4.093,0.19486791,,,,,,,
4.094,0.194867467,,,,,,,
4.095,0.194867025,,,,,,,
4.096,0.194866582,,,,,,,
4.097,0.194866139,,,,,,,
4.098,0.194865696,,,,,,,
4.099,0.194865253,,,,,,,
4.1,0.19486481,,,,,,,
4.101,0.194864366,,,,,,,
4.102,0.194863923,,,,,,,
4.103,0.194863479,,,,,,,
4.104,0.194863035,,,,,,,
4.105,0.194862591,,,,,,,
4.106,0.194862146,,,,,,,
4.107,0.194861702,,,,,,,
4.108,0.194861257,,,,,,,
4.109,0.194860812,,,,,,,
4.11,0.194860367,,,,,,,
4.111,0.194859922,,,,,,,
4.112,0.194859477,,,,,,,
4.113,0.194859031,,,,,,,
4.114,0.194858586,,,,,,,
4.115,0.19485814,,,,,,,
4.116,0.194857694,,,,,,,
4.117,0.194857248,,,,,,,
4.118,0.194856801,,,,,,,
4.119,0.194856355,,,,,,,
4.12,0.194855908,,,,,,,
4.121,0.194855461,,,,,,,
4.122,0.194855014,,,,,,,
4.123,0.194854567,,,,,,,
4.124,0.19485412,,,,,,,
4.125,0.194853672,,,,,,,
4.126,0.194853225,,,,,,,
4.127,0.194852777,,,,,,,
4.128,0.194852329,,,,,,,
4.129,0.194851881,,,,,,,
4.13,0.194851432,,,,,,,
4.131,0.194850984,,,,,,,
4.132,0.194850535,,,,,,,
4.133,0.194850086,,,,,,,
4.134,0.194849637,,,,,,,
4.135,0.194849188,,,,,,,
4.136,0.194848739,,,,,,,
4.137,0.194848289,,,,,,,
4.138,0.194847839,,,,,,,
4.139,0.194847389,,,,,,,
4.14,0.194846939,,,,,,,
4.141,0.194846489,,,,,,,
4.142,0.194846039,,,,,,,
4.143,0.194845588,,,,,,,
4.144,0.194845138,,,,,,,
4.145,0.194844687,,,,,,,
4.146,0.194844236,,,,,,,
4.147,0.194843785,,,,,,,
4.148,0.194843333,,,,,,,
4.149,0.194842882,,,,,,,
4.15,0.19484243,,,,,,,
4.151,0.194841978,,,,,,,
4.152,0.194841526,,,,,,,
4.153,0.194841074,,,,,,,
4.154,0.194840622,,,,,,,
4.155,0.194840169,,,,,,,
4.156,0.194839716,,,,,,,
4.157,0.194839263,,,,,,,
4.158,0.19483881,,,,,,,
4.159,0.194838357,,,,,,,
4.16,0.194837904,,,,,,,
4.161,0.19483745,,,,,,,
4.162,0.194836997,,,,,,,
4.163,0.194836543,,,,,,,
4.164,0.194836089,,,,,,,
4.165,0.194835634,,,,,,,
4.166,0.19483518,,,,,,,
4.167,0.194834696,,,,,,,
4.168,0.194834152,,,,,,,
4.169,0.194833608,,,,,,,
4.17,0.194833064,,,,,,,
4.171,0.19483252,,,,,,,
4.172,0.194831976,,,,,,,
4.173,0.194831432,,,,,,,
4.174,0.194830887,,,,,,,
4.175,0.194830343,,,,,,,
4.176,0.194829799,,,,,,,
4.177,0.194829254,,,,,,,
4.178,0.194828709,,,,,,,
4.179,0.194828165,,,,,,,
4.18,0.19482762,,,,,,,
4.181,0.194827075,,,,,,,
4.182,0.19482653,,,,,,,
4.183,0.194825985,,,,,,,
4.184,0.19482544,,,,,,,
4.185,0.194824894,,,,,,,
4.186,0.194824349,,,,,,,
4.187,0.194823804,,,,,,,
4.188,0.194823258,,,,,,,
4.189,0.194822713,,,,,,,
4.19,0.194822167,,,,,,,
4.191,0.194821621,,,,,,,
4.192,0.194821076,,,,,,,
4.193,0.19482053,,,,,,,
4.194,0.194819984,,,,,,,
4.195,0.194819438,,,,,,,
4.196,0.194818891,,,,,,,
4.197,0.194818345,,,,,,,
4.198,0.194817799,,,,,,,
4.199,0.194817253,,,,,,,
4.2,0.194816706,,,,,,,
4.201,0.194816159,,,,,,,
4.202,0.194815613,,,,,,,
4.203,0.194815066,,,,,,,
4.204,0.194814519,,,,,,,
4.205,0.194813972,,,,,,,
4.206,0.194813425,,,,,,,
4.207,0.194812878,,,,,,,
4.208,0.194812331,,,,,,,
4.209,0.194811784,,,,,,,
4.21,0.194811237,,,,,,,
4.211,0.194810689,,,,,,,
4.212,0.194810142,,,,,,,
4.213,0.194809594,,,,,,,
4.214,0.194809046,,,,,,,
4.215,0.194808499,,,,,,,
4.216,0.194807951,,,,,,,
4.217,0.194807403,,,,,,,
4.218,0.194806855,,,,,,,
4.219,0.194806307,,,,,,,
4.22,0.194805759,,,,,,,
4.221,0.19480521,,,,,,,
4.222,0.194804662,,,,,,,
4.223,0.194804114,,,,,,,
4.224,0.194803565,,,,,,,
4.225,0.194803016,,,,,,,
4.226,0.194802468,,,,,,,
4.227,0.194801919,,,,,,,
4.228,0.19480137,,,,,,,
4.229,0.194800821,,,,,,,
4.23,0.194800272,,,,,,,
4.231,0.194799723,,,,,,,
4.232,0.194799174,,,,,,,
4.233,0.194798625,,,,,,,
4.234,0.194798075,,,,,,,
4.235,0.194797526,,,,,,,
4.236,0.194796976,,,,,,,
4.237,0.194796427,,,,,,,
4.238,0.194795877,,,,,,,
4.239,0.194795327,,,,,,,
4.24,0.194794777,,,,,,,
4.241,0.194794227,,,,,,,
4.242,0.194793677,,,,,,,
4.243,0.194793127,,,,,,,
4.244,0.194792577,,,,,,,
4.245,0.194792026,,,,,,,
4.246,0.194791476,,,,,,,
4.247,0.194790926,,,,,,,
4.248,0.194790375,,,,,,,
4.249,0.194789824,,,,,,,
4.25,0.194789274,,,,,,,
4.251,0.194788723,,,,,,,
4.252,0.194788172,,,,,,,
4.253,0.194787621,,,,,,,
4.254,0.19478707,,,,,,,
4.255,0.194786518,,,,,,,
4.256,0.194785967,,,,,,,
4.257,0.194785416,,,,,,,
4.258,0.194784864,,,,,,,
4.259,0.194784313,,,,,,,
4.26,0.194783761,,,,,,,
4.261,0.19478321,,,,,,,
4.262,0.194782658,,,,,,,
4.263,0.194782106,,,,,,,
4.264,0.194781554,,,,,,,
4.265,0.194781002,,,,,,,
4.266,0.19478045,,,,,,,
4.267,0.194779897,,,,,,,
4.268,0.194779345,,,,,,,
4.269,0.194778793,,,,,,,
4.27,0.19477824,,,,,,,
4.271,0.194777688,,,,,,,
4.272,0.194777135,,,,,,,
4.273,0.194776582,,,,,,,
4.274,0.194776029,,,,,,,
4.275,0.194775477,,,,,,,
4.276,0.194774924,,,,,,,
4.277,0.19477437,,,,,,,
4.278,0.194773817,,,,,,,
4.279,0.194773264,,,,,,,
4.28,0.194772711,,,,,,,
4.281,0.194772157,,,,,,,
4.282,0.194771604,,,,,,,
4.283,0.19477105,,,,,,,
4.284,0.194770496,,,,,,,
4.285,0.194769942,,,,,,,
4.286,0.194769389,,,,,,,
4.287,0.194768835,,,,,,,
4.288,0.194768281,,,,,,,
4.289,0.194767726,,,,,,,
4.29,0.194767172,,,,,,,
4.291,0.194766618,,,,,,,
4.292,0.194766063,,,,,,,
4.293,0.194765509,,,,,,,
4.294,0.194764954,,,,,,,
4.295,0.1947644,,,,,,,
4.296,0.194763845,,,,,,,
4.297,0.19476329,,,,,,,
4.298,0.194762735,,,,,,,
4.299,0.19476218,,,,,,,
4.3,0.194761625,,,,,,,
4.301,0.19476107,,,,,,,
4.302,0.194760514,,,,,,,
4.303,0.194759959,,,,,,,
4.304,0.194759403,,,,,,,
4.305,0.194758848,,,,,,,
4.306,0.194758292,,,,,,,
4.307,0.194757736,,,,,,,
4.308,0.194757181,,,,,,,
4.309,0.194756625,,,,,,,
4.31,0.194756069,,,,,,,
4.311,0.194755513,,,,,,,
4.312,0.194754956,,,,,,,
4.313,0.1947544,,,,,,,
4.314,0.194753844,,,,,,,
4.315,0.194753287,,,,,,,
4.316,0.194752731,,,,,,,
4.317,0.194752174,,,,,,,
4.318,0.194751617,,,,,,,
4.319,0.194751061,,,,,,,
4.32,0.194750504,,,,,,,
4.321,0.194749947,,,,,,,
4.322,0.19474939,,,,,,,
4.323,0.194748832,,,,,,,
4.324,0.194748275,,,,,,,
4.325,0.194747718,,,,,,,
4.326,0.19474716,,,,,,,
4.327,0.194746603,,,,,,,
4.328,0.194746045,,,,,,,
4.329,0.194745487,,,,,,,
4.33,0.19474493,,,,,,,
4.331,0.194744372,,,,,,,
4.332,0.194743814,,,,,,,
4.333,0.194743256,,,,,,,
4.334,0.194742697,,,,,,,
4.335,0.194742139,,,,,,,
4.336,0.194741581,,,,,,,
4.337,0.194741022,,,,,,,
4.338,0.194740464,,,,,,,
4.339,0.194739905,,,,,,,
4.34,0.194739347,,,,,,,
4.341,0.194738788,,,,,,,
4.342,0.194738229,,,,,,,
4.343,0.19473767,,,,,,,
4.344,0.194737111,,,,,,,
4.345,0.194736552,,,,,,,
4.346,0.194735992,,,,,,,
4.347,0.194735433,,,,,,,
4.348,0.194623726,,,,,,,
4.349,0.193986196,,,,,,,
4.35,0.19335227,,,,,,,
4.351,0.192721916,,,,,,,
4.352,0.192095104,,,,,,,
4.353,0.191471805,,,,,,,
4.354,0.190851988,,,,,,,
4.355,0.190235626,,,,,,,
4.356,0.189622689,,,,,,,
4.357,0.189013147,,,,,,,
4.358,0.188406975,,,,,,,
4.359,0.187804142,,,,,,,
4.36,0.187204623,,,,,,,
4.361,0.186608389,,,,,,,
4.362,0.186015415,,,,,,,
4.363,0.185425672,,,,,,,
4.364,0.184839135,,,,,,,
4.365,0.184255778,,,,,,,
4.366,0.183675576,,,,,,,
4.367,0.183098502,,,,,,,
4.368,0.182524532,,,,,,,
4.369,0.181953641,,,,,,,
4.37,0.181385804,,,,,,,
4.371,0.180820996,,,,,,,
4.372,0.180259195,,,,,,,
4.373,0.179700376,,,,,,,
4.374,0.179144516,,,,,,,
4.375,0.178591591,,,,,,,
4.376,0.178041578,,,,,,,
4.377,0.177494455,,,,,,,
4.378,0.176950199,,,,,,,
4.379,0.176408787,,,,,,,
4.38,0.175870199,,,,,,,
4.381,0.175334412,,,,,,,
4.382,0.174801404,,,,,,,
4.383,0.174271154,,,,,,,
4.384,0.173743641,,,,,,,
4.385,0.173218844,,,,,,,
4.386,0.172696743,,,,,,,
4.387,0.172177317,,,,,,,
4.388,0.171660545,,,,,,,
4.389,0.171146408,,,,,,,
4.39,0.170634887,,,,,,,
4.391,0.17012596,,,,,,,
4.392,0.16961961,,,,,,,
4.393,0.169115816,,,,,,,
4.394,0.16861456,,,,,,,
4.395,0.168115823,,,,,,,
4.396,0.167619586,,,,,,,
4.397,0.167125831,,,,,,,
4.398,0.16663454,,,,,,,
4.399,0.166145694,,,,,,,
4.4,0.165659276,,,,,,,
4.401,0.165175268,,,,,,,
4.402,0.164693652,,,,,,,
4.403,0.164214412,,,,,,,
4.404,0.163737529,,,,,,,
4.405,0.163262987,,,,,,,
4.406,0.162790769,,,,,,,
4.407,0.162320859,,,,,,,
4.408,0.16185324,,,,,,,
4.409,0.161387895,,,,,,,
4.41,0.160924808,,,,,,,
4.411,0.160463964,,,,,,,
4.412,0.160005346,,,,,,,
4.413,0.159548939,,,,,,,
4.414,0.159094728,,,,,,,
4.415,0.158642696,,,,,,,
4.416,0.158192828,,,,,,,
4.417,0.15774511,,,,,,,
4.418,0.157299526,,,,,,,
4.419,0.156856062,,,,,,,
4.42,0.156414703,,,,,,,
4.421,0.155975434,,,,,,,
4.422,0.15553824,,,,,,,
4.423,0.155103109,,,,,,,
4.424,0.154670025,,,,,,,
