Model: , Shkurtov mixing model of optical constants
Timestamp: ,2022-09-20 10:19:07
,Compound,Molecular Formula,Grainsize (micron),Concentration (%),Measurement Temperature,Wavelength,"Author,Year",DOI
0,Tholin Khare 93,C2H6/H2O (1:6),100,100.0,77K,0.06-40 micron,"Khare,1993",https://doi.org/10.1006/icar.1993.1071

wave,Tholin Khare 93
0.4,0.015661060217723843
0.401,0.015659083617173053
0.402,0.015657135969430414
0.40299999999999997,0.015655216712683995
0.40399999999999997,0.01565332529846586
0.405,0.01565146119128258
0.406,0.015649623868256413
0.407,0.015579284639109403
0.408,0.015577954400093574
0.409,0.015576644106126025
0.41,0.01557535336181104
0.411,0.01557408178137365
0.412,0.015572828988318577
0.413,0.015571594615231277
0.414,0.015552912859966739
0.415,0.015534261975119534
0.416,0.01551563865795913
0.417,0.015497033914392944
0.418,0.01547845938630843
0.419,0.01545991474353059
0.42,0.015441399663558286
0.421,0.015422913831329765
0.422,0.015404456939037914
0.423,0.015386028685938413
0.424,0.015383230215974208
0.425,0.015382180810668444
0.4260000000000001,0.01538110883806354
0.4270000000000001,0.015380036349860404
0.4280000000000001,0.015378979184745845
0.4290000000000001,0.015377937052832635
0.4300000000000001,0.015376909670941075
0.4310000000000001,0.015375896762442665
0.4320000000000001,0.015374898057054054
0.4330000000000001,0.015373913290687824
0.4340000000000001,0.015373216328235628
0.4350000000000001,0.015351767045217457
0.4360000000000001,0.015351320650182743
0.4370000000000001,0.015350886332129221
0.4380000000000001,0.015350463861167896
0.4390000000000001,0.015350053012774367
0.4400000000000001,0.01534965356762541
0.4410000000000001,0.015349265311478177
0.4420000000000001,0.015348888035028097
0.4430000000000001,0.015348521533766757
0.4440000000000001,0.015348048143259518
0.4450000000000001,0.015347312473444674
0.4460000000000001,0.015346590245663094
0.4470000000000001,0.01534587791326203
0.4480000000000001,0.015345175296452851
0.4490000000000001,0.015344482219447286
0.4500000000000001,0.015343798510379258
0.4510000000000001,0.015343124001176989
0.4520000000000001,0.015342458527477731
0.4530000000000001,0.015341801928514087
0.4540000000000001,0.015341154047050054
0.4550000000000001,0.015340669762252901
0.4560000000000001,0.015341588787379123
0.4570000000000001,0.015342515482274166
0.4580000000000001,0.015343449887744498
0.4590000000000001,0.015344392044646327
0.4600000000000001,0.015345341993899808
0.4610000000000001,0.015346299776474837
0.4620000000000001,0.015347265433383939
0.4630000000000001,0.01534823900570359
0.4640000000000001,0.015349220534545793
0.4650000000000001,0.015350210061079395
0.4660000000000001,0.015350159902816074
0.4670000000000001,0.015349420935123703
0.4680000000000001,0.015348691888512178
0.4690000000000001,0.015347972586887693
0.4700000000000001,0.01534726285797916
0.4710000000000001,0.01534656253325295
0.4720000000000001,0.015345871447813408
0.4730000000000001,0.015345189440310492
0.4740000000000001,0.015344516352833182
0.4750000000000001,0.015343852030881067
0.4760000000000001,0.015343351655339177
0.4770000000000001,0.015344257052078092
0.4780000000000001,0.015345169654267465
0.4790000000000001,0.01534608949835814
0.4800000000000001,0.015347016620872012
0.4810000000000001,0.015347951058345188
0.4820000000000001,0.015348892847377726
0.4830000000000001,0.015349842024590998
0.4840000000000001,0.01535079862666322
0.4850000000000001,0.015351762690293924
0.4860000000000001,0.015352734252239486
0.4870000000000001,0.015353372825224199
0.4880000000000001,0.01535265781957662
0.4890000000000001,0.015351951858797008
0.4900000000000001,0.015351254791312385
0.4910000000000001,0.015350566468647742
0.4920000000000001,0.015349886745390506
0.4930000000000001,0.015349215479091072
0.4940000000000001,0.015348552530177528
0.4950000000000001,0.015347897761934348
0.4960000000000001,0.015347251040381593
0.4970000000000001,0.015346612234253598
0.4980000000000001,0.015346132802314116
0.4990000000000001,0.01534702483537842
0.5000000000000001,0.015347923637506256
0.5010000000000001,0.015348829241268902
0.5020000000000001,0.015349741679273166
0.5030000000000001,0.015350660984147169
0.5040000000000001,0.015351587188575877
0.5050000000000001,0.015352520325251362
0.5060000000000001,0.015353460426908327
0.5070000000000001,0.015354407526317004
0.5080000000000001,0.015355361656261834
0.5090000000000001,0.015356322849576998
0.5100000000000001,0.015357291139096674
0.5110000000000001,0.015358266557697675
0.5120000000000001,0.015359249138285236
0.5130000000000001,0.015360238913778801
0.5140000000000001,0.015361235917126237
0.5150000000000001,0.015362240181296727
0.5160000000000001,0.015363251739273664
0.5170000000000001,0.015364270624083076
0.5180000000000001,0.015365296868736777
0.5190000000000001,0.015366330506296322
0.5200000000000001,0.015367371569823263
0.5210000000000001,0.01536842009240047
0.5220000000000001,0.015369476107117919
0.5230000000000001,0.015370539647101111
0.5240000000000001,0.015371610745468445
0.5250000000000001,0.015372689435359632
0.5260000000000001,0.015373775749921492
0.5270000000000001,0.01537486972232216
0.5280000000000001,0.015375971385722664
0.5290000000000001,0.015377080773312457
0.5300000000000001,0.015378197918266778
0.5310000000000001,0.01537932285378929
0.5320000000000001,0.015380455613076549
0.5330000000000001,0.01538139874865152
0.5340000000000001,0.015380573323930946
0.5350000000000001,0.015379757290745033
0.5360000000000001,0.015378950507340505
0.5370000000000001,0.015378152834621517
0.5380000000000001,0.01537736413602886
0.5390000000000001,0.015376584277518646
0.5400000000000001,0.015375813127519677
0.5410000000000001,0.01537505055686239
0.5420000000000001,0.015374296438707802
0.5430000000000001,0.015373550648547507
0.5440000000000002,0.015372813064118418
0.5450000000000002,0.015372083565353023
0.5460000000000002,0.01537294696877467
0.5470000000000002,0.01537399358317515
0.5480000000000002,0.015375047290206112
0.5490000000000002,0.015376108119411924
0.5500000000000002,0.015377176100322743
0.5510000000000002,0.015378251262482934
0.5520000000000002,0.01537933363544397
0.5530000000000002,0.01538042324876443
0.5540000000000002,0.015381520131995785
0.5550000000000002,0.015382624314703719
0.5560000000000002,0.015383735826453915
0.5570000000000002,0.01538485469680495
0.5580000000000002,0.015362798250379228
0.5590000000000002,0.01536211573683488
0.5600000000000002,0.015361440740605303
0.5610000000000002,0.015360773151925855
0.5620000000000002,0.015360112863000097
0.5630000000000002,0.015359459767985584
0.5640000000000002,0.01535881376288728
0.5650000000000002,0.015358174745585984
0.5660000000000002,0.01535754261573885
0.5670000000000002,0.015356917274800708
0.5680000000000002,0.015356298625953002
0.5690000000000002,0.015355686574054062
0.5700000000000002,0.015355081025639095
0.5710000000000002,0.015354454180751986
0.5720000000000002,0.0153538272915128
0.5730000000000002,0.015353207247400746
0.5740000000000002,0.015352593949465643
0.5750000000000002,0.015351987300533665
0.5760000000000002,0.015351387205129186
0.5770000000000002,0.015351086537449987
0.5780000000000002,0.015351085210241422
0.5790000000000002,0.015351090166689119
0.5800000000000002,0.015351101317904181
0.5810000000000002,0.015351118576568012
0.5820000000000002,0.015351141856861261
0.5830000000000002,0.01535117107446382
0.5840000000000002,0.015322248841798114
0.5850000000000002,0.015322445722404154
0.5860000000000002,0.015322646824657227
0.5870000000000002,0.015322852088289096
0.5880000000000002,0.015323061454090237
0.5890000000000002,0.01532327486389562
0.5900000000000002,0.015323492260563398
0.5910000000000002,0.015323362075065461
0.5920000000000002,0.015323001416845727
0.5930000000000002,0.015322644571945432
0.5940000000000002,0.015322291487017026
0.5950000000000002,0.01532194210961535
0.5960000000000002,0.015321596388190528
0.5970000000000002,0.015321910185377874
0.5980000000000002,0.015322391137154057
0.5990000000000002,0.015322875232222088
0.6000000000000002,0.015323362483947278
0.6010000000000002,0.015323852905723356
0.6020000000000002,0.01532434651097958
0.6030000000000002,0.01532484331315942
0.6040000000000002,0.01532534332574187
0.6050000000000002,0.015325846562205925
0.6060000000000002,0.01532635303608032
0.6070000000000002,0.015326862760900895
0.6080000000000002,0.015327375750231909
0.6090000000000002,0.01532789201765894
0.6100000000000002,0.015293752834729446
0.6110000000000002,0.015293578444634193
0.6120000000000002,0.015293405893714862
0.6130000000000002,0.015293235156562446
0.6140000000000002,0.015293066208236894
0.6150000000000002,0.015292899024174744
0.6160000000000002,0.015292733580267281
0.6170000000000002,0.015292569852782378
0.6180000000000002,0.015292407818392917
0.6190000000000002,0.015292247454162577
0.6200000000000002,0.015292088737538734
0.6210000000000002,0.015291931646338242
0.6220000000000002,0.015291776158740333
0.6230000000000002,0.015291622253293724
0.6240000000000002,0.015286729988510217
0.6250000000000002,0.015286601700502445
0.6260000000000002,0.015286474756230461
0.6270000000000002,0.015286349137397792
0.6280000000000002,0.0152862248260206
0.6290000000000002,0.015286101804399266
0.6300000000000002,0.015285980055132597
0.6310000000000002,0.01528585956110362
0.6320000000000002,0.015285740305493789
0.6330000000000002,0.015285622271733246
0.6340000000000002,0.015285505443543457
0.6350000000000002,0.015285389804901683
0.6360000000000002,0.015285275340048088
0.6370000000000002,0.015285162033485733
0.6380000000000002,0.015278631660855524
0.6390000000000002,0.01527855590899918
0.6400000000000002,0.01527848095867057
0.6410000000000002,0.015278406798991284
0.6420000000000002,0.01527833341928897
0.6430000000000002,0.01527826080904049
0.6440000000000002,0.015278188957907446
0.6450000000000002,0.015278117855714868
0.6460000000000002,0.015278047492451208
0.6470000000000002,0.015277977858275449
0.6480000000000002,0.015277908943488683
0.6490000000000002,0.015277840738576742
0.6500000000000002,0.015277773234153358
0.6510000000000002,0.01527770642098858
0.6520000000000002,0.015275532734271735
0.6530000000000002,0.01527547706958643
0.6540000000000002,0.015275422003306005
0.6550000000000002,0.015275367527252115
0.6560000000000002,0.015275313633431153
0.6570000000000003,0.01527526031393478
0.6580000000000003,0.015275207561018078
0.6590000000000003,0.015275155367042714
0.6600000000000003,0.015275103724498251
0.6610000000000003,0.01527505262600215
0.6620000000000003,0.015275002064278453
0.6630000000000003,0.015274952032186206
0.6640000000000003,0.015274902522691036
0.6650000000000003,0.01527485352885094
0.6660000000000003,0.015264010830307484
0.6670000000000003,0.015251646465017643
0.6680000000000003,0.01524082438704255
0.6690000000000003,0.015230007727019768
0.6700000000000003,0.015219196479030472
0.6710000000000003,0.015208390637276636
